TIMESTAMP,XPRT_OPEN_PRICE_USD,XPRT_HIGH_PRICE_USD,XPRT_LOW_PRICE_USD,XPRT_CLOSE_PRICE_USD,XPRT_VOLUME_USD,XPRT_DIVIDENDS_USD,XPRT_STOCK_SPLITS_USD
2021-04-01 00:00:00+00:00,3.1908249855041504,4.792718887329102,3.1908249855041504,3.8530960083007812,21870745,0.0,0.0
2021-04-02 00:00:00+00:00,3.8526859283447266,4.2783989906311035,3.4538700580596924,3.8877251148223877,4544830,0.0,0.0
2021-04-03 00:00:00+00:00,3.8877511024475098,4.58774995803833,3.7757439613342285,3.880547046661377,2453225,0.0,0.0
2021-04-04 00:00:00+00:00,3.880134105682373,4.893223762512207,3.864259958267212,4.734622001647949,2113064,0.0,0.0
2021-04-05 00:00:00+00:00,4.735054016113281,4.834557056427002,3.9918460845947266,4.150403022766113,1384509,0.0,0.0
2021-04-06 00:00:00+00:00,4.150652885437012,4.406256198883057,3.93369197845459,4.198284149169922,1230908,0.0,0.0
2021-04-07 00:00:00+00:00,4.1987409591674805,4.305936813354492,3.428395986557007,3.9709830284118652,1762043,0.0,0.0
2021-04-08 00:00:00+00:00,3.9710519313812256,4.0743279457092285,3.433459997177124,3.8420019149780273,1387803,0.0,0.0
2021-04-09 00:00:00+00:00,3.841942071914673,4.107752799987793,3.5750300884246826,3.951551914215088,1234990,0.0,0.0
2021-04-10 00:00:00+00:00,3.951533079147339,4.446566104888916,3.8989689350128174,4.073266983032227,1166626,0.0,0.0
2021-04-11 00:00:00+00:00,4.073308944702148,4.309307098388672,3.898535966873169,4.148005962371826,971155,0.0,0.0
2021-04-12 00:00:00+00:00,4.147508144378662,4.149288177490234,3.70306396484375,3.799215078353882,829809,0.0,0.0
2021-04-13 00:00:00+00:00,3.799359083175659,4.000566005706787,3.2430949211120605,3.6251790523529053,1492934,0.0,0.0
2021-04-14 00:00:00+00:00,3.6251680850982666,3.7165579795837402,3.130220890045166,3.504370927810669,920883,0.0,0.0
