TIMESTAMP,EDE27846_OPEN_PRICE_USD,EDE27846_HIGH_PRICE_USD,EDE27846_LOW_PRICE_USD,EDE27846_CLOSE_PRICE_USD,EDE27846_VOLUME_USD,EDE27846_DIVIDENDS_USD,EDE27846_STOCK_SPLITS_USD
2023-08-15 00:00:00+00:00,1.3568350076675415,1.4388600587844849,1.2742700576782227,1.2933659553527832,39874,0.0,0.0
2023-08-16 00:00:00+00:00,1.2933659553527832,1.2933659553527832,0.9336979985237122,1.0063589811325073,29347,0.0,0.0
2023-08-17 00:00:00+00:00,1.0063519477844238,1.0075479745864868,0.8137099742889404,0.8422080278396606,20146,0.0,0.0
2023-08-18 00:00:00+00:00,0.8421220183372498,0.8459470272064209,0.5928879976272583,0.6162859797477722,21042,0.0,0.0
2023-08-19 00:00:00+00:00,0.6162539720535278,0.6949120163917542,0.5981000065803528,0.610260009765625,11341,0.0,0.0
2023-08-20 00:00:00+00:00,0.6102529764175415,0.6103590130805969,0.5800439715385437,0.5830770134925842,1511,0.0,0.0
2023-08-21 00:00:00+00:00,0.5830950140953064,0.6834099888801575,0.5775290131568909,0.6429299712181091,9302,0.0,0.0
2023-08-22 00:00:00+00:00,0.6429190039634705,0.6429499983787537,0.5854899883270264,0.5943819880485535,3282,0.0,0.0
2023-08-23 00:00:00+00:00,0.5943989753723145,0.6129099726676941,0.5117530226707458,0.5877400040626526,12203,0.0,0.0
2023-08-24 00:00:00+00:00,0.5877249836921692,0.5881140232086182,0.49775099754333496,0.4977610111236572,5626,0.0,0.0
2023-08-25 00:00:00+00:00,0.49805599451065063,0.49854499101638794,0.41786301136016846,0.41947001218795776,4923,0.0,0.0
2023-08-26 00:00:00+00:00,0.4194769859313965,0.41954800486564636,0.392971009016037,0.39337000250816345,1365,0.0,0.0
2023-08-27 00:00:00+00:00,0.39336898922920227,0.4350230097770691,0.37072500586509705,0.38142699003219604,9991,0.0,0.0
2023-08-28 00:00:00+00:00,0.38142699003219604,0.3814379870891571,0.33043599128723145,0.33138900995254517,2778,0.0,0.0
2023-08-29 00:00:00+00:00,0.3313960134983063,0.33258500695228577,0.25241199135780334,0.2848629951477051,8188,0.0,0.0
2023-08-30 00:00:00+00:00,0.2848629951477051,0.2849520146846771,0.2725589871406555,0.27565500140190125,813,0.0,0.0
2023-08-31 00:00:00+00:00,0.27566099166870117,0.2897360026836395,0.2710990011692047,0.2729269862174988,1808,0.0,0.0
2023-09-01 00:00:00+00:00,0.2729269862174988,0.2736780047416687,0.25938498973846436,0.262023001909256,446,0.0,0.0
2023-09-02 00:00:00+00:00,0.26202499866485596,0.26225000619888306,0.2535269856452942,0.2541239857673645,605,0.0,0.0
2023-09-03 00:00:00+00:00,0.2541239857673645,0.2541239857673645,0.2431260049343109,0.24330799281597137,742,0.0,0.0
2023-09-04 00:00:00+00:00,0.24330799281597137,0.24330900609493256,0.23282599449157715,0.23492300510406494,1271,0.0,0.0
2023-09-05 00:00:00+00:00,0.2349269986152649,0.24643400311470032,0.23067699372768402,0.244610995054245,1534,0.0,0.0
2023-09-06 00:00:00+00:00,0.24460600316524506,0.24460899829864502,0.23650500178337097,0.2372339963912964,707,0.0,0.0
2023-09-07 00:00:00+00:00,0.23724199831485748,0.23725999891757965,0.2154030054807663,0.21807600557804108,1770,0.0,0.0
2023-09-08 00:00:00+00:00,0.21808700263500214,0.21808700263500214,0.2109680026769638,0.21154199540615082,491,0.0,0.0
2023-09-09 00:00:00+00:00,0.211544007062912,0.2126159965991974,0.20271000266075134,0.20304200053215027,1197,0.0,0.0
2023-09-10 00:00:00+00:00,0.20304200053215027,0.20304299890995026,0.1932400017976761,0.1937820017337799,533,0.0,0.0
2023-09-11 00:00:00+00:00,0.1937820017337799,0.1937820017337799,0.17475399374961853,0.17481599748134613,1100,0.0,0.0
2023-09-12 00:00:00+00:00,0.17481300234794617,0.18154899775981903,0.17481300234794617,0.17783699929714203,478,0.0,0.0
2023-09-13 00:00:00+00:00,0.1778320074081421,0.17904500663280487,0.17272399365901947,0.17904500663280487,849,0.0,0.0
2023-09-14 00:00:00+00:00,0.17904600501060486,0.18051600456237793,0.17275600135326385,0.17445600032806396,678,0.0,0.0
2023-09-15 00:00:00+00:00,0.174453005194664,0.17445500195026398,0.17107200622558594,0.17333300411701202,197,0.0,0.0
2023-09-16 00:00:00+00:00,0.17333300411701202,0.1735759973526001,0.17214399576187134,0.17219799757003784,58,0.0,0.0
2023-09-17 00:00:00+00:00,0.17219699919223785,0.17219699919223785,0.16420599818229675,0.16432900726795197,533,0.0,0.0
2023-09-21 00:00:00+00:00,0.1598619967699051,0.15986299514770508,0.15303200483322144,0.15345199406147003,192,0.0,0.0
2023-09-22 00:00:00+00:00,0.15344899892807007,0.15439200401306152,0.15323400497436523,0.15331600606441498,64,0.0,0.0
