TIMESTAMP,AIAI_OPEN_PRICE_USD,AIAI_HIGH_PRICE_USD,AIAI_LOW_PRICE_USD,AIAI_CLOSE_PRICE_USD,AIAI_VOLUME_USD,AIAI_DIVIDENDS_USD,AIAI_STOCK_SPLITS_USD
2023-02-21 00:00:00+00:00,0.0009169999975711107,0.0013859999598935246,0.0005370000144466758,0.0007670000195503235,426922,0.0,0.0
2023-02-22 00:00:00+00:00,0.0007670000195503235,0.0008019999950192869,0.0001049999991664663,0.00013099999341648072,76041,0.0,0.0
2023-02-23 00:00:00+00:00,0.00013099999341648072,0.00020700000459328294,0.00011800000356743112,0.00013099999341648072,22303,0.0,0.0
2023-02-24 00:00:00+00:00,0.00013099999341648072,0.0001429999974789098,9.699999645818025e-05,0.0001289999927394092,14747,0.0,0.0
2023-02-25 00:00:00+00:00,0.0001289999927394092,0.0002730000123847276,0.00011000000085914508,0.00021899999410379678,51793,0.0,0.0
2023-02-26 00:00:00+00:00,0.00021899999410379678,0.00024500000290572643,0.0001320000010309741,0.000155999994603917,9885,0.0,0.0
2023-02-27 00:00:00+00:00,0.00015500000154133886,0.00020799999765586108,0.0001500000071246177,0.00019500000053085387,9389,0.0,0.0
2023-02-28 00:00:00+00:00,0.00019500000053085387,0.00023299999884329736,0.00017699999443721026,0.00018000000272877514,8866,0.0,0.0
2023-03-01 00:00:00+00:00,0.00018000000272877514,0.00020700000459328294,0.00015999999595806003,0.00016199999663513154,1425,0.0,0.0
2023-03-02 00:00:00+00:00,0.00016199999663513154,0.00016599999798927456,0.00012599999899975955,0.00013699999544769526,2507,0.0,0.0
2023-03-03 00:00:00+00:00,0.00013800000306218863,0.000994000001810491,0.00011999999696854502,0.0009790000040084124,262621,0.0,0.0
2023-03-04 00:00:00+00:00,0.0009660000214353204,0.003003000048920512,0.0005319999763742089,0.0009549999958835542,946997,0.0,0.0
2023-03-05 00:00:00+00:00,0.0009539999882690609,0.0011269999668002129,0.0005440000095404685,0.0006050000083632767,86652,0.0,0.0
2023-03-06 00:00:00+00:00,0.0006009999779053032,0.000615999975707382,0.0002530000056140125,0.00041099998634308577,63169,0.0,0.0
2023-03-07 00:00:00+00:00,0.0004130000015720725,0.0011050000321120024,0.0003539999888744205,0.0008399999933317304,225727,0.0,0.0
