TIMESTAMP,AIDOGEXLM_OPEN_PRICE_USD,AIDOGEXLM_HIGH_PRICE_USD,AIDOGEXLM_LOW_PRICE_USD,AIDOGEXLM_CLOSE_PRICE_USD,AIDOGEXLM_VOLUME_USD,AIDOGEXLM_DIVIDENDS_USD,AIDOGEXLM_STOCK_SPLITS_USD
2023-06-27 00:00:00+00:00,4.099999932805076e-05,5.199999941396527e-05,4.099999932805076e-05,4.5000000682193786e-05,2408,0.0,0.0
2023-06-28 00:00:00+00:00,4.5000000682193786e-05,4.8000001697801054e-05,4.3000000005122274e-05,4.400000034365803e-05,116088,0.0,0.0
2023-06-29 00:00:00+00:00,4.400000034365803e-05,4.400000034365803e-05,3.7000001611886546e-05,3.7999998312443495e-05,3823,0.0,0.0
2023-06-30 00:00:00+00:00,3.7999998312443495e-05,4.8000001697801054e-05,3.7999998312443495e-05,4.400000034365803e-05,4949,0.0,0.0
2023-07-01 00:00:00+00:00,4.400000034365803e-05,4.5000000682193786e-05,3.7999998312443495e-05,3.899999865097925e-05,4219,0.0,0.0
2023-07-02 00:00:00+00:00,3.899999865097925e-05,3.899999865097925e-05,3.5000000934815034e-05,3.7999998312443495e-05,1471,0.0,0.0
2023-07-03 00:00:00+00:00,3.7999998312443495e-05,3.899999865097925e-05,3.400000059627928e-05,3.600000127335079e-05,2207,0.0,0.0
2023-07-04 00:00:00+00:00,3.600000127335079e-05,4.199999966658652e-05,3.199999991920777e-05,3.5000000934815034e-05,8149,0.0,0.0
2023-07-05 00:00:00+00:00,3.5000000934815034e-05,3.9999998989515007e-05,3.199999991920777e-05,3.5000000934815034e-05,2254,0.0,0.0
2023-07-06 00:00:00+00:00,3.5000000934815034e-05,3.600000127335079e-05,2.700000004551839e-05,2.8000000384054147e-05,3933,0.0,0.0
2023-07-07 00:00:00+00:00,2.8000000384054147e-05,2.8000000384054147e-05,2.499999936844688e-05,2.5999999706982635e-05,714,0.0,0.0
2023-07-08 00:00:00+00:00,2.5999999706982635e-05,2.8000000384054147e-05,2.300000051036477e-05,2.499999936844688e-05,112326,0.0,0.0
2023-07-09 00:00:00+00:00,2.499999936844688e-05,2.499999936844688e-05,2.099999983329326e-05,2.099999983329326e-05,1748,0.0,0.0
2023-07-10 00:00:00+00:00,2.099999983329326e-05,2.099999983329326e-05,1.700000029813964e-05,1.700000029813964e-05,1137,0.0,0.0
2023-07-11 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.2000000424450263e-05,1.2000000424450263e-05,3103,0.0,0.0
2023-07-12 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,9.999999747378752e-06,1.1000000085914508e-05,1577,0.0,0.0
2023-07-13 00:00:00+00:00,1.1000000085914508e-05,1.700000029813964e-05,1.1000000085914508e-05,1.4000000192027073e-05,112285,0.0,0.0
2023-07-14 00:00:00+00:00,1.4000000192027073e-05,1.5999999959603883e-05,1.2000000424450263e-05,1.2999999853491317e-05,64828,0.0,0.0
2023-07-15 00:00:00+00:00,1.2999999853491317e-05,1.4000000192027073e-05,1.2000000424450263e-05,1.2000000424450263e-05,2612,0.0,0.0
2023-07-16 00:00:00+00:00,1.2000000424450263e-05,1.4000000192027073e-05,1.2000000424450263e-05,1.2999999853491317e-05,1366,0.0,0.0
2023-07-17 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,1.2000000424450263e-05,1.2000000424450263e-05,1206,0.0,0.0
2023-07-18 00:00:00+00:00,1.2000000424450263e-05,1.2999999853491317e-05,9.999999747378752e-06,1.1000000085914508e-05,2434,0.0,0.0
2023-07-19 00:00:00+00:00,1.1000000085914508e-05,1.4000000192027073e-05,1.1000000085914508e-05,1.2999999853491317e-05,3686,0.0,0.0
2023-07-20 00:00:00+00:00,1.2999999853491317e-05,1.4999999621068127e-05,1.2000000424450263e-05,1.2999999853491317e-05,4866,0.0,0.0
2023-07-21 00:00:00+00:00,1.2999999853491317e-05,1.700000029813964e-05,1.1000000085914508e-05,1.2000000424450263e-05,35747,0.0,0.0
2023-07-22 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,1.1000000085914508e-05,1.2000000424450263e-05,1335,0.0,0.0
2023-07-23 00:00:00+00:00,1.2000000424450263e-05,1.2999999853491317e-05,1.1000000085914508e-05,1.2000000424450263e-05,800,0.0,0.0
2023-07-24 00:00:00+00:00,1.2000000424450263e-05,1.4000000192027073e-05,9.999999747378752e-06,1.1000000085914508e-05,5822,0.0,0.0
2023-07-25 00:00:00+00:00,1.1000000085914508e-05,1.2999999853491317e-05,9.999999747378752e-06,1.2999999853491317e-05,11716,0.0,0.0
2023-07-26 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,1.1000000085914508e-05,1.2000000424450263e-05,1794,0.0,0.0
2023-07-27 00:00:00+00:00,1.2000000424450263e-05,1.2999999853491317e-05,1.1000000085914508e-05,1.2000000424450263e-05,32979,0.0,0.0
2023-07-28 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,1.2000000424450263e-05,1.2000000424450263e-05,1036,0.0,0.0
2023-07-29 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,1.1000000085914508e-05,1.1000000085914508e-05,660,0.0,0.0
2023-07-30 00:00:00+00:00,1.1000000085914508e-05,1.2000000424450263e-05,1.1000000085914508e-05,1.1000000085914508e-05,1200,0.0,0.0
2023-07-31 00:00:00+00:00,1.1000000085914508e-05,1.2000000424450263e-05,9.999999747378752e-06,1.1000000085914508e-05,962,0.0,0.0
2023-08-01 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,9.999999747378752e-06,1.1000000085914508e-05,922,0.0,0.0
2023-08-02 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,9.999999747378752e-06,9.999999747378752e-06,298,0.0,0.0
2023-08-03 00:00:00+00:00,9.999999747378752e-06,1.1000000085914508e-05,9.999999747378752e-06,9.999999747378752e-06,350,0.0,0.0
2023-08-04 00:00:00+00:00,9.999999747378752e-06,1.8000000636675395e-05,9.999999747378752e-06,9.999999747378752e-06,172540,0.0,0.0
2023-08-05 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,9.000000318337698e-06,9.999999747378752e-06,4888,0.0,0.0
2023-08-06 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,9.999999747378752e-06,9.999999747378752e-06,365,0.0,0.0
2023-08-07 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,9.999999747378752e-06,9.999999747378752e-06,753,0.0,0.0
2023-08-08 00:00:00+00:00,9.999999747378752e-06,1.1000000085914508e-05,9.000000318337698e-06,9.999999747378752e-06,315,0.0,0.0
2023-08-09 00:00:00+00:00,9.999999747378752e-06,0.000455000001238659,6.000000212225132e-06,0.00014200000441633165,4065289,0.0,0.0
2023-08-10 00:00:00+00:00,0.00014200000441633165,0.00017899999511428177,8.800000068731606e-05,0.00011800000356743112,282460,0.0,0.0
2023-08-11 00:00:00+00:00,0.00011800000356743112,0.00013000000035390258,8.800000068731606e-05,8.800000068731606e-05,133691,0.0,0.0
2023-08-12 00:00:00+00:00,8.800000068731606e-05,0.000155999994603917,5.900000178371556e-05,9.300000237999484e-05,193825,0.0,0.0
2023-08-13 00:00:00+00:00,9.300000237999484e-05,0.00011999999696854502,7.699999696342275e-05,7.79999973019585e-05,78483,0.0,0.0
2023-08-14 00:00:00+00:00,7.79999973019585e-05,0.00011100000119768083,7.000000186963007e-05,8.199999865610152e-05,37859,0.0,0.0
2023-08-15 00:00:00+00:00,8.199999865610152e-05,8.800000068731606e-05,7.599999662488699e-05,7.79999973019585e-05,20840,0.0,0.0
2023-08-16 00:00:00+00:00,7.79999973019585e-05,8.399999933317304e-05,6.600000051548705e-05,7.000000186963007e-05,19501,0.0,0.0
2023-08-17 00:00:00+00:00,7.000000186963007e-05,7.100000220816582e-05,4.3000000005122274e-05,4.600000102072954e-05,17405,0.0,0.0
2023-08-18 00:00:00+00:00,4.600000102072954e-05,9.300000237999484e-05,3.7000001611886546e-05,5.500000042957254e-05,72030,0.0,0.0
2023-08-19 00:00:00+00:00,5.500000042957254e-05,9.300000237999484e-05,4.8999998398358e-05,6.399999983841553e-05,64904,0.0,0.0
2023-08-20 00:00:00+00:00,6.399999983841553e-05,7.200000254670158e-05,5.500000042957254e-05,5.8000001445179805e-05,21824,0.0,0.0
2023-08-21 00:00:00+00:00,5.8000001445179805e-05,5.999999848427251e-05,4.5000000682193786e-05,4.70000013592653e-05,13716,0.0,0.0
2023-08-22 00:00:00+00:00,4.70000013592653e-05,5.900000178371556e-05,4.5000000682193786e-05,4.8999998398358e-05,16040,0.0,0.0
2023-08-23 00:00:00+00:00,4.8999998398358e-05,5.199999941396527e-05,4.3000000005122274e-05,4.600000102072954e-05,35838,0.0,0.0
2023-08-24 00:00:00+00:00,4.600000102072954e-05,5.500000042957254e-05,4.5000000682193786e-05,4.600000102072954e-05,7141,0.0,0.0
2023-08-25 00:00:00+00:00,4.600000102072954e-05,4.999999873689376e-05,3.7999998312443495e-05,3.9999998989515007e-05,54674,0.0,0.0
2023-08-26 00:00:00+00:00,3.9999998989515007e-05,4.600000102072954e-05,3.400000059627928e-05,3.9999998989515007e-05,47949,0.0,0.0
2023-08-27 00:00:00+00:00,3.9999998989515007e-05,4.199999966658652e-05,3.600000127335079e-05,3.9999998989515007e-05,7442,0.0,0.0
2023-08-28 00:00:00+00:00,3.9999998989515007e-05,4.8999998398358e-05,3.7000001611886546e-05,3.899999865097925e-05,35048,0.0,0.0
2023-08-29 00:00:00+00:00,3.899999865097925e-05,4.600000102072954e-05,3.7000001611886546e-05,3.899999865097925e-05,24023,0.0,0.0
2023-08-30 00:00:00+00:00,3.899999865097925e-05,4.199999966658652e-05,3.7000001611886546e-05,3.7999998312443495e-05,2825,0.0,0.0
2023-08-31 00:00:00+00:00,3.7999998312443495e-05,4.199999966658652e-05,3.7000001611886546e-05,3.7000001611886546e-05,32424,0.0,0.0
2023-09-01 00:00:00+00:00,3.7000001611886546e-05,3.7000001611886546e-05,3.199999991920777e-05,3.199999991920777e-05,5702,0.0,0.0
2023-09-02 00:00:00+00:00,3.199999991920777e-05,3.7999998312443495e-05,3.199999991920777e-05,3.199999991920777e-05,4981,0.0,0.0
2023-09-03 00:00:00+00:00,3.199999991920777e-05,3.600000127335079e-05,2.4000000848900527e-05,3.300000025774352e-05,4379,0.0,0.0
2023-09-04 00:00:00+00:00,3.300000025774352e-05,9.600000339560211e-05,2.9999999242136255e-05,4.8999998398358e-05,128575,0.0,0.0
2023-09-05 00:00:00+00:00,4.8999998398358e-05,5.2999999752501026e-05,3.899999865097925e-05,4.099999932805076e-05,15299,0.0,0.0
2023-09-06 00:00:00+00:00,4.099999932805076e-05,4.5000000682193786e-05,3.7999998312443495e-05,4.099999932805076e-05,8199,0.0,0.0
2023-09-07 00:00:00+00:00,4.099999932805076e-05,4.3000000005122274e-05,3.7999998312443495e-05,4.099999932805076e-05,16865,0.0,0.0
2023-09-08 00:00:00+00:00,4.099999932805076e-05,4.199999966658652e-05,3.7000001611886546e-05,3.9999998989515007e-05,22218,0.0,0.0
2023-09-09 00:00:00+00:00,3.9999998989515007e-05,6.299999949987978e-05,3.7000001611886546e-05,4.8000001697801054e-05,47559,0.0,0.0
2023-09-10 00:00:00+00:00,4.8000001697801054e-05,7.999999797903001e-05,4.3000000005122274e-05,5.199999941396527e-05,73466,0.0,0.0
2023-09-11 00:00:00+00:00,5.199999941396527e-05,6.399999983841553e-05,4.099999932805076e-05,4.199999966658652e-05,17646,0.0,0.0
2023-09-12 00:00:00+00:00,4.199999966658652e-05,7.400000322377309e-05,4.199999966658652e-05,5.700000110664405e-05,32746,0.0,0.0
2023-09-13 00:00:00+00:00,5.700000110664405e-05,5.700000110664405e-05,4.600000102072954e-05,4.70000013592653e-05,9735,0.0,0.0
2023-09-14 00:00:00+00:00,4.70000013592653e-05,5.500000042957254e-05,4.3000000005122274e-05,4.999999873689376e-05,16179,0.0,0.0
2023-09-15 00:00:00+00:00,4.999999873689376e-05,4.999999873689376e-05,4.3000000005122274e-05,4.8000001697801054e-05,11593,0.0,0.0
2023-09-16 00:00:00+00:00,4.8000001697801054e-05,4.999999873689376e-05,4.3000000005122274e-05,4.600000102072954e-05,10016,0.0,0.0
2023-09-17 00:00:00+00:00,4.600000102072954e-05,4.70000013592653e-05,3.9999998989515007e-05,4.199999966658652e-05,11158,0.0,0.0
2023-09-21 00:00:00+00:00,3.400000059627928e-05,4.600000102072954e-05,3.400000059627928e-05,3.7999998312443495e-05,8548,0.0,0.0
2023-09-22 00:00:00+00:00,3.7999998312443495e-05,4.3000000005122274e-05,3.600000127335079e-05,3.600000127335079e-05,4154,0.0,0.0
2023-09-23 00:00:00+00:00,3.600000127335079e-05,3.899999865097925e-05,3.300000025774352e-05,3.300000025774352e-05,3011,0.0,0.0
2023-09-24 00:00:00+00:00,3.300000025774352e-05,4.099999932805076e-05,3.300000025774352e-05,3.7000001611886546e-05,59362,0.0,0.0
2023-09-25 00:00:00+00:00,3.7000001611886546e-05,3.7000001611886546e-05,3.300000025774352e-05,3.5000000934815034e-05,72199,0.0,0.0
2023-09-26 00:00:00+00:00,3.5000000934815034e-05,3.7999998312443495e-05,3.300000025774352e-05,3.5000000934815034e-05,34448,0.0,0.0
2023-09-27 00:00:00+00:00,3.5000000934815034e-05,3.600000127335079e-05,3.400000059627928e-05,3.400000059627928e-05,2024,0.0,0.0
2023-09-28 00:00:00+00:00,3.400000059627928e-05,3.7000001611886546e-05,3.300000025774352e-05,3.5000000934815034e-05,61552,0.0,0.0
2023-09-29 00:00:00+00:00,3.5000000934815034e-05,3.600000127335079e-05,2.9999999242136255e-05,3.300000025774352e-05,5256,0.0,0.0
2023-09-30 00:00:00+00:00,3.300000025774352e-05,3.300000025774352e-05,2.9999999242136255e-05,3.099999958067201e-05,2353,0.0,0.0
2023-10-01 00:00:00+00:00,3.099999958067201e-05,3.300000025774352e-05,2.5999999706982635e-05,2.9999999242136255e-05,5329,0.0,0.0
2023-10-02 00:00:00+00:00,2.9999999242136255e-05,3.099999958067201e-05,2.5999999706982635e-05,2.5999999706982635e-05,44955,0.0,0.0
2023-10-03 00:00:00+00:00,2.5999999706982635e-05,3.099999958067201e-05,2.5999999706982635e-05,2.5999999706982635e-05,2469,0.0,0.0
2023-10-04 00:00:00+00:00,2.5999999706982635e-05,2.8000000384054147e-05,2.300000051036477e-05,2.4000000848900527e-05,1338,0.0,0.0
2023-10-05 00:00:00+00:00,2.4000000848900527e-05,2.700000004551839e-05,2.2000000171829015e-05,2.499999936844688e-05,2962,0.0,0.0
2023-10-06 00:00:00+00:00,2.499999936844688e-05,2.700000004551839e-05,2.4000000848900527e-05,2.5999999706982635e-05,80693,0.0,0.0
2023-10-07 00:00:00+00:00,2.5999999706982635e-05,2.9999999242136255e-05,2.2000000171829015e-05,2.499999936844688e-05,4235,0.0,0.0
2023-10-08 00:00:00+00:00,2.499999936844688e-05,2.700000004551839e-05,2.4000000848900527e-05,2.4000000848900527e-05,35480,0.0,0.0
2023-10-09 00:00:00+00:00,2.4000000848900527e-05,3.9999998989515007e-05,2.2000000171829015e-05,2.9999999242136255e-05,19128,0.0,0.0
2023-10-10 00:00:00+00:00,2.9999999242136255e-05,3.899999865097925e-05,2.5999999706982635e-05,2.8000000384054147e-05,41708,0.0,0.0
2023-10-11 00:00:00+00:00,2.8000000384054147e-05,3.199999991920777e-05,2.300000051036477e-05,2.499999936844688e-05,2481,0.0,0.0
2023-10-12 00:00:00+00:00,2.499999936844688e-05,2.700000004551839e-05,2.300000051036477e-05,2.300000051036477e-05,43882,0.0,0.0
2023-10-13 00:00:00+00:00,2.300000051036477e-05,2.5999999706982635e-05,2.300000051036477e-05,2.499999936844688e-05,1722,0.0,0.0
2023-10-14 00:00:00+00:00,2.499999936844688e-05,2.8000000384054147e-05,2.4000000848900527e-05,2.5999999706982635e-05,3195,0.0,0.0
2023-10-15 00:00:00+00:00,2.5999999706982635e-05,2.8000000384054147e-05,2.4000000848900527e-05,2.4000000848900527e-05,18113,0.0,0.0
2023-10-16 00:00:00+00:00,2.4000000848900527e-05,2.700000004551839e-05,2.2000000171829015e-05,2.700000004551839e-05,57932,0.0,0.0
2023-10-17 00:00:00+00:00,2.700000004551839e-05,3.7999998312443495e-05,2.499999936844688e-05,2.5999999706982635e-05,10485,0.0,0.0
2023-10-18 00:00:00+00:00,2.5999999706982635e-05,2.8000000384054147e-05,2.499999936844688e-05,2.5999999706982635e-05,3067,0.0,0.0
2023-10-19 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,2.2000000171829015e-05,2.499999936844688e-05,2000,0.0,0.0
2023-10-20 00:00:00+00:00,2.499999936844688e-05,2.700000004551839e-05,2.4000000848900527e-05,2.5999999706982635e-05,1816,0.0,0.0
2023-10-21 00:00:00+00:00,2.5999999706982635e-05,3.099999958067201e-05,2.4000000848900527e-05,2.5999999706982635e-05,3676,0.0,0.0
2023-10-22 00:00:00+00:00,2.5999999706982635e-05,2.8000000384054147e-05,2.499999936844688e-05,2.8000000384054147e-05,2555,0.0,0.0
2023-10-23 00:00:00+00:00,2.5999999706982635e-05,2.700000004551839e-05,2.2000000171829015e-05,2.499999936844688e-05,7085,0.0,0.0
2023-10-24 00:00:00+00:00,2.499999936844688e-05,3.300000025774352e-05,2.300000051036477e-05,3.300000025774352e-05,136345,0.0,0.0
2023-10-25 00:00:00+00:00,3.300000025774352e-05,0.00010299999848939478,2.5999999706982635e-05,3.7999998312443495e-05,272980,0.0,0.0
2023-10-26 00:00:00+00:00,3.7999998312443495e-05,4.999999873689376e-05,3.7999998312443495e-05,3.899999865097925e-05,9146,0.0,0.0
2023-10-27 00:00:00+00:00,3.899999865097925e-05,4.400000034365803e-05,3.199999991920777e-05,3.300000025774352e-05,16709,0.0,0.0
2023-10-28 00:00:00+00:00,3.300000025774352e-05,4.999999873689376e-05,2.9999999242136255e-05,3.600000127335079e-05,20182,0.0,0.0
2023-10-29 00:00:00+00:00,3.600000127335079e-05,3.600000127335079e-05,3.099999958067201e-05,3.300000025774352e-05,6105,0.0,0.0
2023-10-30 00:00:00+00:00,3.300000025774352e-05,3.9999998989515007e-05,3.300000025774352e-05,3.7999998312443495e-05,8457,0.0,0.0
2023-10-31 00:00:00+00:00,3.7999998312443495e-05,4.199999966658652e-05,3.400000059627928e-05,3.7000001611886546e-05,2650,0.0,0.0
2023-11-01 00:00:00+00:00,3.7000001611886546e-05,6.900000153109431e-05,3.7000001611886546e-05,4.5000000682193786e-05,76553,0.0,0.0
2023-11-02 00:00:00+00:00,4.5000000682193786e-05,5.0999999075429514e-05,3.7999998312443495e-05,3.7999998312443495e-05,23883,0.0,0.0
2023-11-03 00:00:00+00:00,3.7999998312443495e-05,4.400000034365803e-05,3.300000025774352e-05,4.199999966658652e-05,8988,0.0,0.0
2023-11-04 00:00:00+00:00,4.199999966658652e-05,4.8000001697801054e-05,3.899999865097925e-05,4.3000000005122274e-05,7252,0.0,0.0
2023-11-05 00:00:00+00:00,4.3000000005122274e-05,4.70000013592653e-05,3.9999998989515007e-05,4.400000034365803e-05,7277,0.0,0.0
2023-11-06 00:00:00+00:00,4.400000034365803e-05,6.600000051548705e-05,4.099999932805076e-05,6.600000051548705e-05,127094,0.0,0.0
2023-11-07 00:00:00+00:00,6.600000051548705e-05,7.000000186963007e-05,4.3000000005122274e-05,4.70000013592653e-05,17552,0.0,0.0
2023-11-08 00:00:00+00:00,4.70000013592653e-05,4.8999998398358e-05,4.199999966658652e-05,4.3000000005122274e-05,59807,0.0,0.0
2023-11-09 00:00:00+00:00,4.3000000005122274e-05,4.5000000682193786e-05,3.899999865097925e-05,3.9999998989515007e-05,40874,0.0,0.0
2023-11-10 00:00:00+00:00,3.9999998989515007e-05,4.400000034365803e-05,3.899999865097925e-05,3.9999998989515007e-05,4757,0.0,0.0
2023-11-11 00:00:00+00:00,3.9999998989515007e-05,4.8999998398358e-05,3.899999865097925e-05,3.9999998989515007e-05,55711,0.0,0.0
2023-11-12 00:00:00+00:00,3.9999998989515007e-05,4.3000000005122274e-05,3.899999865097925e-05,4.099999932805076e-05,7092,0.0,0.0
2023-11-13 00:00:00+00:00,4.099999932805076e-05,4.199999966658652e-05,3.7000001611886546e-05,3.899999865097925e-05,3011,0.0,0.0
2023-11-14 00:00:00+00:00,3.899999865097925e-05,3.9999998989515007e-05,3.400000059627928e-05,3.400000059627928e-05,2016,0.0,0.0
2023-11-15 00:00:00+00:00,3.400000059627928e-05,4.199999966658652e-05,3.400000059627928e-05,3.7000001611886546e-05,40036,0.0,0.0
2023-11-16 00:00:00+00:00,3.7000001611886546e-05,4.70000013592653e-05,3.600000127335079e-05,4.099999932805076e-05,13333,0.0,0.0
2023-11-17 00:00:00+00:00,4.099999932805076e-05,4.999999873689376e-05,3.5000000934815034e-05,3.899999865097925e-05,14606,0.0,0.0
2023-11-18 00:00:00+00:00,3.899999865097925e-05,4.099999932805076e-05,3.7000001611886546e-05,3.7000001611886546e-05,2116,0.0,0.0
2023-11-19 00:00:00+00:00,3.7000001611886546e-05,4.5000000682193786e-05,3.7000001611886546e-05,4.3000000005122274e-05,13115,0.0,0.0
2023-11-20 00:00:00+00:00,4.3000000005122274e-05,4.3000000005122274e-05,3.7999998312443495e-05,3.899999865097925e-05,13119,0.0,0.0
2023-11-21 00:00:00+00:00,3.899999865097925e-05,3.9999998989515007e-05,3.7999998312443495e-05,3.7999998312443495e-05,1668,0.0,0.0
2023-11-22 00:00:00+00:00,3.7999998312443495e-05,3.899999865097925e-05,3.600000127335079e-05,3.7000001611886546e-05,3566,0.0,0.0
2023-11-23 00:00:00+00:00,3.7000001611886546e-05,3.7000001611886546e-05,3.5000000934815034e-05,3.7000001611886546e-05,2117,0.0,0.0
2023-11-24 00:00:00+00:00,3.7000001611886546e-05,4.099999932805076e-05,3.400000059627928e-05,3.600000127335079e-05,4936,0.0,0.0
2023-11-25 00:00:00+00:00,3.600000127335079e-05,4.099999932805076e-05,3.600000127335079e-05,3.600000127335079e-05,3486,0.0,0.0
2023-11-26 00:00:00+00:00,3.600000127335079e-05,4.199999966658652e-05,3.5000000934815034e-05,3.600000127335079e-05,7229,0.0,0.0
2023-11-27 00:00:00+00:00,3.600000127335079e-05,3.7000001611886546e-05,3.099999958067201e-05,3.5000000934815034e-05,1728,0.0,0.0
2023-11-28 00:00:00+00:00,3.5000000934815034e-05,3.5000000934815034e-05,3.099999958067201e-05,3.300000025774352e-05,1461,0.0,0.0
2023-11-29 00:00:00+00:00,3.300000025774352e-05,3.400000059627928e-05,3.199999991920777e-05,3.300000025774352e-05,1980,0.0,0.0
2023-11-30 00:00:00+00:00,3.300000025774352e-05,3.7999998312443495e-05,3.199999991920777e-05,3.600000127335079e-05,1759,0.0,0.0
2023-12-01 00:00:00+00:00,3.600000127335079e-05,3.600000127335079e-05,3.300000025774352e-05,3.400000059627928e-05,6435,0.0,0.0
2023-12-02 00:00:00+00:00,3.400000059627928e-05,3.899999865097925e-05,3.300000025774352e-05,3.300000025774352e-05,9619,0.0,0.0
2023-12-03 00:00:00+00:00,3.300000025774352e-05,3.400000059627928e-05,3.199999991920777e-05,3.199999991920777e-05,599,0.0,0.0
