TIMESTAMP,PEPESORA_OPEN_PRICE_USD,PEPESORA_HIGH_PRICE_USD,PEPESORA_LOW_PRICE_USD,PEPESORA_CLOSE_PRICE_USD,PEPESORA_VOLUME_USD,PEPESORA_DIVIDENDS_USD,PEPESORA_STOCK_SPLITS_USD
2024-03-21 00:00:00+00:00,0.000371000001905486,0.0006590000120922923,0.0002730000123847276,0.0005579999997280538,1138518,0.0,0.0
2024-03-22 00:00:00+00:00,0.0005579999997280538,0.002744999947026372,0.0005080000264570117,0.0015910000074654818,5400139,0.0,0.0
2024-03-23 00:00:00+00:00,0.001617999980226159,0.002176000038161874,0.0007730000070296228,0.0011360000353306532,2477800,0.0,0.0
2024-03-24 00:00:00+00:00,0.0011470000026747584,0.0015109999803826213,0.0009139999747276306,0.0012100000167265534,765695,0.0,0.0
2024-03-25 00:00:00+00:00,0.0012100000167265534,0.001509999972768128,0.0010999999940395355,0.0010999999940395355,542587,0.0,0.0
2024-03-26 00:00:00+00:00,0.0010999999940395355,0.0011990000493824482,0.0006719999946653843,0.0009749999735504389,907161,0.0,0.0
2024-03-27 00:00:00+00:00,0.0009749999735504389,0.00120900000911206,0.0006859999848529696,0.0008399999933317304,502969,0.0,0.0
2024-03-28 00:00:00+00:00,0.0008399999933317304,0.0010239999974146485,0.0004870000120718032,0.0004920000210404396,690535,0.0,0.0
2024-03-29 00:00:00+00:00,0.0004920000210404396,0.0006060000159777701,0.0003819999983534217,0.0003980000037699938,296368,0.0,0.0
2024-03-30 00:00:00+00:00,0.0003969999961555004,0.0004020000051241368,0.00021800000104121864,0.00027799999224953353,234699,0.0,0.0
2024-03-31 00:00:00+00:00,0.00027799999224953353,0.00036299999919719994,0.0002579999854788184,0.0003490000090096146,118095,0.0,0.0
2024-04-01 00:00:00+00:00,0.0003490000090096146,0.00035200000274926424,0.00026000000070780516,0.00026000000070780516,63030,0.0,0.0
2024-04-02 00:00:00+00:00,0.00026000000070780516,0.0002640000020619482,0.00021100000594742596,0.00021699999342672527,58731,0.0,0.0
2024-04-03 00:00:00+00:00,0.00021699999342672527,0.00023799999326001853,0.0001900000061141327,0.00019099999917671084,39651,0.0,0.0
2024-04-04 00:00:00+00:00,0.00019099999917671084,0.00019200000679120421,0.0001250000059371814,0.0001289999927394092,45446,0.0,0.0
2024-04-05 00:00:00+00:00,0.0001289999927394092,0.00015500000154133886,0.00011800000356743112,0.00014899999951012433,34951,0.0,0.0
2024-04-06 00:00:00+00:00,0.00014899999951012433,0.00015199999324977398,0.00013699999544769526,0.00015100000018719584,25205,0.0,0.0
2024-04-07 00:00:00+00:00,0.00015100000018719584,0.00015100000018719584,0.0001320000010309741,0.0001320000010309741,18526,0.0,0.0
2024-04-08 00:00:00+00:00,0.0001320000010309741,0.00013600000238511711,0.0001049999991664663,0.0001049999991664663,26940,0.0,0.0
2024-04-09 00:00:00+00:00,0.0001049999991664663,0.0001049999991664663,9.100000170292333e-05,9.200000204145908e-05,3742,0.0,0.0
2024-04-10 00:00:00+00:00,9.200000204145908e-05,9.600000339560211e-05,9.000000136438757e-05,9.500000305706635e-05,7396,0.0,0.0
2024-04-11 00:00:00+00:00,9.500000305706635e-05,0.00010099999781232327,9.40000027185306e-05,0.00010099999781232327,12126,0.0,0.0
2024-04-12 00:00:00+00:00,0.00010099999781232327,0.0001320000010309741,9.600000339560211e-05,9.699999645818025e-05,33922,0.0,0.0
2024-04-13 00:00:00+00:00,9.699999645818025e-05,0.00010699999984353781,7.200000254670158e-05,8.600000001024455e-05,27537,0.0,0.0
2024-04-14 00:00:00+00:00,8.600000001024455e-05,9.200000204145908e-05,8.099999831756577e-05,9.200000204145908e-05,3304,0.0,0.0
2024-04-15 00:00:00+00:00,9.300000237999484e-05,9.40000027185306e-05,8.099999831756577e-05,8.099999831756577e-05,2745,0.0,0.0
2024-04-16 00:00:00+00:00,8.099999831756577e-05,8.199999865610152e-05,7.500000356230885e-05,7.999999797903001e-05,3465,0.0,0.0
2024-04-17 00:00:00+00:00,7.999999797903001e-05,8.199999865610152e-05,7.000000186963007e-05,7.300000288523734e-05,3254,0.0,0.0
2024-04-18 00:00:00+00:00,7.300000288523734e-05,7.500000356230885e-05,6.800000119255856e-05,7.400000322377309e-05,1207,0.0,0.0
2024-04-19 00:00:00+00:00,7.400000322377309e-05,7.500000356230885e-05,6.900000153109431e-05,7.000000186963007e-05,3270,0.0,0.0
2024-04-20 00:00:00+00:00,7.000000186963007e-05,7.300000288523734e-05,6.900000153109431e-05,7.200000254670158e-05,770,0.0,0.0
2024-04-21 00:00:00+00:00,7.200000254670158e-05,7.400000322377309e-05,6.70000008540228e-05,6.800000119255856e-05,1313,0.0,0.0
2024-04-22 00:00:00+00:00,6.800000119255856e-05,6.900000153109431e-05,6.500000017695129e-05,6.900000153109431e-05,969,0.0,0.0
2024-04-23 00:00:00+00:00,6.900000153109431e-05,7.000000186963007e-05,6.70000008540228e-05,6.800000119255856e-05,928,0.0,0.0
2024-04-24 00:00:00+00:00,6.800000119255856e-05,6.900000153109431e-05,6.0999998822808266e-05,6.0999998822808266e-05,1684,0.0,0.0
2024-04-25 00:00:00+00:00,6.0999998822808266e-05,6.199999916134402e-05,5.900000178371556e-05,6.0999998822808266e-05,1168,0.0,0.0
2024-04-26 00:00:00+00:00,6.0999998822808266e-05,6.0999998822808266e-05,5.999999848427251e-05,5.999999848427251e-05,520,0.0,0.0
2024-04-27 00:00:00+00:00,5.999999848427251e-05,5.999999848427251e-05,5.700000110664405e-05,5.900000178371556e-05,279,0.0,0.0
2024-04-28 00:00:00+00:00,5.900000178371556e-05,6.0999998822808266e-05,5.6000000768108293e-05,5.6000000768108293e-05,1361,0.0,0.0
2024-04-29 00:00:00+00:00,5.6000000768108293e-05,7.300000288523734e-05,5.500000042957254e-05,5.700000110664405e-05,4155,0.0,0.0
2024-04-30 00:00:00+00:00,5.700000110664405e-05,5.8000001445179805e-05,4.70000013592653e-05,4.70000013592653e-05,979,0.0,0.0
2024-05-01 00:00:00+00:00,4.70000013592653e-05,4.8000001697801054e-05,4.5000000682193786e-05,4.8000001697801054e-05,1085,0.0,0.0
2024-05-02 00:00:00+00:00,4.8000001697801054e-05,4.8000001697801054e-05,4.600000102072954e-05,4.8000001697801054e-05,884,0.0,0.0
2024-05-03 00:00:00+00:00,4.8000001697801054e-05,4.8999998398358e-05,4.70000013592653e-05,4.8000001697801054e-05,143,0.0,0.0
2024-05-04 00:00:00+00:00,4.8000001697801054e-05,4.8000001697801054e-05,4.600000102072954e-05,4.70000013592653e-05,270,0.0,0.0
2024-05-05 00:00:00+00:00,4.70000013592653e-05,4.8999998398358e-05,4.600000102072954e-05,4.8000001697801054e-05,501,0.0,0.0
2024-05-06 00:00:00+00:00,4.8000001697801054e-05,5.0999999075429514e-05,4.8000001697801054e-05,5.0999999075429514e-05,675,0.0,0.0
2024-05-07 00:00:00+00:00,5.0999999075429514e-05,5.199999941396527e-05,4.8000001697801054e-05,4.8000001697801054e-05,347,0.0,0.0
2024-05-08 00:00:00+00:00,4.8000001697801054e-05,5.700000110664405e-05,4.70000013592653e-05,5.6000000768108293e-05,363,0.0,0.0
2024-05-09 00:00:00+00:00,5.6000000768108293e-05,5.6000000768108293e-05,5.500000042957254e-05,5.6000000768108293e-05,58,0.0,0.0
2024-05-10 00:00:00+00:00,5.6000000768108293e-05,5.700000110664405e-05,5.2999999752501026e-05,5.2999999752501026e-05,3162,0.0,0.0
2024-05-11 00:00:00+00:00,5.2999999752501026e-05,5.2999999752501026e-05,4.999999873689376e-05,4.999999873689376e-05,1350,0.0,0.0
2024-05-12 00:00:00+00:00,4.999999873689376e-05,6.399999983841553e-05,3.9999998989515007e-05,6.299999949987978e-05,10845,0.0,0.0
2024-05-13 00:00:00+00:00,6.299999949987978e-05,0.00015900000289548188,6.0999998822808266e-05,0.00014600000577047467,65130,0.0,0.0
2024-05-14 00:00:00+00:00,0.00014699999883305281,0.00015500000154133886,9.500000305706635e-05,9.7999996796716e-05,45353,0.0,0.0
2024-05-15 00:00:00+00:00,9.7999996796716e-05,0.00010800000018207356,9.699999645818025e-05,0.00010699999984353781,4165,0.0,0.0
2024-05-16 00:00:00+00:00,0.00010699999984353781,0.00010800000018207356,0.00010199999815085903,0.00010399999882793054,4396,0.0,0.0
2024-05-17 00:00:00+00:00,0.00010399999882793054,0.00011200000153621659,9.899999713525176e-05,0.00010099999781232327,9518,0.0,0.0
2024-05-18 00:00:00+00:00,0.00010099999781232327,0.0001049999991664663,9.999999747378752e-05,0.0001049999991664663,7368,0.0,0.0
2024-05-19 00:00:00+00:00,0.0001049999991664663,0.00010699999984353781,0.00010199999815085903,0.00010399999882793054,1672,0.0,0.0
