TIMESTAMP,EIFI_OPEN_PRICE_USD,EIFI_HIGH_PRICE_USD,EIFI_LOW_PRICE_USD,EIFI_CLOSE_PRICE_USD,EIFI_VOLUME_USD,EIFI_DIVIDENDS_USD,EIFI_STOCK_SPLITS_USD
2021-06-25 00:00:00+00:00,0.12102600187063217,0.1515900045633316,0.007579000201076269,0.03690300136804581,2144176,0.0,0.0
2021-06-26 00:00:00+00:00,0.03689200058579445,0.08096399903297424,0.00406700000166893,0.008306000381708145,2066733,0.0,0.0
2021-06-27 00:00:00+00:00,0.008317000232636929,0.013013999909162521,0.0033199999015778303,0.006101999897509813,1290037,0.0,0.0
2021-06-28 00:00:00+00:00,0.00610300013795495,0.01421200018376112,0.0048790001310408115,0.006907000206410885,544406,0.0,0.0
2021-06-29 00:00:00+00:00,0.006909999996423721,0.011157000437378883,0.0038799999747425318,0.005400000140070915,477835,0.0,0.0
2021-06-30 00:00:00+00:00,0.005402999930083752,0.006484000012278557,0.0029329999815672636,0.003441999899223447,387987,0.0,0.0
2021-07-01 00:00:00+00:00,0.00344299990683794,0.005419999826699495,0.00304899993352592,0.004137999843806028,213827,0.0,0.0
2021-07-02 00:00:00+00:00,0.004133000038564205,0.004964999854564667,0.0006859999848529696,0.003232999937608838,259282,0.0,0.0
2021-07-03 00:00:00+00:00,0.003217000048607588,0.003384999930858612,0.0023300000466406345,0.0025130000431090593,235523,0.0,0.0
2021-07-04 00:00:00+00:00,0.0025130000431090593,0.010104999877512455,0.0012420000275596976,0.0017859999788925052,13,0.0,0.0
2021-07-05 00:00:00+00:00,0.0017859999788925052,0.0017890000017359853,0.0017859999788925052,0.001787999994121492,13,0.0,0.0
2021-07-06 00:00:00+00:00,0.001787999994121492,0.001787999994121492,0.0011759999906644225,0.0011769999982789159,100,0.0,0.0
2021-07-07 00:00:00+00:00,0.0011769999982789159,0.0011769999982789159,0.0011759999906644225,0.0011769999982789159,0,0.0,0.0
2021-07-08 00:00:00+00:00,0.0011769999982789159,0.0011780000058934093,0.0011759999906644225,0.0011759999906644225,0,0.0,0.0
2021-07-09 00:00:00+00:00,0.0011769999982789159,0.0011769999982789159,0.0010509999701753259,0.0010519999777898192,7,0.0,0.0
2021-07-10 00:00:00+00:00,0.0010519999777898192,0.001129999989643693,0.0010509999701753259,0.0011289999820291996,12,0.0,0.0
2021-07-11 00:00:00+00:00,0.001129999989643693,0.0011309999972581863,0.0011289999820291996,0.001129999989643693,0,0.0,0.0
2021-07-12 00:00:00+00:00,0.001129999989643693,0.0014059999957680702,0.0010629999451339245,0.0010639999527484179,23,0.0,0.0
2021-07-13 00:00:00+00:00,0.0010639999527484179,0.0010639999527484179,0.0010629999451339245,0.0010629999451339245,0,0.0,0.0
2021-07-14 00:00:00+00:00,0.0010629999451339245,0.0010639999527484179,0.0010629999451339245,0.0010629999451339245,0,0.0,0.0
2021-07-15 00:00:00+00:00,0.0010629999451339245,0.0010639999527484179,0.0010629999451339245,0.0010629999451339245,0,0.0,0.0
2021-07-16 00:00:00+00:00,0.0010629999451339245,0.0010639999527484179,0.0010629999451339245,0.0010639999527484179,0,0.0,0.0
2021-07-17 00:00:00+00:00,0.0010639999527484179,112.30794525146484,0.0010629999451339245,94.24591827392578,381691,0.0,0.0
2021-07-18 00:00:00+00:00,94.0382080078125,104.88319396972656,78.88232421875,85.32380676269531,614231,0.0,0.0
2021-07-19 00:00:00+00:00,85.3724136352539,114.0703353881836,83.55998992919922,113.2084732055664,725005,0.0,0.0
2021-07-20 00:00:00+00:00,113.1713638305664,134.51150512695312,98.9134521484375,113.8406753540039,944686,0.0,0.0
