TIMESTAMP,ANT_OPEN_PRICE_USDT,ANT_HIGH_PRICE_USDT,ANT_LOW_PRICE_USDT,ANT_CLOSE_PRICE_USDT,ANT_FIRST_TRADE_PRICE_USDT,ANT_HIGH_TRADE_PRICE_USDT,ANT_LOW_TRADE_PRICE_USDT,ANT_LAST_TRADE_PRICE_USDT,ANT_TOTAL_TRADE_COUNT,ANT_TOTAL_TRADES_BUY,ANT_TOTAL_TRADES_SELL,ANT_VOLUME_USDT,ANT_QUOTE_VOLUME,ANT_VOLUME_BUY,ANT_QUOTE_VOLUME_BUY,ANT_VOLUME_SELL,ANT_QUOTE_VOLUME_SELL
2022-04-28,3.859,3.975,3.759,3.862,3.853,3.975,3.759,3.862,27898,14548,13350,1289314.6,4983886.342,628706.6,2432694.7953,660608.0,2551191.5467
2022-04-29,3.862,3.984,3.511,3.611,3.866,3.984,3.511,3.611,34933,17893,17040,1596712.3,6038165.9579,776654.2,2934254.0771,820058.1,3103911.8808
2022-04-30,3.611,3.72,3.057,3.179,3.615,3.72,3.057,3.179,35800,18469,17331,1757466.8,6095097.5466,846993.0,2934029.5632,910473.8,3161067.9834
2022-05-01,3.179,3.462,3.102,3.404,3.179,3.462,3.102,3.404,35868,17308,18560,1735888.1,5715774.9499,838867.9,2762667.3286,897020.2,2953107.6213
2022-05-02,3.404,3.46,3.239,3.421,3.406,3.46,3.239,3.421,28611,15471,13140,1332976.5,4459263.6714,690014.4,2308530.027,642962.1,2150733.6444
2022-05-03,3.421,3.474,3.227,3.282,3.42,3.474,3.227,3.282,24691,12559,12132,1145768.0,3859236.3358,547833.8,1843186.0043,597934.2,2016050.3315
2022-05-04,3.282,3.594,3.27,3.583,3.284,3.594,3.27,3.583,30874,15108,15766,1267294.4,4328545.7515,613846.6,2098226.8016,653447.8,2230318.9499
2022-05-05,3.583,3.684,3.086,3.201,3.583,3.684,3.086,3.201,44542,23129,21413,2064488.3,6942211.3501,1005102.8,3370363.463,1059385.5,3571847.8871
2022-05-06,3.201,3.311,3.086,3.236,3.203,3.311,3.086,3.236,41448,20239,21209,1979140.2,6339338.8098,945928.9,3029067.8213,1033211.3,3310270.9885
2022-05-07,3.236,3.267,3.003,3.084,3.232,3.267,3.003,3.084,27300,13927,13373,1398590.3,4451970.3064,699015.5,2223890.8063,699574.8,2228079.5001
2022-05-08,3.084,3.122,2.939,2.99,3.082,3.122,2.939,2.99,30971,15585,15386,1447988.1,4400037.5613,696731.4,2116313.0088,751256.7,2283724.5525
2022-05-09,2.99,3.078,2.378,2.388,2.992,3.078,2.378,2.388,51714,26252,25462,3230011.1,8757080.0577,1591245.8,4314535.9164,1638765.3,4442544.1413
2022-05-10,2.388,2.7,2.302,2.416,2.39,2.7,2.302,2.416,64659,32795,31864,3705867.7,9348428.682,1846286.5,4656949.0276,1859581.2,4691479.6544
2022-05-11,2.416,2.493,1.462,1.553,2.412,2.493,1.462,1.553,89522,45107,44415,5811792.0,11355486.27486,2834054.6,5546008.1134,2977737.4,5809478.16146
2022-05-12,1.553,1.673,1.098,1.229,1.552,1.673,1.098,1.229,93211,46964,46247,9796712.4,12760811.540194,4916384.2,6409358.4577,4880328.2,6351453.082494
2022-05-13,1.229,1.646,1.201,1.429,1.23,1.646,1.201,1.429,38559,20456,18103,3381665.2,4955962.7051,1720145.7,2514993.1831,1661519.5,2440969.522
2022-05-14,1.429,1.662,1.35,1.626,1.429,1.662,1.35,1.626,32096,15990,16106,2892253.8,4332868.9706,1367829.7,2051107.3958,1524424.1,2281761.5748
2022-05-15,1.626,1.658,1.465,1.652,1.626,1.658,1.465,1.652,31146,16432,14714,2693411.7,4194430.6505,1311392.4,2039433.825,1382019.3,2154996.8255
2022-05-16,1.652,1.653,1.432,1.525,1.652,1.653,1.432,1.525,25948,12712,13236,2039706.5,3069493.0207,961143.0,1446437.2965,1078563.5,1623055.7242
2022-05-17,1.525,1.681,1.493,1.646,1.526,1.681,1.493,1.646,24321,12445,11876,2062687.3,3291850.1839,1002150.5,1599490.6996,1060536.8,1692359.4843
2022-05-18,1.646,1.904,1.57,1.604,1.645,1.904,1.57,1.604,71927,37363,34564,8566311.5,14740472.3531,4190539.8,7215815.5518,4375771.7,7524656.8013
2022-05-19,1.604,1.72,1.502,1.702,1.603,1.72,1.502,1.702,30756,15439,15317,3285943.4,5251499.5871,1581126.4,2526611.1268,1704817.0,2724888.4603
2022-05-20,1.702,1.772,1.553,1.733,1.705,1.772,1.553,1.733,25523,13180,12343,2432372.7,4088253.2288,1209322.1,2034134.9824,1223050.6,2054118.2464
2022-05-21,1.733,2.342,1.704,2.094,1.734,2.342,1.704,2.094,147067,77080,69987,12547957.0,25722405.396,6228822.4,12761790.1219,6319134.6,12960615.2741
2022-05-22,2.094,2.223,1.961,2.047,2.094,2.223,1.961,2.047,46632,23246,23386,3911391.6,8118369.476,1857142.6,3860635.9157,2054249.0,4257733.5603
2022-05-23,2.047,2.144,1.812,1.852,2.045,2.144,1.812,1.852,37025,18581,18444,3400777.1,6861999.3988,1597803.9,3228708.1839,1802973.2,3633291.2149
2022-05-24,1.852,2.1,1.835,2.006,1.853,2.1,1.835,2.006,43588,21677,21911,3439075.8,6812349.0507,1593202.2,3152961.1187,1845873.6,3659387.932
2022-05-25,2.006,2.019,1.825,1.843,2.002,2.019,1.825,1.843,22248,11518,10730,1965024.9,3746281.9476,1019008.0,1941579.4463,946016.9,1804702.5013
2022-05-26,1.843,1.904,1.588,1.636,1.844,1.904,1.588,1.636,26199,13570,12629,2180481.6,3738239.9172,1013213.6,1735847.0697,1167268.0,2002392.8475
2022-05-27,1.636,1.677,1.516,1.599,1.638,1.677,1.516,1.599,28297,14159,14138,2668600.8,4278465.0427,1298630.2,2082738.8979,1369970.6,2195726.1448
2022-05-28,1.599,1.84,1.568,1.667,1.599,1.84,1.568,1.667,23561,11720,11841,2154558.0,3626803.8538,1139907.5,1919716.8183,1014650.5,1707087.0355
2022-05-29,1.667,1.858,1.656,1.856,1.668,1.858,1.656,1.856,36644,18361,18283,3440722.5,6041989.1647,1686413.8,2963259.3848,1754308.7,3078729.7799
2022-05-30,1.856,2.177,1.838,2.093,1.858,2.177,1.838,2.093,51597,26596,25001,3453099.1,7062252.7422,1679063.8,3428374.8206,1774035.3,3633877.9216
2022-05-31,2.093,2.11,1.891,2.031,2.093,2.11,1.891,2.031,32462,16683,15779,2116122.8,4227823.8111,984575.4,1967641.5362,1131547.4,2260182.2749
2022-06-01,2.031,2.181,1.753,1.819,2.03,2.181,1.753,1.819,44068,23297,20771,2649347.7,5326710.0193,1298552.8,2617965.4111,1350794.9,2708744.6082
2022-06-02,1.819,1.935,1.768,1.919,1.815,1.935,1.768,1.919,21989,11205,10784,1474703.7,2717402.2107,769146.6,1416910.6657,705557.1,1300491.545
2022-06-03,1.919,2.15,1.781,1.814,1.919,2.15,1.781,1.814,33483,16558,16925,2857400.9,5479895.1647,1320050.4,2531951.5827,1537350.5,2947943.582
2022-06-04,1.814,1.821,1.724,1.798,1.815,1.821,1.724,1.798,11736,6180,5556,946406.9,1679109.8777,469837.0,833557.9786,476569.9,845551.8991
2022-06-05,1.798,1.853,1.728,1.812,1.799,1.853,1.728,1.812,7589,3831,3758,548240.4,982040.2889,268778.1,481136.2373,279462.3,500904.0516
2022-06-06,1.812,1.96,1.804,1.856,1.814,1.96,1.804,1.856,15499,8700,6799,1184649.5,2222804.4115,618087.4,1163471.1924,566562.1,1059333.2191
2022-06-07,1.856,1.99,1.722,1.897,1.858,1.99,1.722,1.897,20172,10314,9858,1441921.7,2661055.2031,741369.9,1366282.2701,700551.8,1294772.933
2022-06-08,1.897,1.985,1.822,1.835,1.897,1.985,1.822,1.835,21005,10666,10339,1366219.3,2601891.9745,641316.3,1221117.8096,724903.0,1380774.1649
2022-06-09,1.835,1.895,1.773,1.815,1.834,1.895,1.773,1.815,10929,5777,5152,692163.7,1269767.3524,328164.5,602207.1952,363999.2,667560.1572
2022-06-10,1.815,1.862,1.671,1.707,1.815,1.862,1.671,1.707,17475,8640,8835,1144886.2,2010403.2493,561173.2,985017.6487,583713.0,1025385.6006
2022-06-11,1.707,1.769,1.462,1.495,1.708,1.769,1.462,1.495,20183,9757,10426,1662995.2,2621315.9859,772412.4,1215175.2081,890582.8,1406140.7778
2022-06-12,1.495,1.529,1.365,1.393,1.495,1.529,1.365,1.393,22177,11178,10999,1970033.1,2844017.7222,989040.7,1429432.7245,980992.4,1414584.9977
2022-06-13,1.393,1.414,1.207,1.328,1.391,1.414,1.207,1.328,24026,11656,12370,2000618.1,2581309.0,961408.9,1240867.8471,1039209.2,1340441.1529
2022-06-14,1.328,1.421,1.195,1.339,1.325,1.421,1.195,1.339,20846,10430,10416,1868778.6,2469209.7262,900136.1,1189591.8045,968642.5,1279617.9217
2022-06-15,1.339,2.6,1.198,2.034,1.338,2.6,1.198,2.034,226720,119332,107388,21162931.3,39069117.5864,11011857.0,20557054.0914,10151074.3,18512063.495
2022-06-16,2.034,2.39,1.571,1.602,2.035,2.39,1.571,1.602,192627,98302,94325,21452020.1,42130139.0004,10555070.2,20835652.037,10896949.9,21294486.9634
2022-06-17,1.602,1.766,1.536,1.571,1.599,1.766,1.536,1.571,51694,26138,25556,5917088.5,9671820.2544,2922083.4,4786451.5038,2995005.1,4885368.7506
2022-06-18,1.571,1.624,1.401,1.567,1.572,1.624,1.401,1.567,33802,16558,17244,4140388.2,6119864.0587,1996009.8,2950668.8971,2144378.4,3169195.1616
2022-06-19,1.567,1.76,1.477,1.695,1.566,1.76,1.477,1.695,43205,21968,21237,4686323.9,7685933.5212,2236345.8,3669817.663,2449978.1,4016115.8582
2022-06-20,1.695,1.714,1.548,1.605,1.694,1.714,1.548,1.605,30654,15397,15257,3116063.5,5104420.308,1514929.5,2482802.8761,1601134.0,2621617.4319
2022-06-21,1.605,1.792,1.577,1.673,1.604,1.792,1.577,1.673,32790,17164,15626,2995119.7,5094781.1232,1410273.1,2399532.0034,1584846.6,2695249.1198
2022-06-22,1.673,1.729,1.577,1.667,1.671,1.729,1.577,1.667,30068,15164,14904,2871062.4,4738121.3454,1409380.6,2325384.4564,1461681.8,2412736.889
2022-06-23,1.667,1.789,1.638,1.728,1.665,1.789,1.638,1.728,24451,12489,11962,2455449.0,4225200.0452,1140753.4,1962142.5027,1314695.6,2263057.5425
2022-06-24,1.728,2.004,1.725,1.92,1.727,2.004,1.725,1.92,36873,18666,18207,3597866.4,6663140.4409,1751842.8,3248421.1526,1846023.6,3414719.2883
2022-06-25,1.92,1.953,1.796,1.873,1.923,1.953,1.796,1.873,22811,11095,11716,2389221.4,4500512.0805,1111229.1,2094758.6602,1277992.3,2405753.4203
2022-06-26,1.873,1.918,1.676,1.687,1.875,1.918,1.676,1.687,25563,12685,12878,2646403.0,4816509.0568,1303849.8,2366702.7556,1342553.2,2449806.3012
2022-06-27,1.687,1.764,1.639,1.678,1.687,1.764,1.639,1.678,18383,9054,9329,1686122.0,2869532.4637,825710.9,1405477.8955,860411.1,1464054.5682
2022-06-28,1.678,1.729,1.558,1.569,1.678,1.729,1.558,1.569,18305,9384,8921,1608511.4,2625854.8101,786894.5,1284891.4019,821616.9,1340963.4082
2022-06-29,1.569,1.633,1.525,1.598,1.569,1.633,1.525,1.598,22325,11072,11253,2038749.5,3231123.3338,955341.4,1514781.5094,1083408.1,1716341.8244
2022-06-30,1.598,1.601,1.414,1.536,1.599,1.601,1.414,1.536,21377,11146,10231,1941137.7,2906174.9499,974797.7,1458645.5205,966340.0,1447529.4294
2022-07-01,1.536,1.582,1.467,1.516,1.536,1.582,1.467,1.516,18507,9257,9250,1686780.3,2556484.9691,840918.4,1275036.8249,845861.9,1281448.1442
2022-07-02,1.516,1.568,1.46,1.555,1.517,1.568,1.46,1.555,15629,7773,7856,1699763.6,2579841.3089,817875.0,1242250.8034,881888.6,1337590.5055
2022-07-03,1.555,1.574,1.484,1.559,1.556,1.574,1.484,1.559,14115,7149,6966,1413467.1,2160121.356,725463.1,1109320.3587,688004.0,1050800.9973
2022-07-04,1.559,1.649,1.537,1.633,1.56,1.649,1.537,1.633,15586,7902,7684,1479095.5,2365367.927,782209.0,1251565.4754,696886.5,1113802.4516
2022-07-05,1.633,1.7,1.563,1.684,1.634,1.7,1.563,1.684,18330,9432,8898,1638935.8,2695644.9195,764769.4,1258278.9741,874166.4,1437365.9454
2022-07-06,1.684,1.843,1.654,1.685,1.683,1.843,1.654,1.685,37018,18139,18879,3989688.4,6911646.7322,1904035.1,3306703.0809,2085653.3,3604943.6513
2022-07-07,1.685,1.748,1.678,1.702,1.685,1.748,1.678,1.702,13669,6501,7168,1280737.2,2191184.0077,606454.6,1037468.4443,674282.6,1153715.5634
2022-07-08,1.702,1.822,1.657,1.76,1.702,1.822,1.657,1.76,18616,10019,8597,1686593.4,2925530.4359,844765.6,1465260.2457,841827.8,1460270.1902
2022-07-09,1.76,1.828,1.74,1.751,1.758,1.828,1.74,1.751,16925,8215,8710,1750954.5,3116165.3585,835041.9,1487449.0256,915912.6,1628716.3329
2022-07-10,1.751,1.753,1.657,1.696,1.753,1.753,1.657,1.696,12744,6160,6584,1293470.5,2202813.4211,615567.8,1049060.6883,677902.7,1153752.7328
2022-07-11,1.696,1.698,1.542,1.552,1.695,1.698,1.542,1.552,12082,6202,5880,946344.8,1555244.9277,466819.8,767342.2905,479525.0,787902.6372
2022-07-12,1.552,1.593,1.515,1.515,1.551,1.593,1.515,1.515,9162,4788,4374,683348.5,1066877.7131,353528.7,552508.2153,329819.8,514369.4978
2022-07-13,1.515,1.609,1.461,1.605,1.519,1.609,1.461,1.605,16469,8714,7755,1227532.0,1877580.3921,618656.6,945960.2941,608875.4,931620.098
2022-07-14,1.605,1.662,1.531,1.644,1.603,1.662,1.531,1.644,9347,4728,4619,851138.4,1360465.7675,390981.5,624838.365,460156.9,735627.4025
2022-07-15,1.644,1.786,1.614,1.746,1.645,1.786,1.614,1.746,23820,12330,11490,2051466.0,3503604.3933,985096.3,1685190.3949,1066369.7,1818413.9984
2022-07-16,1.746,1.833,1.695,1.77,1.746,1.833,1.695,1.77,22188,11102,11086,2348694.0,4123207.8691,1065101.0,1870312.8316,1283593.0,2252895.0375
2022-07-17,1.77,1.795,1.682,1.711,1.773,1.795,1.682,1.711,13419,6796,6623,1039059.7,1805538.8292,483577.7,840358.3488,555482.0,965180.4804
2022-07-18,1.711,1.927,1.711,1.913,1.714,1.927,1.711,1.913,25243,12824,12419,1923499.9,3504586.0236,993513.7,1811279.4098,929986.2,1693306.6138
2022-07-19,1.913,1.988,1.818,1.888,1.912,1.988,1.818,1.888,25671,13039,12632,2040483.4,3888963.0941,949501.1,1811537.374,1090982.3,2077425.7201
2022-07-20,1.888,1.963,1.741,1.756,1.89,1.963,1.741,1.756,22768,11775,10993,1750267.6,3276975.2763,834384.3,1562676.6897,915883.3,1714298.5866
2022-07-21,1.756,1.812,1.701,1.777,1.755,1.812,1.701,1.777,11794,5879,5915,863788.9,1516503.5953,397812.8,698073.0478,465976.1,818430.5475
2022-07-22,1.777,1.831,1.678,1.686,1.776,1.831,1.678,1.686,12471,6773,5698,993065.1,1755286.6032,464044.4,820610.5104,529020.7,934676.0928
2022-07-23,1.686,1.818,1.672,1.726,1.686,1.818,1.672,1.726,22240,11904,10336,1870913.4,3254999.7308,1024033.0,1783505.2878,846880.4,1471494.443
2022-07-24,1.726,1.763,1.705,1.711,1.726,1.763,1.705,1.711,8929,4246,4683,707117.9,1229095.0744,318584.2,553775.6097,388533.7,675319.4647
2022-07-25,1.711,1.714,1.584,1.585,1.711,1.714,1.584,1.585,10920,5974,4946,969836.0,1597182.5255,494142.0,815323.6256,475694.0,781858.8999
2022-07-26,1.585,1.615,1.55,1.614,1.584,1.615,1.55,1.614,9107,4222,4885,861873.7,1355836.1326,447799.2,704504.7353,414074.5,651331.3973
2022-07-27,1.614,1.725,1.583,1.723,1.612,1.725,1.583,1.723,11635,5930,5705,1036479.3,1702578.0831,539560.0,887179.7093,496919.3,815398.3738
2022-07-28,1.723,1.94,1.662,1.89,1.723,1.94,1.662,1.89,21241,9667,11574,1722842.9,3117422.0375,790729.5,1431271.5077,932113.4,1686150.5298
2022-07-29,1.89,2.287,1.869,1.992,1.891,2.287,1.869,1.992,71349,37129,34220,6281844.3,12901131.3364,3166997.4,6518820.0363,3114846.9,6382311.3001
2022-07-30,1.992,2.104,1.947,1.971,1.994,2.104,1.947,1.971,28871,14395,14476,2468192.9,5006837.2731,1184831.9,2405180.7887,1283361.0,2601656.4844
2022-07-31,1.971,2.119,1.937,1.956,1.97,2.119,1.937,1.956,24517,12581,11936,1873961.3,3819882.3749,920040.9,1875467.2445,953920.4,1944415.1304
2022-08-01,1.956,2.249,1.945,2.031,1.954,2.249,1.945,2.031,50655,25688,24967,4435518.0,9369365.331,2235605.0,4717208.4356,2199913.0,4652156.8954
2022-08-02,2.031,2.045,1.85,1.951,2.03,2.045,1.85,1.951,27652,14269,13383,2432847.8,4742606.7408,1226328.5,2392943.9534,1206519.3,2349662.7874
2022-08-03,1.951,2.02,1.898,1.926,1.953,2.02,1.898,1.926,16142,8378,7764,1167398.6,2306226.1519,571976.5,1130807.6652,595422.1,1175418.4867
2022-08-04,1.926,2.016,1.907,1.966,1.926,2.016,1.907,1.966,14767,7719,7048,1117170.0,2182340.8286,568715.5,1111385.9037,548454.5,1070954.9249
2022-08-05,1.966,2.072,1.946,2.032,1.965,2.072,1.946,2.032,15014,7773,7241,1035078.2,2077150.2394,520545.4,1044397.983,514532.8,1032752.2564
2022-08-06,2.032,2.078,2.006,2.015,2.034,2.078,2.006,2.015,10392,5201,5191,909355.8,1854192.6683,442105.7,902697.015,467250.1,951495.6533
2022-08-07,2.015,2.141,1.973,2.08,2.017,2.141,1.973,2.08,15365,7555,7810,1113872.2,2290204.5441,574614.6,1181619.7153,539257.6,1108584.8288
2022-08-08,2.08,2.151,2.07,2.102,2.081,2.151,2.07,2.102,12799,6730,6069,859073.7,1817648.7866,412255.4,872792.2495,446818.3,944856.5371
2022-08-09,2.102,2.4,2.031,2.114,2.103,2.4,2.031,2.114,52738,28633,24105,3675578.9,7926601.0872,1831213.4,3965890.9219,1844365.5,3960710.1653
2022-08-10,2.114,2.345,2.067,2.239,2.112,2.345,2.067,2.239,44766,22971,21795,3168579.5,7030185.7195,1589057.9,3526683.0976,1579521.6,3503502.6219
2022-08-11,2.239,2.262,2.161,2.172,2.239,2.262,2.161,2.172,17130,8935,8195,1313557.3,2900026.2827,641647.5,1417661.2369,671909.8,1482365.0458
2022-08-12,2.172,2.186,2.105,2.181,2.172,2.186,2.105,2.181,12035,6669,5366,775013.0,1663803.0607,373140.2,801603.1834,401872.8,862199.8773
2022-08-13,2.181,2.215,2.076,2.095,2.182,2.215,2.076,2.095,12070,6551,5519,759990.5,1635780.9434,351886.0,758039.3641,408104.5,877741.5793
2022-08-14,2.095,2.16,1.986,2.01,2.092,2.16,1.986,2.01,14323,7777,6546,1093917.1,2257486.6171,542269.3,1119529.804,551647.8,1137956.8131
2022-08-15,2.01,2.069,1.953,2.006,2.01,2.069,1.953,2.006,13658,6656,7002,833425.2,1672510.7909,403702.4,810612.9957,429722.8,861897.7952
2022-08-16,2.006,2.038,1.955,1.993,2.004,2.038,1.955,1.993,10860,5640,5220,618141.2,1233530.3879,295717.6,590165.894,322423.6,643364.4939
2022-08-17,1.993,2.057,1.854,1.863,1.99,2.057,1.854,1.863,15128,8717,6411,1095313.4,2133404.4921,535102.3,1044720.8946,560211.1,1088683.5975
2022-08-18,1.863,1.929,1.756,1.758,1.864,1.929,1.756,1.758,12983,6761,6222,928108.2,1725237.0747,446193.4,831147.1332,481914.8,894089.9415
2022-08-19,1.758,1.779,1.543,1.643,1.759,1.779,1.543,1.643,25538,13410,12128,2387355.4,3920987.4378,1214035.8,1990512.1585,1173319.6,1930475.2793
2022-08-20,1.643,1.674,1.54,1.595,1.646,1.674,1.54,1.595,14748,8134,6614,1390430.3,2251061.2618,725579.6,1175253.0278,664850.7,1075808.234
2022-08-21,1.595,1.673,1.591,1.648,1.595,1.673,1.591,1.648,10024,4869,5155,736585.3,1206478.3082,360953.1,591189.919,375632.2,615288.3892
2022-08-22,1.648,1.653,1.532,1.65,1.649,1.653,1.532,1.65,9649,5063,4586,765397.6,1215735.4732,354705.7,563261.1384,410691.9,652474.3348
2022-08-23,1.65,3.272,1.65,1.727,1.65,3.272,1.65,1.727,204723,108816,95907,17405247.7,35244684.4884,8858908.2,18114276.1754,8546339.5,17130408.313
2022-08-24,1.727,1.758,1.679,1.68,1.728,1.758,1.679,1.68,21797,11294,10503,2735993.7,4681514.2468,1243765.7,2128846.6517,1492228.0,2552667.5951
2022-08-25,1.68,1.785,1.667,1.755,1.681,1.785,1.667,1.755,18449,8501,9948,2123482.5,3687562.5267,956995.7,1662764.9775,1166486.8,2024797.5492
2022-08-26,1.755,1.786,1.518,1.535,1.754,1.786,1.518,1.535,22985,11769,11216,2396198.7,3958064.8984,1106466.6,1827369.9973,1289732.1,2130694.9011
2022-08-27,1.535,1.602,1.523,1.589,1.535,1.602,1.523,1.589,11117,5663,5454,1163285.6,1817624.2986,590424.4,922488.7387,572861.2,895135.5599
2022-08-28,1.589,1.616,1.508,1.513,1.588,1.616,1.508,1.513,8262,4045,4217,774290.9,1221300.2006,347948.3,549213.9896,426342.6,672086.211
2022-08-29,1.513,1.667,1.487,1.66,1.513,1.667,1.487,1.66,9161,4437,4724,852209.4,1346778.9598,419934.2,664375.4017,432275.2,682403.5581
2022-08-30,1.66,1.665,1.533,1.586,1.652,1.665,1.533,1.586,10506,6208,4298,909800.0,1460699.614,441218.6,708088.4734,468581.4,752611.1406
2022-08-31,1.586,1.684,1.586,1.658,1.586,1.684,1.586,1.658,12277,6130,6147,1043226.0,1709799.0733,536756.7,880024.8845,506469.3,829774.1888
2022-09-01,1.658,1.75,1.63,1.733,1.659,1.75,1.63,1.733,22983,12468,10515,2511292.2,4273647.4714,1322278.2,2251936.9229,1189014.0,2021710.5485
2022-09-02,1.733,1.791,1.683,1.769,1.733,1.791,1.683,1.769,15273,7820,7453,1670832.9,2910774.9603,808556.8,1409100.6867,862276.1,1501674.2736
2022-09-03,1.769,1.875,1.747,1.844,1.769,1.875,1.747,1.844,21387,12041,9346,2348146.9,4231314.5289,1251743.8,2256124.8378,1096403.1,1975189.6911
2022-09-04,1.844,1.869,1.759,1.868,1.843,1.869,1.759,1.868,10876,5757,5119,1254521.6,2282303.6099,619160.7,1126304.1265,635360.9,1155999.4834
2022-09-05,1.868,1.947,1.784,1.931,1.869,1.947,1.784,1.931,13117,6965,6152,1415419.5,2623400.3267,693913.4,1288108.712,721506.1,1335291.6147
2022-09-06,1.931,1.972,1.751,1.911,1.93,1.972,1.751,1.911,26901,13510,13391,2877364.5,5351017.7793,1365079.5,2539228.4381,1512285.0,2811789.3412
2022-09-07,1.911,1.97,1.836,1.848,1.911,1.97,1.836,1.848,24881,12819,12062,2580082.0,4927349.0255,1271718.3,2429926.5178,1308363.7,2497422.5077
2022-09-08,1.848,1.857,1.766,1.82,1.848,1.857,1.766,1.82,20761,10862,9899,2431728.6,4394491.9574,1228099.1,2220108.1044,1203629.5,2174383.853
2022-09-09,1.82,2.13,1.82,2.048,1.821,2.13,1.82,2.048,42715,22464,20251,4252839.0,8434625.5678,2193797.3,4353530.3111,2059041.7,4081095.2567
2022-09-10,2.048,2.052,1.932,1.963,2.049,2.052,1.932,1.963,19417,10154,9263,1973651.7,3917433.0281,963983.7,1912671.8244,1009668.0,2004761.2037
2022-09-11,1.963,2.024,1.925,1.962,1.964,2.024,1.925,1.962,19815,9854,9961,2225863.8,4416523.3963,1094060.3,2171278.8945,1131803.5,2245244.5018
2022-09-12,1.962,2.079,1.876,1.93,1.961,2.079,1.876,1.93,32659,16745,15914,3238823.2,6436980.4523,1590478.7,3160388.7199,1648344.5,3276591.7324
2022-09-13,1.93,1.946,1.719,1.735,1.929,1.946,1.719,1.735,25178,12700,12478,2678935.9,4943728.4826,1264445.1,2336692.9496,1414490.8,2607035.533
2022-09-14,1.735,1.965,1.707,1.759,1.736,1.965,1.707,1.759,21669,10336,11333,2594549.5,4564695.7788,1281442.4,2261883.5804,1313107.1,2302812.1984
2022-09-15,1.759,1.763,1.637,1.659,1.759,1.763,1.637,1.659,20018,10059,9959,2706597.5,4592238.7063,1258994.0,2135376.7443,1447603.5,2456861.962
2022-09-16,1.659,1.743,1.635,1.721,1.661,1.743,1.635,1.721,16294,8132,8162,2110516.0,3574002.9901,1039256.6,1759574.1784,1071259.4,1814428.8117
2022-09-17,1.721,1.755,1.7,1.75,1.72,1.755,1.7,1.75,5607,3277,2330,634244.0,1094122.0152,319989.6,552095.9587,314254.4,542026.0565
2022-09-18,1.75,1.762,1.532,1.621,1.75,1.762,1.532,1.621,16872,8994,7878,2244234.0,3678424.3806,1163601.4,1903559.8972,1080632.6,1774864.4834
2022-09-19,1.621,1.899,1.583,1.683,1.62,1.899,1.583,1.683,22046,9969,12077,2527139.4,4177441.9221,1192322.0,1972755.646,1334817.4,2204686.2761
2022-09-20,1.683,1.725,1.625,1.661,1.682,1.725,1.625,1.661,15566,7332,8234,1647020.3,2764601.5653,767516.6,1288732.2575,879503.7,1475869.3078
2022-09-21,1.661,1.724,1.58,1.606,1.662,1.724,1.58,1.606,24296,12667,11629,2662804.8,4331471.1558,1316889.9,2140367.7646,1345914.9,2191103.3912
2022-09-22,1.606,1.684,1.598,1.669,1.605,1.684,1.598,1.669,13169,5818,7351,1316469.3,2171084.9042,546846.0,902651.3868,769623.3,1268433.5174
2022-09-23,1.669,1.696,1.584,1.649,1.671,1.696,1.584,1.649,14849,7645,7204,1331523.6,2186705.9027,642366.3,1053745.6637,689157.3,1132960.239
2022-09-24,1.649,1.682,1.622,1.628,1.649,1.682,1.622,1.628,6934,2977,3957,589861.1,977629.8837,261189.1,433043.3301,328672.0,544586.5536
2022-09-25,1.628,1.669,1.576,1.597,1.627,1.669,1.576,1.597,7096,3599,3497,644986.0,1046114.3316,312177.6,505694.8749,332808.4,540419.4567
2022-09-26,1.597,1.656,1.557,1.651,1.597,1.656,1.557,1.651,14104,7697,6407,1300628.5,2084241.0318,669020.4,1071597.8978,631608.1,1012643.134
2022-09-27,1.651,1.794,1.646,1.674,1.65,1.794,1.646,1.674,22160,10853,11307,2139752.6,3687541.8252,952527.3,1640904.7842,1187225.3,2046637.041
2022-09-28,1.674,1.712,1.611,1.686,1.674,1.712,1.611,1.686,13138,6004,7134,1219295.0,2031352.1844,544423.8,906776.7816,674871.2,1124575.4028
2022-09-29,1.686,1.699,1.62,1.665,1.686,1.699,1.62,1.665,9412,4809,4603,821587.4,1364700.2233,395081.0,656061.5261,426506.4,708638.6972
2022-09-30,1.665,1.709,1.653,1.692,1.666,1.709,1.653,1.692,10225,4876,5349,904370.6,1519437.1688,454426.8,763925.0631,449943.8,755512.1057
2022-10-01,1.692,1.698,1.658,1.676,1.692,1.698,1.658,1.676,3485,1980,1505,227505.5,381684.6812,107148.8,179803.157,120356.7,201881.5242
2022-10-02,1.676,1.691,1.604,1.607,1.676,1.691,1.604,1.607,6655,4117,2538,493272.7,809773.8064,239339.8,392358.945,253932.9,417414.8614
2022-10-03,1.607,1.954,1.581,1.677,1.606,1.954,1.581,1.677,19064,9264,9800,1952029.3,3272545.0031,931900.0,1569372.5881,1020129.3,1703172.415
2022-10-04,1.677,1.737,1.664,1.721,1.678,1.737,1.664,1.721,9504,4550,4954,976620.3,1661407.8599,497739.5,846250.0173,478880.8,815157.8426
2022-10-05,1.721,1.728,1.67,1.706,1.722,1.728,1.67,1.706,8838,4990,3848,931641.3,1580115.2461,478278.2,811016.4284,453363.1,769098.8177
