TIMESTAMP,DOGB_OPEN_PRICE_USD,DOGB_HIGH_PRICE_USD,DOGB_LOW_PRICE_USD,DOGB_CLOSE_PRICE_USD,DOGB_VOLUME_USD,DOGB_DIVIDENDS_USD,DOGB_STOCK_SPLITS_USD
2024-01-06 00:00:00+00:00,,,,0.0,11567,0.0,0.0
2024-01-07 00:00:00+00:00,,,,0.0,6088,0.0,0.0
2024-01-09 00:00:00+00:00,,,,0.0,6298,0.0,0.0
2024-01-10 00:00:00+00:00,,,,0.0,11714,0.0,0.0
2024-01-11 00:00:00+00:00,,,,0.0,1367,0.0,0.0
2024-01-12 00:00:00+00:00,,,,0.0,916,0.0,0.0
2024-01-13 00:00:00+00:00,,,,0.0,11688,0.0,0.0
2024-01-14 00:00:00+00:00,,,,0.0,6626,0.0,0.0
2024-01-15 00:00:00+00:00,,,,0.0,6019,0.0,0.0
2024-01-16 00:00:00+00:00,,,,0.0,6215,0.0,0.0
2024-01-17 00:00:00+00:00,,,,0.0,10454,0.0,0.0
2024-01-18 00:00:00+00:00,,,,0.0,6032,0.0,0.0
2024-01-19 00:00:00+00:00,,,,0.0,5761,0.0,0.0
2024-01-20 00:00:00+00:00,,,,0.0,5731,0.0,0.0
2024-01-22 00:00:00+00:00,,,,0.0,5644,0.0,0.0
2024-01-23 00:00:00+00:00,,,,0.0,5575,0.0,0.0
2024-01-24 00:00:00+00:00,,,,0.0,5232,0.0,0.0
2024-01-25 00:00:00+00:00,,,,0.0,5035,0.0,0.0
2024-01-26 00:00:00+00:00,,,,0.0,9060,0.0,0.0
2024-01-27 00:00:00+00:00,,,,0.0,5940,0.0,0.0
2024-01-28 00:00:00+00:00,,,,0.0,4357,0.0,0.0
2024-01-29 00:00:00+00:00,,,,0.0,7477,0.0,0.0
2024-01-30 00:00:00+00:00,,,,0.0,10549,0.0,0.0
2024-02-01 00:00:00+00:00,,,,0.0,14945,0.0,0.0
2024-02-02 00:00:00+00:00,,,,0.0,140,0.0,0.0
2024-02-03 00:00:00+00:00,,,,0.0,7613,0.0,0.0
2024-02-04 00:00:00+00:00,,,,0.0,7551,0.0,0.0
2024-02-05 00:00:00+00:00,,,,0.0,7485,0.0,0.0
2024-02-06 00:00:00+00:00,,,,0.0,7669,0.0,0.0
2024-02-07 00:00:00+00:00,,,,0.0,7771,0.0,0.0
2024-02-09 00:00:00+00:00,,,,0.0,7801,0.0,0.0
2024-02-10 00:00:00+00:00,,,,0.0,7887,0.0,0.0
2024-02-11 00:00:00+00:00,,,,0.0,7978,0.0,0.0
2024-02-12 00:00:00+00:00,,,,0.0,8169,0.0,0.0
2024-02-14 00:00:00+00:00,,,,0.0,8884,0.0,0.0
2024-02-15 00:00:00+00:00,,,,0.0,8313,0.0,0.0
2024-02-16 00:00:00+00:00,,,,0.0,8413,0.0,0.0
2024-02-17 00:00:00+00:00,,,,0.0,8260,0.0,0.0
2024-02-18 00:00:00+00:00,,,,0.0,12152,0.0,0.0
2024-02-20 00:00:00+00:00,,,,0.0,7996,0.0,0.0
2024-02-21 00:00:00+00:00,,,,0.0,106,0.0,0.0
2024-02-22 00:00:00+00:00,,,,0.0,5943,0.0,0.0
2024-02-23 00:00:00+00:00,,,,0.0,5737,0.0,0.0
2024-02-25 00:00:00+00:00,,,,0.0,5894,0.0,0.0
2024-02-26 00:00:00+00:00,,,,0.0,5903,0.0,0.0
2024-02-27 00:00:00+00:00,,,,0.0,6218,0.0,0.0
2024-02-28 00:00:00+00:00,,,,0.0,6243,0.0,0.0
2024-03-01 00:00:00+00:00,,,,0.0,6690,0.0,0.0
2024-03-02 00:00:00+00:00,,,,0.0,1452,0.0,0.0
2024-03-03 00:00:00+00:00,,,,0.0,1190,0.0,0.0
2024-03-05 00:00:00+00:00,,,,0.0,7716,0.0,0.0
2024-03-07 00:00:00+00:00,,,,0.0,8600,0.0,0.0
2024-03-08 00:00:00+00:00,,,,0.0,9057,0.0,0.0
2024-03-09 00:00:00+00:00,,,,0.0,2584,0.0,0.0
2024-03-10 00:00:00+00:00,,,,0.0,673,0.0,0.0
2024-03-11 00:00:00+00:00,,,,0.0,1072,0.0,0.0
2024-03-12 00:00:00+00:00,,,,0.0,9467,0.0,0.0
2024-03-14 00:00:00+00:00,,,,0.0,9083,0.0,0.0
2024-03-15 00:00:00+00:00,,,,0.0,8271,0.0,0.0
2024-03-16 00:00:00+00:00,,,,0.0,304,0.0,0.0
2024-03-17 00:00:00+00:00,,,,0.0,9146,0.0,0.0
2024-03-18 00:00:00+00:00,,,,0.0,12868,0.0,0.0
2024-03-19 00:00:00+00:00,,,,0.0,325,0.0,0.0
2024-03-20 00:00:00+00:00,,,,0.0,6858,0.0,0.0
2024-03-22 00:00:00+00:00,,,,0.0,10200,0.0,0.0
2024-03-23 00:00:00+00:00,,,,0.0,10556,0.0,0.0
2024-03-25 00:00:00+00:00,,,,0.0,6045,0.0,0.0
2024-03-26 00:00:00+00:00,,,,0.0,72,0.0,0.0
2024-03-29 00:00:00+00:00,,,,0.0,14168,0.0,0.0
2024-03-31 00:00:00+00:00,,,,0.0,431,0.0,0.0
2024-04-01 00:00:00+00:00,,,,0.0,124,0.0,0.0
2024-04-02 00:00:00+00:00,,,,0.0,98,0.0,0.0
2024-04-06 00:00:00+00:00,,,,0.0,29521,0.0,0.0
2024-04-07 00:00:00+00:00,,,,0.0,15087,0.0,0.0
2024-04-08 00:00:00+00:00,,,,0.0,523,0.0,0.0
2024-04-09 00:00:00+00:00,,,,0.0,9210,0.0,0.0
2024-04-10 00:00:00+00:00,,,,0.0,123942,0.0,0.0
2024-04-11 00:00:00+00:00,,,,0.0,948,0.0,0.0
2024-04-12 00:00:00+00:00,,,,0.0,763,0.0,0.0
2024-04-14 00:00:00+00:00,,,,0.0,1054,0.0,0.0
2024-04-19 00:00:00+00:00,,,,0.0,105,0.0,0.0
2024-04-20 00:00:00+00:00,,,,0.0,931,0.0,0.0
2024-04-22 00:00:00+00:00,,,,0.0,120,0.0,0.0
2024-04-23 00:00:00+00:00,,,,0.0,8146,0.0,0.0
2024-04-28 00:00:00+00:00,,,,0.0,9615,0.0,0.0
2024-04-29 00:00:00+00:00,,,,0.0,134,0.0,0.0
2024-04-30 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-05-01 00:00:00+00:00,,,,0.0,44,0.0,0.0
2024-05-03 00:00:00+00:00,,,,0.0,30,0.0,0.0
2024-05-04 00:00:00+00:00,,,,0.0,1321,0.0,0.0
2024-05-05 00:00:00+00:00,,,,0.0,391,0.0,0.0
2024-05-06 00:00:00+00:00,,,,0.0,6319,0.0,0.0
2024-05-08 00:00:00+00:00,,,,0.0,3918,0.0,0.0
2024-05-09 00:00:00+00:00,,,,0.0,379,0.0,0.0
2024-05-10 00:00:00+00:00,,,,0.0,2858,0.0,0.0
2024-05-11 00:00:00+00:00,,,,0.0,2151,0.0,0.0
2024-05-14 00:00:00+00:00,,,,0.0,224,0.0,0.0
2024-05-15 00:00:00+00:00,,,,0.0,23,0.0,0.0
2024-05-16 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-05-17 00:00:00+00:00,,,,0.0,88,0.0,0.0
2024-05-18 00:00:00+00:00,,,,0.0,267,0.0,0.0
2024-05-21 00:00:00+00:00,,,,0.0,719,0.0,0.0
2024-05-22 00:00:00+00:00,,,,0.0,550,0.0,0.0
2024-05-23 00:00:00+00:00,,,,0.0,9431,0.0,0.0
2024-05-26 00:00:00+00:00,,,,0.0,3838,0.0,0.0
2024-05-27 00:00:00+00:00,,,,0.0,879,0.0,0.0
2024-05-29 00:00:00+00:00,,,,0.0,50,0.0,0.0
2025-06-01 00:00:00+00:00,2.200109960881491e-08,2.200109960881491e-08,2.200109960881491e-08,2.200109960881491e-08,49,0.0,0.0
