TIMESTAMP,GCB_OPEN_PRICE_USD,GCB_HIGH_PRICE_USD,GCB_LOW_PRICE_USD,GCB_CLOSE_PRICE_USD,GCB_VOLUME_USD,GCB_DIVIDENDS_USD,GCB_STOCK_SPLITS_USD
2024-07-03 00:00:00+00:00,0.22239899635314941,0.22584399580955505,0.21693499386310577,0.22513900697231293,120378,0.0,0.0
2024-07-04 00:00:00+00:00,0.22513900697231293,0.22868700325489044,0.22096000611782074,0.2227489948272705,108632,0.0,0.0
2024-07-05 00:00:00+00:00,0.2227489948272705,0.22699399292469025,0.22148500382900238,0.2269899994134903,96582,0.0,0.0
2024-07-06 00:00:00+00:00,0.2269899994134903,0.2272460013628006,0.22315900027751923,0.22371600568294525,104362,0.0,0.0
2024-07-07 00:00:00+00:00,0.22371600568294525,0.22607900202274323,0.2225559949874878,0.22263899445533752,102252,0.0,0.0
2024-07-08 00:00:00+00:00,0.22263899445533752,0.22764000296592712,0.22248099744319916,0.22482700645923615,110303,0.0,0.0
2024-07-09 00:00:00+00:00,0.22482700645923615,0.2265850007534027,0.22297599911689758,0.2265850007534027,105494,0.0,0.0
2024-07-10 00:00:00+00:00,0.2265850007534027,0.2267960011959076,0.22009800374507904,0.22335800528526306,83339,0.0,0.0
2024-07-11 00:00:00+00:00,0.22335800528526306,0.22581900656223297,0.21952100098133087,0.22261400520801544,113490,0.0,0.0
2024-07-12 00:00:00+00:00,0.22261400520801544,0.22487400472164154,0.22228899598121643,0.22294500470161438,97451,0.0,0.0
2024-07-13 00:00:00+00:00,0.22294500470161438,0.22414399683475494,0.2224320024251938,0.2224860042333603,101112,0.0,0.0
2024-07-14 00:00:00+00:00,0.2224860042333603,0.2422879934310913,0.22047199308872223,0.24167799949645996,124444,0.0,0.0
2024-07-15 00:00:00+00:00,0.24167799949645996,0.24278399348258972,0.24040000140666962,0.24232299625873566,98717,0.0,0.0
2024-07-16 00:00:00+00:00,0.24232299625873566,0.2425599992275238,0.24091500043869019,0.24163800477981567,92705,0.0,0.0
2024-07-17 00:00:00+00:00,0.24163800477981567,0.24261699616909027,0.22117599844932556,0.23273099958896637,116590,0.0,0.0
2024-07-18 00:00:00+00:00,0.23273099958896637,0.23386700451374054,0.23198500275611877,0.23217499256134033,93814,0.0,0.0
2024-07-19 00:00:00+00:00,0.23217499256134033,0.23333899676799774,0.22980600595474243,0.23184999823570251,106479,0.0,0.0
2024-07-20 00:00:00+00:00,0.23184999823570251,0.23343700170516968,0.23072199523448944,0.2323790043592453,113145,0.0,0.0
2024-07-21 00:00:00+00:00,0.2323790043592453,0.23295800387859344,0.23096999526023865,0.2324409931898117,101176,0.0,0.0
2024-07-22 00:00:00+00:00,0.23253999650478363,0.23284299671649933,0.23081399500370026,0.23243999481201172,88070,0.0,0.0
2024-07-23 00:00:00+00:00,0.23243999481201172,0.23275800049304962,0.22951799631118774,0.23253700137138367,122908,0.0,0.0
2024-07-24 00:00:00+00:00,0.23253700137138367,0.23479899764060974,0.23230299353599548,0.23427200317382812,85092,0.0,0.0
2024-07-25 00:00:00+00:00,0.23427200317382812,0.23571500182151794,0.23110899329185486,0.23493899405002594,97888,0.0,0.0
2024-07-26 00:00:00+00:00,0.23493899405002594,0.23523999750614166,0.23388199508190155,0.23420199751853943,100434,0.0,0.0
2024-07-27 00:00:00+00:00,0.23420199751853943,0.23507200181484222,0.2278040051460266,0.22895599901676178,104164,0.0,0.0
2024-07-28 00:00:00+00:00,0.22895599901676178,0.22978200018405914,0.22489599883556366,0.2274789959192276,99166,0.0,0.0
2024-07-29 00:00:00+00:00,0.2274789959192276,0.22764000296592712,0.22539399564266205,0.22731800377368927,109415,0.0,0.0
2024-07-30 00:00:00+00:00,0.22731800377368927,0.2285970002412796,0.2063630074262619,0.20675300061702728,103278,0.0,0.0
2024-07-31 00:00:00+00:00,0.20675300061702728,0.21202200651168823,0.1937820017337799,0.19405199587345123,108485,0.0,0.0
2024-08-01 00:00:00+00:00,0.19405199587345123,0.19432500004768372,0.19355900585651398,0.19404099881649017,105969,0.0,0.0
2024-08-02 00:00:00+00:00,0.193914994597435,0.19417999684810638,0.19358499348163605,0.1938679963350296,84906,0.0,0.0
2024-08-03 00:00:00+00:00,0.1938679963350296,0.19423800706863403,0.19378800690174103,0.1939069926738739,55101,0.0,0.0
2024-08-04 00:00:00+00:00,0.1939069926738739,0.1941480040550232,0.19381499290466309,0.19392800331115723,63660,0.0,0.0
2024-08-05 00:00:00+00:00,0.1940390020608902,0.19447000324726105,0.19126500189304352,0.1924089938402176,85288,0.0,0.0
2024-08-06 00:00:00+00:00,0.1924089938402176,0.19375799596309662,0.19204600155353546,0.19276100397109985,101994,0.0,0.0
2024-08-07 00:00:00+00:00,0.19299300014972687,0.20668399333953857,0.1917950063943863,0.20191000401973724,114315,0.0,0.0
