TIMESTAMP,RATIO_OPEN_PRICE_USD,RATIO_HIGH_PRICE_USD,RATIO_LOW_PRICE_USD,RATIO_CLOSE_PRICE_USD,RATIO_VOLUME_USD,RATIO_DIVIDENDS_USD,RATIO_STOCK_SPLITS_USD
2022-03-28 00:00:00+00:00,1.3986949920654297,1.4115049839019775,1.2696889638900757,1.3422950506210327,245418,0.0,0.0
2022-03-29 00:00:00+00:00,1.3431769609451294,1.4614750146865845,1.3126660585403442,1.3341089487075806,202828,0.0,0.0
2022-03-30 00:00:00+00:00,1.3341209888458252,1.336630940437317,1.226220965385437,1.2323909997940063,111931,0.0,0.0
2022-03-31 00:00:00+00:00,1.232388973236084,1.3747279644012451,1.1800049543380737,1.2588659524917603,189884,0.0,0.0
2022-04-01 00:00:00+00:00,1.2588670253753662,1.2850890159606934,1.2239660024642944,1.2239660024642944,82518,0.0,0.0
2022-04-02 00:00:00+00:00,1.2239749431610107,1.2514970302581787,1.203147053718567,1.2470589876174927,30165,0.0,0.0
2022-04-03 00:00:00+00:00,1.2501800060272217,1.3176430463790894,1.2484689950942993,1.317026972770691,91980,0.0,0.0
2022-04-04 00:00:00+00:00,1.3170280456542969,1.317491054534912,1.2516800165176392,1.270946979522705,66325,0.0,0.0
2022-04-05 00:00:00+00:00,1.27094304561615,1.2790299654006958,1.1734319925308228,1.179245948791504,90374,0.0,0.0
2022-04-06 00:00:00+00:00,1.1792500019073486,1.1802699565887451,1.0917240381240845,1.0926810503005981,92296,0.0,0.0
2022-04-07 00:00:00+00:00,1.0926779508590698,1.0933829545974731,1.0434629917144775,1.0439369678497314,75589,0.0,0.0
2022-04-08 00:00:00+00:00,1.0439610481262207,1.1101659536361694,1.0407780408859253,1.1082240343093872,65647,0.0,0.0
2022-04-09 00:00:00+00:00,1.1082220077514648,1.1309109926223755,1.076935052871704,1.1173169612884521,61851,0.0,0.0
2022-04-10 00:00:00+00:00,1.1171209812164307,1.128715991973877,1.098741054534912,1.110295057296753,43741,0.0,0.0
2022-04-11 00:00:00+00:00,1.1102869510650635,1.1359659433364868,1.0965440273284912,1.1329840421676636,43722,0.0,0.0
2022-04-12 00:00:00+00:00,1.1361240148544312,1.138113021850586,1.1146730184555054,1.121554970741272,17126,0.0,0.0
2022-04-13 00:00:00+00:00,1.1215590238571167,1.1258080005645752,1.075911045074463,1.0863219499588013,33411,0.0,0.0
2022-04-14 00:00:00+00:00,1.0863139629364014,1.0943599939346313,1.0737839937210083,1.0806699991226196,44519,0.0,0.0
