TIMESTAMP,BTB_CLOSE_PRICE_USD,BTB_OPEN_PRICE_USD,BTB_HIGH_PRICE_USD,BTB_LOW_PRICE_USD
2018-04-11,15.9832,13.0625,30.8537,13.0616
2018-04-12,15.5887,15.9703,16.927,14.0704
2018-04-13,17.7275,15.5837,20.9999,15.4556
2018-04-14,17.3752,17.7498,18.4477,16.7176
2018-04-15,17.1378,17.3822,18.2866,16.9901
2018-04-16,17.2275,17.1303,17.2762,15.5387
2018-04-17,16.8403,17.2492,17.5008,16.7574
2018-04-18,17.3772,16.8478,17.5842,16.7948
2018-04-19,16.8213,17.4155,17.6273,15.6541
2018-04-20,18.7089,16.7972,22.3581,15.817
2018-04-21,18.4114,18.7206,20.4036,17.8831
2018-04-22,18.0177,18.474,19.2039,17.9514
2018-04-23,18.0016,18.0303,18.9,17.4352
2018-04-24,17.8546,18.0047,19.0121,16.999
2018-04-25,17.2793,17.8632,18.3413,17.0301
2018-04-26,17.7812,17.2532,18.0751,16.1977
2018-04-27,18.5069,17.7862,20.886,16.8284
2018-04-28,17.6053,18.5036,19.6327,16.903
2018-04-29,21.8996,17.6008,21.9575,17.6008
2018-04-30,19.4919,21.9399,22.0292,19.3646
2018-05-01,18.7986,19.4888,19.6988,18.3328
2018-05-02,20.4765,18.7935,20.5869,18.4374
2018-05-03,19.7657,20.516,20.5631,17.805
2018-05-04,19.4379,19.7419,19.8665,18.4678
2018-05-05,19.5694,19.3989,20.5142,18.9544
2018-05-06,20.2861,19.5883,21.6139,18.9787
2018-05-07,19.3993,20.2853,20.3146,18.4932
2018-05-08,18.8399,19.363,19.5513,0.0021
2018-05-09,20.1805,18.8209,20.2238,17.9972
2018-05-10,19.1648,20.1837,20.7411,17.717
2018-05-11,16.827,19.1478,19.1478,16.7327
2018-05-12,17.3259,16.8673,17.529,16.0265
2018-05-13,17.7886,17.3476,17.9295,16.2104
2018-05-14,17.4147,17.7892,17.8958,16.5554
2018-05-15,16.3483,17.4133,17.6222,16.3483
2018-05-16,16.0358,16.3481,16.391,15.0486
2018-05-17,15.7038,16.0497,16.2739,15.3527
2018-05-18,16.0569,15.6834,16.1116,15.2617
2018-05-19,16.0423,16.0569,16.364,15.5489
2018-05-20,16.4575,16.0248,16.5469,15.5608
2018-05-21,15.8658,16.4566,16.4918,15.6744
2018-05-22,14.9952,15.8642,15.906,14.6858
2018-05-23,13.0846,14.9899,15.0539,12.711
2018-05-24,13.3269,13.0747,15.1703,12.6606
2018-05-25,13.5352,13.3325,13.8085,13.1539
2018-05-26,13.3331,13.5328,14.9488,12.3349
2018-05-27,12.8889,13.3361,13.3361,11.9801
2018-05-28,12.2826,12.8888,13.0402,11.4746
2018-05-29,12.8995,12.2902,13.0107,12.194
2018-05-30,12.9616,12.9147,13.4758,12.873
2018-05-31,13.4832,12.9616,13.6173,12.8968
2018-06-01,13.8876,13.482,13.9298,13.4511
2018-06-02,13.6836,13.8987,13.9079,13.2165
2018-06-03,13.4105,13.666,13.8185,12.6986
2018-06-04,11.8086,13.4034,13.6889,11.5789
2018-06-05,12.1691,11.7993,12.4113,11.1379
2018-06-06,12.2285,12.1795,12.32,11.9088
2018-06-07,11.723,12.2291,12.3791,11.662
2018-06-08,11.6718,11.7182,11.8103,11.4291
2018-06-09,11.4639,11.6719,12.1455,11.4227
2018-06-10,10.216,11.467,11.7817,10.1096
2018-06-11,9.9817,10.2278,10.2647,9.7658
2018-06-12,9.6909,9.9769,10.2981,9.5861
2018-06-13,8.747,9.6933,9.7686,8.585
2018-06-14,9.0122,8.752,9.1634,8.6768
2018-06-15,8.5047,9.0295,9.0295,8.4759
2018-06-16,8.5308,8.5087,8.6574,8.3842
2018-06-17,8.4368,8.5324,8.756,8.2549
2018-06-18,11.5721,8.4436,12.1632,8.1095
2018-06-19,12.833,11.576,15.3863,9.6491
2018-06-20,11.4894,12.8178,12.9165,10.772
2018-06-21,10.5521,11.4887,11.8005,10.5521
2018-06-22,10.217,10.5472,12.2063,9.9299
2018-06-23,11.7618,10.2168,19.317,10.1904
2018-06-24,10.7319,11.7618,11.9794,10.7068
2018-06-25,10.5055,10.7284,11.2988,9.8767
2018-06-26,10.2386,10.5124,10.7217,10.1787
2018-06-27,10.4189,10.2063,10.906,9.7894
2018-06-28,9.8911,10.4198,11.4429,9.7692
2018-06-29,10.3902,9.8748,10.4933,9.3974
2018-06-30,10.483,10.384,10.917,10.3247
2018-07-01,10.6964,10.4828,10.8135,10.3072
2018-07-02,11.0866,10.695,11.5811,0.0001
2018-07-03,10.6555,11.0889,11.5339,0.144
2018-07-04,10.6313,10.6769,11.0465,10.521
2018-07-05,10.7009,10.6313,10.9671,10.5216
2018-07-06,10.8803,10.6863,10.9276,10.5579
2018-07-07,11.5756,10.8816,11.6921,10.5477
2018-07-08,11.2833,11.5756,11.6253,11.2014
2018-07-09,11.0073,11.2769,11.3098,10.968
2018-07-10,10.802,11.0037,11.0404,10.2779
2018-07-11,10.6604,10.8061,11.0043,10.5875
2018-07-12,9.2748,10.6534,10.6534,9.0563
2018-07-13,9.216,9.2805,9.4502,8.7859
2018-07-14,9.2534,9.2154,9.327,9.1515
2018-07-15,9.4201,9.2534,9.5088,9.2246
2018-07-16,10.0994,9.4209,10.1169,9.3798
2018-07-17,10.5452,10.0628,11.0151,9.278
2018-07-18,10.154,10.5462,10.7573,10.0634
2018-07-19,9.7176,10.1708,10.5341,9.6661
2018-07-20,9.4543,9.7176,9.9041,9.3868
2018-07-21,9.2768,9.4554,9.4554,9.1334
2018-07-22,9.2735,9.2768,9.477,9.2051
2018-07-23,8.8601,9.2669,10.1208,8.825
2018-07-24,9.4634,8.8617,9.5304,8.6236
2018-07-25,8.4804,9.4182,9.5452,8.3113
2018-07-26,8.5388,8.4882,9.3525,8.2461
2018-07-27,8.1361,8.5388,8.9466,8.0978
2018-07-28,8.0494,8.1361,8.1361,7.9302
2018-07-29,8.517,8.0494,8.8813,7.9055
2018-07-30,8.3435,8.517,8.5455,8.0572
2018-07-31,7.8449,8.3486,8.3486,7.4082
2018-08-01,7.4327,7.8433,7.8548,7.0155
2018-08-02,7.3479,7.4297,7.5209,7.2861
2018-08-03,7.2285,7.3399,7.3463,7.0928
2018-08-04,6.2812,7.2322,7.2991,6.2112
2018-08-05,6.3055,6.2878,6.368,6.1783
2018-08-06,5.4115,6.2977,6.407,5.3438
2018-08-07,5.2264,5.4163,6.0117,5.2049
2018-08-08,5.941,5.2233,5.9895,4.945
2018-08-09,6.0058,5.9381,6.1374,5.5653
2018-08-10,5.1272,6.0205,6.0478,5.0724
2018-08-11,4.9348,5.1294,5.1469,4.8167
2018-08-12,4.947,4.9393,5.4603,4.896
2018-08-13,4.7516,4.944,5.2753,4.7475
2018-08-14,5.0863,4.7455,6.1327,4.7372
2018-08-15,5.1144,5.0884,5.5847,5.0483
2018-08-16,5.5133,5.109,5.9102,4.8162
2018-08-17,5.5417,5.508,5.6941,5.3826
2018-08-18,4.9616,5.5372,5.5573,4.7716
2018-08-19,5.0837,4.9619,5.1371,4.7917
2018-08-20,4.4423,5.0823,5.1035,3.8548
2018-08-21,4.3086,4.4402,5.2754,4.2884
2018-08-22,4.0938,4.3097,4.9759,3.4878
2018-08-23,5.0806,4.098,5.111,4.0194
2018-08-24,4.7165,5.0845,5.09,4.5534
2018-08-25,4.7471,4.7177,4.9353,4.7017
2018-08-26,4.5552,4.7427,5.0362,4.3323
2018-08-27,4.6871,4.5488,4.6925,4.3782
2018-08-28,5.1452,4.6922,5.3738,4.666
2018-08-29,4.7697,5.1462,5.1526,4.7572
2018-08-30,4.7433,4.7639,4.7788,4.3306
2018-08-31,4.7485,4.7377,4.7911,4.6699
2018-09-01,6.2978,4.7485,7.749,3.8845
2018-09-02,8.4121,6.6252,16.4025,6.1986
2018-09-03,7.8894,8.4123,8.4489,7.2807
2018-09-04,11.3172,7.8849,18.859,7.819
2018-09-05,10.6814,11.3172,13.8088,7.839
2018-09-06,8.4038,10.6814,11.3545,7.624
2018-09-07,8.6922,8.4065,12.7755,8.0419
2018-09-08,8.6255,8.6922,9.9889,7.9399
2018-09-09,7.9727,8.6255,8.6255,7.9393
2018-09-10,8.0424,7.9792,8.4059,7.9792
2018-09-11,8.003,8.0424,8.136,7.5488
2018-09-12,6.9683,8.0054,8.1488,6.8394
2018-09-13,6.8046,6.9683,7.2959,6.7595
2018-09-14,6.5038,6.8046,7.2307,6.492
2018-09-15,6.4672,6.4967,6.5374,6.4254
2018-09-16,6.6976,6.4621,6.7173,6.0655
2018-09-17,6.1533,6.6976,6.7319,6.1121
2018-09-18,6.374,6.1533,6.7153,6.0127
2018-09-19,6.5515,6.374,6.9202,6.1377
2018-09-20,5.7436,6.5534,6.5804,5.5906
2018-09-21,10.4946,5.7436,11.281,5.7397
2018-09-22,8.0522,10.4798,14.6889,7.1793
2018-09-23,9.1503,8.0509,9.4459,8.001
2018-09-24,8.2901,9.1485,9.2341,8.2554
2018-09-25,8.1112,8.2898,8.2898,8.0316
2018-09-26,7.5857,8.1221,8.4569,6.8367
2018-09-27,7.8869,7.5857,7.8995,6.2243
2018-09-28,7.8149,7.8948,8.0387,7.7093
2018-09-29,7.5425,7.8149,7.8149,7.3842
2018-09-30,7.2139,7.5425,7.6014,7.1186
2018-10-01,7.1598,7.2139,7.2581,6.483
2018-10-02,7.0513,7.162,7.1909,7.0372
2018-10-03,6.5079,7.0413,7.058,6.4652
2018-10-04,6.5824,6.5117,6.6049,6.4785
2018-10-05,6.6601,6.5824,6.6834,6.5824
2018-10-06,6.2864,6.6601,6.6635,5.9031
2018-10-07,6.2943,6.2864,6.3256,6.2324
2018-10-08,6.3731,6.2943,6.4862,6.1907
2018-10-09,6.0956,6.3731,6.4815,5.9889
2018-10-10,7.3283,6.0956,7.339,5.9882
2018-10-11,5.8046,7.3283,7.3283,5.7811
2018-10-12,5.983,5.8015,6.0316,5.7746
2018-10-13,6.1088,5.9792,6.1136,5.9748
2018-10-14,5.6238,6.1088,6.1742,4.3167
2018-10-15,5.4779,5.6255,6.7276,5.2051
2018-10-16,5.3446,5.4779,5.8184,5.2993
2018-10-17,5.784,5.3411,6.352,5.327
2018-10-18,5.65,5.7847,6.4519,5.5291
2018-10-19,5.5546,5.65,6.1386,5.4679
2018-10-20,6.1464,5.555,6.1478,5.4285
2018-10-21,6.7899,6.1503,7.1812,6.0753
2018-10-22,6.2129,6.7929,6.7929,6.0807
2018-10-23,6.6136,6.2129,6.8366,6.2129
2018-10-24,6.8037,6.6136,7.6472,6.2767
2018-10-25,6.5364,6.8037,6.8846,6.4247
2018-10-26,6.6611,6.5364,6.6972,6.5227
2018-10-27,6.4386,6.6612,6.6833,6.4024
2018-10-28,6.571,6.4386,6.575,6.4108
2018-10-29,6.3306,6.571,6.5844,6.3075
2018-10-30,6.319,6.3306,6.3665,6.3022
2018-10-31,5.6741,6.319,6.4137,5.6724
2018-11-01,5.7791,5.6741,6.0001,5.6609
2018-11-02,5.6434,5.7791,6.1846,5.3768
2018-11-03,5.5134,5.6432,5.6477,5.4801
2018-11-04,6.1075,5.5134,6.121,5.4894
2018-11-05,5.6236,6.1075,6.117,5.5443
2018-11-06,5.5939,5.6236,9.2574,5.2988
2018-11-07,5.9621,5.5939,6.0275,5.5912
2018-11-08,5.8936,5.9621,6.3169,5.5055
2018-11-09,5.6793,5.8936,5.9009,5.6618
2018-11-10,5.6631,5.6793,5.7408,5.6246
2018-11-11,7.1145,5.6631,7.1972,5.5903
2018-11-12,6.1589,7.1031,7.255,6.1589
2018-11-13,5.8581,6.1568,6.1568,5.8572
2018-11-14,5.9078,5.8531,6.5897,5.3992
2018-11-15,5.7344,5.9455,5.9515,5.4386
2018-11-16,5.3294,5.7344,5.7395,5.2291
2018-11-17,5.2975,5.3294,5.3513,5.2455
2018-11-18,5.3249,5.2975,5.374,5.2907
2018-11-19,4.6317,5.3251,5.3251,4.5878
2018-11-20,4.3203,4.6317,4.8551,4.0655
2018-11-21,4.7879,4.331,4.8488,4.1708
2018-11-22,4.5336,4.7821,4.8346,4.5312
2018-11-23,4.5472,4.5087,5.2258,3.9002
2018-11-24,3.8977,4.5472,4.5472,3.8024
2018-11-25,3.8523,3.8977,4.1875,3.7022
2018-11-26,3.6174,3.8377,3.9374,3.4861
2018-11-27,3.3611,3.6174,3.6344,3.2097
2018-11-28,3.77,3.3611,3.8805,3.361
2018-11-29,3.9636,3.7699,4.071,3.6613
2018-11-30,3.7166,3.9739,4.0061,3.6501
2018-12-01,4.0508,3.7166,4.1193,3.6638
2018-12-02,3.9925,4.0508,4.1603,3.9834
2018-12-03,4.0677,4.0052,4.1353,3.3164
2018-12-04,4.0758,4.0632,4.4405,3.6411
2018-12-05,3.7803,4.0814,4.2833,3.7803
2018-12-06,3.4683,3.7842,3.9622,3.4447
2018-12-07,3.8901,3.4591,3.8973,3.1294
2018-12-08,3.7431,3.8916,3.9392,3.5388
2018-12-09,3.3208,3.7428,3.7973,3.1726
2018-12-10,3.699,3.3175,3.7648,3.2175
2018-12-11,3.5922,3.6983,3.7315,3.5587
2018-12-12,3.3676,3.5805,3.712,3.1336
2018-12-13,3.0466,3.3662,3.3733,3.0314
2018-12-14,2.9541,3.0493,3.0779,2.9076
2018-12-15,3.1774,2.9547,3.2027,2.9455
2018-12-16,3.1698,3.1755,3.2562,3.162
2018-12-17,3.4691,3.1701,3.4757,3.1524
2018-12-18,3.5448,3.4712,3.5624,3.2839
2018-12-19,3.5971,3.5485,3.8257,3.5276
2018-12-20,4.1821,3.592,4.2482,3.5706
2018-12-21,4.1297,4.1793,4.2448,4.0452
2018-12-22,4.3719,4.1343,4.3793,4.0276
2018-12-23,4.2205,4.3817,4.4536,4.1855
2018-12-24,4.2714,4.221,4.5422,4.212
2018-12-25,3.9353,4.2669,4.2783,3.8885
2018-12-26,3.747,3.9396,4.0087,3.6985
2018-12-27,3.2904,3.7471,3.774,3.2676
2018-12-28,3.6295,3.2903,3.6728,3.2671
2018-12-29,3.6619,3.6295,3.8556,3.6191
2018-12-30,3.4396,3.666,3.7591,3.3776
2018-12-31,3.6477,3.4439,3.6835,3.4385
2019-01-01,3.6616,3.6499,3.6838,3.5057
2019-01-02,3.6877,3.6708,3.7087,3.5964
2019-01-03,3.4324,3.6868,3.6921,3.4314
2019-01-04,3.421,3.4346,3.4591,3.3562
2019-01-05,3.3858,3.4191,3.5819,3.1976
2019-01-06,3.6063,3.3853,6.7851,3.371
2019-01-07,3.5374,3.6053,3.6281,3.5206
2019-01-08,3.6109,3.5374,3.7402,3.5346
2019-01-09,3.6967,3.6119,3.7133,3.4567
2019-01-10,3.3222,3.6965,3.7497,3.2899
2019-01-11,3.3476,3.3222,3.6675,3.3042
2019-01-12,3.4604,3.3485,3.5878,3.3378
2019-01-13,3.4404,3.4605,3.5774,3.4317
2019-01-14,3.5908,3.4402,3.637,3.429
2019-01-15,3.502,3.591,3.615,3.4802
2019-01-16,3.5165,3.4989,3.5759,3.4891
2019-01-17,3.5634,3.5235,3.5654,3.4671
2019-01-18,3.5206,3.5639,3.5667,3.4997
2019-01-19,3.606,3.5206,3.6867,3.5189
2019-01-20,3.4347,3.6041,3.6359,3.3981
2019-01-21,3.4298,3.4371,3.4537,3.4031
2019-01-22,3.4855,3.4283,3.5211,3.3542
2019-01-23,3.4671,3.4855,3.5168,3.4406
2019-01-24,3.498,3.4681,3.5132,3.4384
2019-01-25,3.4758,3.4988,3.5088,3.4436
2019-01-26,3.4795,3.4758,3.5746,3.4721
2019-01-27,3.4454,3.4777,3.4886,3.3941
2019-01-28,3.3534,3.4431,3.446,3.3106
2019-01-29,3.3312,3.3533,3.3642,3.2786
2019-01-30,3.3807,3.3312,3.3966,3.3065
2019-01-31,3.3549,3.3807,3.4168,3.3353
2019-02-01,3.3885,3.3572,3.4045,3.3199
2019-02-02,3.4089,3.3857,3.4213,3.3531
2019-02-03,3.354,3.4138,3.4162,3.3247
2019-02-04,3.3432,3.354,3.3709,3.3287
2019-02-05,3.3638,3.3432,3.3677,3.3293
2019-02-06,3.3063,3.3647,3.3724,3.2788
2019-02-07,3.291,3.3063,3.3161,3.2863
2019-02-08,3.5669,3.2933,3.6336,3.2832
2019-02-09,3.5614,3.5669,3.5807,3.538
2019-02-10,3.5889,3.5614,3.5897,3.513
2019-02-11,3.5257,3.5895,3.5913,3.5213
2019-02-12,3.5383,3.5261,3.5666,3.4915
2019-02-13,3.5141,3.5393,3.5777,3.4964
2019-02-14,3.5031,3.5113,3.5258,3.489
2019-02-15,3.5095,3.5003,3.5594,3.491
2019-02-16,3.5213,3.5152,3.566,3.5094
2019-02-17,3.578,3.5213,3.6237,3.5142
2019-02-18,3.8111,3.5772,3.8398,3.5672
2019-02-19,3.823,3.8098,3.9091,3.7769
2019-02-20,3.8892,3.8189,3.8951,3.8006
2019-02-21,3.8407,3.8834,3.9475,3.8083
2019-02-22,3.8933,3.8404,3.902,3.823
2019-02-23,4.0345,3.887,4.0754,3.8455
2019-02-24,3.6711,4.0345,4.1016,3.6519
2019-02-25,3.7581,3.6698,3.7972,3.6688
2019-02-26,3.7338,3.7543,3.768,3.7105
2019-02-27,3.7362,3.7318,3.7679,3.6136
2019-02-28,3.7311,3.7373,3.8187,3.7206
2019-03-01,3.7517,3.729,3.7813,3.7288
2019-03-02,3.7479,3.7498,3.7581,3.6935
2019-03-03,3.7206,3.7479,3.7579,3.6972
2019-03-04,3.6397,3.7209,3.7424,3.6085
2019-03-05,3.7834,3.6398,3.7994,3.6266
2019-03-06,3.7847,3.7849,3.8094,3.7459
2019-03-07,3.7973,3.7847,3.8251,3.7694
2019-03-08,3.7743,3.7972,3.8501,3.7124
2019-03-09,3.8459,3.7743,3.8743,3.7679
2019-03-10,3.8306,3.8477,3.8477,3.7974
2019-03-11,3.785,3.8295,3.84,3.7556
2019-03-12,3.7872,3.7826,3.8115,3.7317
2019-03-13,3.7813,3.7881,3.8029,3.7597
2019-03-14,3.7832,3.7797,3.8312,3.7238
2019-03-15,3.8342,3.7821,3.8417,3.7821
2019-03-16,3.9172,3.8342,3.9774,3.8342
2019-03-17,3.8972,3.9155,3.9157,3.8707
2019-03-18,3.9018,3.8972,3.9448,3.8675
2019-03-19,3.9343,3.9018,3.9442,3.8854
2019-03-20,3.953,3.9312,3.9616,3.901
2019-03-21,3.8742,3.953,3.971,3.8369
2019-03-22,3.8779,3.8742,3.8975,3.8647
2019-03-23,3.8917,3.8744,3.9042,3.8656
2019-03-24,3.8709,3.8917,3.8917,3.8438
2019-03-25,3.8024,3.8709,3.8789,3.7737
2019-03-26,3.8232,3.8045,3.8263,3.7843
2019-03-27,3.9294,3.8244,3.9362,3.8116
2019-03-28,3.9198,3.9294,3.9308,3.896
2019-03-29,4.0027,3.9198,4.0105,3.9129
2019-03-30,3.9892,4.0027,4.0323,3.9517
2019-03-31,3.9917,3.9893,4.0048,3.9781
2019-04-01,4.0217,3.9917,4.0424,3.9536
2019-04-02,4.7234,4.0197,4.8625,4.0128
2019-04-03,4.7686,4.7161,5.1013,4.6458
2019-04-04,4.7266,4.7683,4.884,4.6301
2019-04-05,4.8697,4.7377,4.9019,4.7249
2019-04-06,4.8658,4.8685,5.0538,4.7587
2019-04-07,5.0242,4.8763,5.0767,4.8614
2019-04-08,5.096,5.0179,5.1348,4.9325
2019-04-09,4.9949,5.0882,5.0882,4.9543
2019-04-10,5.0923,4.9912,5.2497,4.9811
2019-04-11,3.8869,5.0924,5.1142,3.8469
2019-04-12,3.9242,3.8822,3.9335,3.7986
2019-04-13,3.9178,3.9221,3.9552,3.8924
2019-04-14,2.4465,3.914,3.9306,2.1387
2019-04-15,3.1667,2.4461,3.9406,2.4141
2019-04-16,3.2829,3.153,3.2946,3.153
2019-04-17,3.1986,3.2815,3.315,2.0459
2019-04-18,3.4851,3.1983,5.0583,2.9524
2019-04-19,4.3086,3.4856,4.341,3.4445
2019-04-20,4.2065,4.3052,4.3433,4.1651
2019-04-21,4.1753,4.2065,4.225,4.1267
2019-04-22,4.2318,4.174,4.2667,4.1365
2019-04-23,4.3235,4.2318,4.4013,4.2082
2019-04-24,4.2396,4.3133,4.3995,4.1988
2019-04-25,4.0206,4.2393,4.2832,3.9129
2019-04-26,4.1405,4.0123,4.2369,3.9844
2019-04-27,4.1106,4.1405,4.1543,4.0826
2019-04-28,4.15,4.1081,4.1987,4.108
2019-04-29,4.119,4.1447,4.1623,4.0488
2019-04-30,4.18,4.1189,4.2004,4.0945
2019-05-01,4.1649,4.1812,4.2198,3.8939
2019-05-02,4.6426,4.1649,4.739,4.1646
2019-05-03,4.9006,4.6426,5.0118,4.5573
2019-05-04,4.9818,4.9008,5.0223,4.7807
2019-05-05,4.8321,4.9813,4.9867,4.4205
2019-05-06,4.4482,4.8255,4.8426,4.3606
2019-05-07,4.7247,4.4474,4.9518,4.4474
2019-05-08,4.7916,4.7138,4.8062,4.655
2019-05-09,4.838,4.8008,4.8935,4.7641
2019-05-10,4.9756,4.8371,5.0365,4.8011
2019-05-11,5.2763,4.9756,5.345,4.9756
2019-05-12,5.1333,5.2469,5.4754,5.0435
2019-05-13,5.7127,5.1304,6.2896,5.0615
2019-05-14,5.8481,5.7101,6.024,5.6279
2019-05-15,5.9843,5.8523,6.0285,5.7733
2019-05-16,5.7801,5.9819,6.1162,5.6608
2019-05-17,5.4623,5.7787,5.8153,5.1732
2019-05-18,5.3389,5.4514,5.5143,5.3066
2019-05-19,6.0206,5.3374,6.0793,5.3316
2019-05-20,5.8687,6.0161,6.0176,5.5945
2019-05-21,5.843,5.8734,5.9446,5.7516
2019-05-22,5.6073,5.8301,5.8946,5.5201
2019-05-23,5.7851,5.594,5.8486,5.5007
2019-05-24,5.8767,5.7924,5.998,5.7355
2019-05-25,5.9221,5.8776,5.9804,5.8449
2019-05-26,6.4173,5.9216,6.4807,5.8006
2019-05-27,6.4664,6.4218,6.5805,6.3761
2019-05-28,6.4269,6.4738,6.5019,6.2862
2019-05-29,6.3833,6.4241,6.463,6.2419
2019-05-30,6.0798,6.3817,6.6901,5.9183
2019-05-31,6.2733,6.0798,6.2857,5.9649
2019-06-01,6.2819,6.2728,6.341,6.2139
2019-06-02,6.4252,6.2835,6.4801,6.2824
2019-06-03,5.977,6.4252,6.4252,5.9183
2019-06-04,5.6608,5.9485,5.9485,5.5318
2019-06-05,5.7265,5.6556,5.8277,5.5894
2019-06-06,5.7386,5.7105,5.7846,5.4806
2019-06-07,5.8884,5.7399,5.9721,5.7123
2019-06-08,5.8277,5.8748,5.9288,5.7359
2019-06-09,5.6141,5.8259,5.8523,5.5156
2019-06-10,5.896,5.6039,5.9135,5.5318
2019-06-11,5.8102,5.896,5.9173,5.6814
2019-06-12,6.0083,5.8125,6.0568,5.7512
2019-06-13,6.0473,6.0092,6.1259,5.9269
2019-06-14,6.3889,6.0483,6.4062,6.0087
2019-06-15,6.5048,6.3878,6.5279,6.3306
2019-06-16,6.613,6.5105,6.903,6.4704
2019-06-17,6.8701,6.6065,6.977,6.6065
2019-06-18,6.6858,6.8759,6.8894,6.5811
2019-06-19,6.8413,6.6852,6.8631,6.6622
2019-06-20,7.0297,6.8413,7.0723,6.7939
2019-06-21,7.5171,7.0264,7.5171,7.0264
2019-06-22,7.9093,7.5255,8.2289,7.4275
2019-06-23,8.0267,7.9017,8.3571,7.7862
2019-06-24,8.1261,8.0197,8.1822,7.764
2019-06-25,8.6359,8.1378,8.6582,8.1279
2019-06-26,9.6517,8.6328,10.262,8.6116
2019-06-27,8.3202,9.6214,9.9013,7.7435
2019-06-28,9.1439,8.3324,9.1724,8.1082
2019-06-29,8.7479,9.1371,9.145,8.4707
2019-06-30,7.9358,8.7437,8.9535,7.9229
2019-07-01,7.8085,7.9736,8.2855,7.3849
2019-07-02,7.9564,7.811,8.032,7.1612
2019-07-03,8.7865,7.9719,8.815,7.9719
2019-07-04,8.2041,8.8002,8.8192,8.1631
2019-07-05,8.039,8.2105,8.3704,7.9581
2019-07-06,8.2752,8.0567,8.5594,8.0567
2019-07-07,8.4029,8.278,8.4687,8.1686
2019-07-08,9.0172,8.3933,9.0695,8.3098
2019-07-09,9.2416,9.0006,9.3939,8.8821
2019-07-10,8.8993,9.2265,9.6504,8.5188
2019-07-11,8.3372,8.8993,8.8993,8.0895
2019-07-12,8.647,8.3381,8.7178,8.1722
2019-07-13,8.3656,8.646,8.6705,7.965
2019-07-14,7.4895,8.359,8.4183,7.4297
2019-07-15,7.9858,7.4766,8.1378,7.2782
2019-07-16,6.9297,7.9702,8.1046,6.892
2019-07-17,7.0935,6.9375,7.3195,6.661
2019-07-18,7.8118,7.1052,7.9195,6.8198
2019-07-19,7.724,7.821,7.8881,7.4417
2019-07-20,7.8788,7.7175,8.1252,7.6397
2019-07-21,7.7763,7.8966,7.9452,7.5752
2019-07-22,7.6057,7.7919,7.846,7.4395
2019-07-23,7.2638,7.6018,7.6018,7.2409
2019-07-24,7.1724,7.2488,7.2999,7.0271
2019-07-25,7.2602,7.1731,7.4788,7.1529
2019-07-26,7.2245,7.2638,7.2638,7.088
2019-07-27,6.9744,7.2224,7.469,6.8701
2019-07-28,7.0076,6.9737,7.0479,6.7583
2019-07-29,6.9936,7.019,7.1397,6.9082
2019-07-30,7.0405,6.9903,7.1397,6.9134
2019-07-31,7.4132,7.0392,7.4177,7.0257
2019-08-01,7.6262,7.4222,7.6933,7.271
2019-08-02,7.7321,7.627,7.8368,7.5877
