,MSE,MAE,RMSE,MAPE,R2
0,0.0008949143030906375,0.023846413923745178,0.02991511830313625,0.04379414062631521,0.380285938757297
1,0.000298743191083975,0.01430135087586853,0.017284189049069528,0.02694515506361698,0.8812653456668238
2,0.0005803011094296231,0.020209682840044065,0.024089439790697147,0.028695789304456158,0.7855386981055035
3,0.0009163958583094883,0.022483943943009458,0.03027203095779152,0.03195102425116989,0.6345856372356878
4,0.0010495704015067973,0.025779902698639244,0.03239707396520243,0.028595837359174932,0.8385617858111882
5,0.0010566138356752045,0.025772448005594913,0.03250559698998319,0.027447127826579428,0.6887133083323249
6,0.0007332257063611688,0.020236845050861912,0.027078140747864667,0.02656507001990224,0.607673919903843
7,0.00034277552304243523,0.01320969193296768,0.018514197877370634,0.021173924956345982,0.888245047689902
8,0.0008145696779929384,0.01969869928061338,0.02854066709088872,0.03127943639745489,0.5039315944092253
9,0.0004891211015914085,0.01644719678309962,0.02211608241961963,0.025668900809970297,0.7778156611725782
10,0.0003059549900427324,0.014303808210110226,0.01749156911322516,0.022650196849944106,0.8139664823291588
11,0.00048089484154140535,0.017004977963367106,0.021929314661917852,0.03524160272807566,0.8391330425698571
Mean,0.0006635900449723179,0.019441246792326776,0.025177785080563893,0.029167350516083813,0.7199763718319492
