TIMESTAMP,PZETH_OPEN_PRICE_USD,PZETH_HIGH_PRICE_USD,PZETH_LOW_PRICE_USD,PZETH_CLOSE_PRICE_USD,PZETH_VOLUME_USD,PZETH_DIVIDENDS_USD,PZETH_STOCK_SPLITS_USD
2024-07-19 00:00:00+00:00,3995.600341796875,4141.9423828125,3991.70361328125,4117.9228515625,12846,0.0,0.0
2024-07-20 00:00:00+00:00,4117.9228515625,4152.36328125,4087.670654296875,4132.3740234375,134197,0.0,0.0
2024-07-21 00:00:00+00:00,4132.3740234375,4143.9892578125,4090.146484375,4143.9892578125,205762,0.0,0.0
2024-07-22 00:00:00+00:00,4139.63037109375,4154.51806640625,4033.490478515625,4040.45849609375,478472,0.0,0.0
2024-07-23 00:00:00+00:00,4040.45849609375,4147.29638671875,4005.316162109375,4087.351806640625,72224,0.0,0.0
2024-07-24 00:00:00+00:00,4087.351806640625,4088.900146484375,3899.089111328125,3912.05615234375,218988,0.0,0.0
2024-07-25 00:00:00+00:00,3912.05615234375,3918.644287109375,3642.538330078125,3724.365478515625,206851,0.0,0.0
2024-07-26 00:00:00+00:00,3724.365478515625,3855.2236328125,3724.365478515625,3847.1484375,129744,0.0,0.0
2024-07-27 00:00:00+00:00,3847.1484375,3898.341796875,3789.37060546875,3823.0341796875,66497,0.0,0.0
2024-07-28 00:00:00+00:00,3823.0341796875,3850.801513671875,3763.2666015625,3841.338134765625,449294,0.0,0.0
2024-07-29 00:00:00+00:00,3841.338134765625,3982.678466796875,3838.91455078125,3896.2236328125,687300,0.0,0.0
2024-07-30 00:00:00+00:00,3896.2236328125,3926.510009765625,3833.19970703125,3847.232666015625,35874,0.0,0.0
2024-07-31 00:00:00+00:00,3847.232666015625,3903.357421875,3787.2734375,3793.438232421875,33253,0.0,0.0
2024-08-01 00:00:00+00:00,3793.438232421875,3795.828857421875,3633.99462890625,3633.99462890625,18891,0.0,0.0
2024-08-02 00:00:00+00:00,3758.838623046875,3758.838623046875,3489.548828125,3501.97119140625,160392,0.0,0.0
2024-08-03 00:00:00+00:00,3501.97119140625,3535.08349609375,3359.35400390625,3406.144775390625,179967,0.0,0.0
2024-08-04 00:00:00+00:00,3406.144775390625,3426.726806640625,3161.39111328125,3217.432861328125,224026,0.0,0.0
2024-08-05 00:00:00+00:00,3169.359619140625,3169.359619140625,2572.677734375,2838.73046875,3035078,0.0,0.0
2024-08-06 00:00:00+00:00,2838.73046875,2978.102783203125,2833.552734375,2892.630126953125,809079,0.0,0.0
2024-08-07 00:00:00+00:00,2879.6279296875,2981.25439453125,2736.23974609375,2757.135986328125,915304,0.0,0.0
2024-08-08 00:00:00+00:00,2757.135986328125,3160.535888671875,2757.135986328125,3160.535888671875,1209040,0.0,0.0
2024-08-09 00:00:00+00:00,3160.68994140625,3161.8271484375,3054.02978515625,3064.154296875,59518,0.0,0.0
2024-08-10 00:00:00+00:00,3064.154296875,3094.84326171875,3044.642578125,3063.2275390625,92971,0.0,0.0
2024-08-11 00:00:00+00:00,3063.2275390625,3143.57763671875,2998.47509765625,3006.451416015625,26640,0.0,0.0
2024-08-12 00:00:00+00:00,3006.451416015625,3166.110107421875,2980.61669921875,3166.110107421875,16671,0.0,0.0
2024-08-13 00:00:00+00:00,3166.110107421875,3168.42431640625,3084.853515625,3147.728515625,86199,0.0,0.0
2024-08-14 00:00:00+00:00,3147.728515625,3185.018310546875,3113.9072265625,3118.6083984375,45364,0.0,0.0
2024-08-15 00:00:00+00:00,3131.374267578125,3136.36474609375,3024.848876953125,3025.548095703125,8595,0.0,0.0
2024-08-16 00:00:00+00:00,3022.263916015625,3087.85107421875,3018.393798828125,3059.17626953125,21543,0.0,0.0
2024-08-17 00:00:00+00:00,3050.25927734375,3081.456298828125,3048.812744140625,3069.368896484375,9854,0.0,0.0
2024-08-18 00:00:00+00:00,3070.433837890625,3138.791748046875,3062.619140625,3096.817626953125,74837,0.0,0.0
2024-08-19 00:00:00+00:00,3096.817626953125,3112.253173828125,3039.117431640625,3084.6884765625,22676,0.0,0.0
2024-08-20 00:00:00+00:00,3100.980224609375,3168.211669921875,3024.416748046875,3040.55078125,4102733,0.0,0.0
2024-08-21 00:00:00+00:00,3032.231689453125,3084.204345703125,3016.5390625,3078.795654296875,81626,0.0,0.0
2024-08-22 00:00:00+00:00,3078.468505859375,3107.93310546875,3065.8125,3091.748046875,23731,0.0,0.0
2024-08-23 00:00:00+00:00,3090.806884765625,3247.140625,3060.174560546875,3247.140625,2887209,0.0,0.0
2024-08-24 00:00:00+00:00,3232.866455078125,3297.862548828125,3232.16162109375,3241.927001953125,207507,0.0,0.0
2024-08-25 00:00:00+00:00,3256.208251953125,3263.723388671875,3223.802001953125,3231.037109375,51782,0.0,0.0
2024-08-26 00:00:00+00:00,3231.037109375,3241.422607421875,3174.82275390625,3185.068359375,292131,0.0,0.0
2024-08-27 00:00:00+00:00,3182.708251953125,3190.168212890625,2868.6005859375,2885.402099609375,422141,0.0,0.0
2024-08-28 00:00:00+00:00,2885.402099609375,2985.564453125,2865.3974609375,2968.599853515625,277129,0.0,0.0
2024-08-29 00:00:00+00:00,2968.599853515625,3020.193359375,2967.89306640625,2977.39208984375,192151,0.0,0.0
2024-08-30 00:00:00+00:00,2977.39208984375,2977.39208984375,2900.655517578125,2968.13037109375,72329,0.0,0.0
2024-08-31 00:00:00+00:00,2968.13037109375,2971.432861328125,2936.762939453125,2959.935302734375,487030,0.0,0.0
2024-09-01 00:00:00+00:00,2959.935302734375,2959.935302734375,2894.623046875,2909.37353515625,139541,0.0,0.0
2024-09-02 00:00:00+00:00,2909.37353515625,2993.56982421875,2873.0498046875,2993.56982421875,27777,0.0,0.0
2024-09-03 00:00:00+00:00,2990.47998046875,2990.47998046875,2883.634765625,2883.634765625,139165,0.0,0.0
2024-09-04 00:00:00+00:00,2883.634765625,2898.9775390625,2818.947265625,2898.974365234375,9420,0.0,0.0
2024-09-05 00:00:00+00:00,2899.34033203125,2899.34033203125,2781.43701171875,2782.02783203125,398331,0.0,0.0
2024-09-06 00:00:00+00:00,2782.02783203125,2815.5244140625,2592.464599609375,2607.276611328125,978582,0.0,0.0
2024-09-07 00:00:00+00:00,2607.276611328125,2694.308837890625,2607.276611328125,2670.9365234375,69544,0.0,0.0
2024-09-08 00:00:00+00:00,2670.9365234375,2710.53076171875,2670.9365234375,2689.982177734375,245896,0.0,0.0
2024-09-09 00:00:00+00:00,2704.2158203125,2758.006591796875,2699.955078125,2753.6962890625,185338,0.0,0.0
2024-09-10 00:00:00+00:00,2753.6962890625,2772.1005859375,2738.337646484375,2772.1005859375,38791,0.0,0.0
2024-09-11 00:00:00+00:00,2772.100830078125,2786.1474609375,2728.90673828125,2759.476318359375,338313,0.0,0.0
2024-09-12 00:00:00+00:00,2759.476318359375,2778.291748046875,2740.305908203125,2772.005126953125,14570,0.0,0.0
2024-09-13 00:00:00+00:00,2772.005126953125,2853.935791015625,2756.021728515625,2853.9345703125,196770,0.0,0.0
2024-09-14 00:00:00+00:00,2858.872802734375,2858.872802734375,2831.345947265625,2839.8486328125,92610,0.0,0.0
2024-09-15 00:00:00+00:00,2839.8486328125,2844.7109375,2760.774658203125,2761.363037109375,191710,0.0,0.0
