,ANT,ARK,BTC,BTS,CON,DCR,DGB,DOGE,ETC,ETH,FIRO,GNO,KMD,LSK,MAID,MONA,QTUM,RLC,SC,STEEM,SYS,USDT,VERI,XEM,XRP,XWC,ZEN
ANT,1.0,0.4754360703188998,0.5064809669163026,0.4350899505682546,0.11961367193888636,0.4127732084681697,0.473845500414433,0.2367240637774653,0.45384430663149206,0.5784725808225971,0.4154085293781039,0.40880538125267235,0.45940239293372226,0.4950129354807821,0.40170397203336006,0.30321522882071,0.4973591299604844,0.4280444426921375,0.4864689311426265,0.42149572784464256,0.3915896319401369,0.027386175868898452,0.20126227603324975,0.4141337023622877,0.4321298167969449,0.06093575601142084,0.4674787215407224
ARK,0.4754360703188998,1.0,0.5208412393220143,0.47554818147153816,0.16523141886672726,0.4853925774185158,0.4882026947427145,0.24896033585310268,0.5065537460145682,0.604827427500228,0.4372641676487279,0.45543330668183607,0.5839445125959404,0.6234072472198903,0.38681683916920717,0.34673004512360617,0.5226575191849643,0.4644046981106533,0.5584574494342399,0.5672418132542278,0.44549124004854995,-0.04079629589151559,0.2322140480274829,0.46583276347409813,0.4484637861698267,0.0807801191946787,0.4888419793964227
BTC,0.5064809669163026,0.5208412393220143,1.0,0.5446741897955454,0.13225457253939987,0.6096211717518997,0.6032861807218914,0.35769025026747076,0.6010067858181508,0.767797492619459,0.4740851403512411,0.545322163406796,0.5333811781791667,0.5893787337121613,0.5110076184851345,0.43525540472307706,0.6147113429019734,0.482827564184151,0.6018643000965767,0.5437873559504738,0.44924139422607934,0.024593565255139605,0.31095219225460746,0.4573729947978567,0.5078655685663297,0.10582563855419805,0.5244033437502386
BTS,0.4350899505682546,0.47554818147153816,0.5446741897955454,1.0,0.09899896030591192,0.47503355992628116,0.5353643155051288,0.3210461614197172,0.5381152350881622,0.5803149765804028,0.4807786174886819,0.4065169529538448,0.47312473489259665,0.5289528032271269,0.39883866610879015,0.33479354639745357,0.5449906813981125,0.4460872091366239,0.5683618530545358,0.4628793295543912,0.36960139248878193,-0.030148738900353075,0.22140670392079376,0.44782567569285747,0.4948879582029474,0.042333403982032426,0.46523113282677725
CON,0.11961367193888636,0.16523141886672726,0.13225457253939987,0.09899896030591192,1.0,0.11779844960386004,0.1234916357334958,0.04664930384922658,0.1140200500408599,0.14534193426129668,0.09451794173644167,0.08978667491429339,0.09398023423216034,0.13693183584157903,0.10724240325025358,0.045572121779316445,0.1502495615172706,0.09353336608753506,0.15799243636095095,0.12186870297865794,0.12268437855776039,0.0722282590581495,0.060616787418315034,0.14045832519412163,0.10368810728175469,0.014516367466825747,0.1124420844071931
DCR,0.4127732084681697,0.4853925774185158,0.6096211717518997,0.47503355992628116,0.11779844960386004,1.0,0.5018996479851726,0.27049369500538184,0.5225103897375865,0.6279257950318589,0.40064461449627187,0.46492427730744773,0.47045000624296085,0.5160031435088815,0.4080646872588556,0.3547172461430633,0.5141141668032396,0.45213732257203454,0.5136218389581092,0.46641835341018223,0.4001835050038986,0.005994397997844436,0.20924832883126782,0.44594805406850374,0.43342326557896266,0.053213437599913614,0.4664926491434039
DGB,0.473845500414433,0.4882026947427145,0.6032861807218914,0.5353643155051288,0.1234916357334958,0.5018996479851726,1.0,0.337027693729124,0.5152170924867779,0.6150487381328912,0.4470392672711665,0.4590522669260493,0.49045490987566676,0.52727443976494,0.3943725211118484,0.35816071951800305,0.5314765384889687,0.45649663516771777,0.6644319197177938,0.4410664523874947,0.4320102346265909,0.0024981315994327064,0.2322315282555484,0.4681654386979413,0.4933212941010637,0.06999297318524933,0.5041658300593821
DOGE,0.2367240637774653,0.24896033585310268,0.35769025026747076,0.3210461614197172,0.04664930384922658,0.27049369500538184,0.337027693729124,1.0,0.35926513811396055,0.32546749320865,0.21123477464020335,0.24331305673126175,0.25666921373467816,0.2993952704877117,0.2209966148503914,0.19415997096436216,0.3045572260240642,0.23481983194061964,0.45700303297369327,0.22847166194358565,0.21271957861764315,-0.006667381882230202,0.12424582288478962,0.23713031154507347,0.26513611768348805,0.035872517229216715,0.3045596030087796
ETC,0.45384430663149206,0.5065537460145682,0.6010067858181508,0.5381152350881622,0.1140200500408599,0.5225103897375865,0.5152170924867779,0.35926513811396055,1.0,0.7093623185948162,0.47646873269362006,0.5134457160762614,0.5223704821850287,0.605130862984261,0.41433007936033533,0.39785690045141403,0.6724704289409728,0.48269675313449134,0.5456770644420325,0.4977643469727704,0.4180220350058989,-0.03517873955740555,0.22035927730145352,0.4873635842297935,0.5269371444286352,0.06663887761095125,0.5406842325919289
ETH,0.5784725808225971,0.604827427500228,0.767797492619459,0.5803149765804028,0.14534193426129668,0.6279257950318589,0.6150487381328912,0.32546749320865,0.7093623185948162,1.0,0.5286467015494859,0.6761486739591482,0.5796160187112096,0.647483337565103,0.5077398899043535,0.43599801307494773,0.6797573396045952,0.5538167005987548,0.6082534963640797,0.5592769322612792,0.49007175834429684,-0.008565150697662987,0.3452188584211717,0.5450039340514445,0.6038095531032676,0.0817729386569496,0.5939185822913114
