,ANT,ARK,BTC,BTS,CON,DCR,DGB,DOGE,ETC,ETH,FIRO,GNO,KMD,LSK,MAID,MONA,QTUM,RLC,SC,STEEM,SYS,USDT,VERI,XEM,XRP,XWC,ZEN
ANT,1.0,0.5873309645654088,0.6022324937033185,0.597073803058453,-0.06497591318367457,0.578101149523296,0.5782916314356565,0.32449405465329517,0.5613705456093772,0.6552216744256238,0.47853324068070463,0.5055097442702629,0.6025075972548994,0.6092900392005585,0.43133002447092844,0.43949558055553645,0.5847232875171441,0.5518166892998964,0.5904729780820146,0.5650650104724961,0.5568862460830427,0.26977071851778445,0.22958734663573432,0.5760043827136898,0.513233553303956,0.12858859475392906,0.5902998373131604
ARK,0.5873309645654088,1.0,0.6409362089377078,0.6399662029421966,-0.045807021846417294,0.6561687426926571,0.6271631999667626,0.3606517643899638,0.6206758474537089,0.6907360200974799,0.5386088309054624,0.5708171839857556,0.7216314971691973,0.741114801100765,0.49135575083774186,0.5131311177776587,0.6418374277919656,0.6010929004896077,0.6862948620120494,0.7084546569447374,0.6163277004516187,0.2755429770017247,0.28663269907348016,0.6523600566946722,0.560547416221026,0.13468240656834238,0.6274689792842509
BTC,0.6022324937033185,0.6409362089377078,1.0,0.6762477962244824,-0.017878549573000828,0.7346900105926476,0.6995032433952967,0.422294721385897,0.6829780367094103,0.8003789153898678,0.5342535478009274,0.6259953988266109,0.6505540848846637,0.6875352485968336,0.5202068118459573,0.5723129105518056,0.6623978250290522,0.5963361487223047,0.672834266456842,0.6285907564364763,0.6133851484622864,0.33950306249710577,0.3078831186939926,0.6170120460528525,0.591514868259374,0.14275583080727308,0.6385381575765839
BTS,0.597073803058453,0.6399662029421966,0.6762477962244824,1.0,-0.040203849406418954,0.6527779033607424,0.6728395152418232,0.399071888180275,0.67302839714096,0.7206217231268419,0.5787365800149029,0.5794158520829764,0.6714215954743746,0.676872125649935,0.4795139330809548,0.5096542934525834,0.6993199582209603,0.5853030558909433,0.6724934513545986,0.6355163970798181,0.586651148641327,0.2880196421657076,0.389164905167611,0.6505617634062907,0.6437185867223035,0.13360772797441253,0.6309616492980336
CON,-0.06497591318367457,-0.045807021846417294,-0.017878549573000828,-0.040203849406418954,1.0,-0.015504960084791854,-0.0520185647662434,-0.027727937276079882,-0.05498301818415153,-0.027586562279311097,-0.04133759363266498,-0.06633741771095644,-0.04654717515031569,-0.013501604954201853,-0.009801289486281048,-0.020136314646491946,-0.05133820396216589,-0.04426332867654044,-0.05087867112369459,-0.04360864064285548,-0.08789338091698325,0.008170462011092679,-0.007906421603453043,-0.020244090708909094,-0.039591333305455265,0.0011056618690946543,-0.06368324026965595
DCR,0.578101149523296,0.6561687426926571,0.7346900105926476,0.6527779033607424,-0.015504960084791854,1.0,0.6554067881614969,0.37973323333889963,0.6487561877852662,0.7322359441615239,0.5106441503294997,0.5947880731186653,0.643325287824757,0.6694823241036606,0.4804982882228659,0.5144590805442989,0.6447912717979614,0.6078900870283276,0.6526787999474007,0.624147584608941,0.5916496183592943,0.2985078705069399,0.25726301654500067,0.6308665641934166,0.5528021116011766,0.12608381010235736,0.6317387519198758
DGB,0.5782916314356565,0.6271631999667626,0.6995032433952967,0.6728395152418232,-0.0520185647662434,0.6554067881614969,1.0,0.4479228893948061,0.6371519859382921,0.6998012925769704,0.5042714675900486,0.5779165325344403,0.6379674657850286,0.6638360011059479,0.4525416296727412,0.4871154663055444,0.6424119084683317,0.5760887345893475,0.758146263100982,0.5829139154305432,0.5905265239358936,0.2942254717479707,0.2618865953724339,0.6286629226722356,0.5756434362259717,0.11604099227032515,0.6450732582808689
DOGE,0.32449405465329517,0.3606517643899638,0.422294721385897,0.399071888180275,-0.027727937276079882,0.37973323333889963,0.4479228893948061,1.0,0.43049085059485603,0.40679156678847594,0.3056348315474183,0.31315446903558497,0.37666423852468156,0.3999378998378999,0.2704598656199761,0.29832828016621815,0.38459226368756755,0.34437281933061836,0.5272684696949445,0.3463177646067806,0.3322861817867559,0.15657635479605325,0.17793411213914145,0.36858382516869037,0.3728421643577587,0.06941072848911772,0.41178057482705505
ETC,0.5613705456093772,0.6206758474537089,0.6829780367094103,0.67302839714096,-0.05498301818415153,0.6487561877852662,0.6371519859382921,0.43049085059485603,1.0,0.7584909575236846,0.535660632049091,0.5817738879262241,0.64014982113736,0.700404565815367,0.43163739090344433,0.5216813168045219,0.7463982738142186,0.5820223651740287,0.6449043987203714,0.6227625491575788,0.590692943249565,0.2630688438621788,0.2589458697778838,0.6242379870654728,0.6141629677791581,0.11402493766062255,0.648753438676954
ETH,0.6552216744256238,0.6907360200974799,0.8003789153898678,0.7206217231268419,-0.027586562279311097,0.7322359441615239,0.6998012925769704,0.40679156678847594,0.7584909575236846,1.0,0.579084699959531,0.7311562982304989,0.6875313475148245,0.7309151425777685,0.5153369305371007,0.5487833689225015,0.7429372088632468,0.6502021402424495,0.6834387431628965,0.6591563413959608,0.6360896328527841,0.31135673715239176,0.32950170600900736,0.6936719548035374,0.6666557065379333,0.11995580131452303,0.6912237757794981
FIRO,0.47853324068070463,0.5386088309054624,0.5342535478009274,0.5787365800149029,-0.04133759363266498,0.5106441503294997,0.5042714675900486,0.3056348315474183,0.535660632049091,0.579084699959531,1.0,0.4742926308708679,0.5313479185294936,0.5728773673621473,0.366587431374041,0.42525679944330125,0.5294462918383809,0.48198859565038693,0.5095931636147821,0.5174855471998817,0.47902225239591745,0.22684466076358334,0.21879145420312637,0.5046170008007751,0.47540144843162074,0.09903110814850889,0.5330081864708438
GNO,0.5055097442702629,0.5708171839857556,0.6259953988266109,0.5794158520829764,-0.06633741771095644,0.5947880731186653,0.5779165325344403,0.31315446903558497,0.5817738879262241,0.7311562982304989,0.4742926308708679,1.0,0.5473532537713381,0.6075377314957859,0.40411896036172634,0.4264192735186929,0.5722652635852151,0.5398063784222941,0.566903967611563,0.5314415723613236,0.4989698527111279,0.2689362992828998,0.2577859245625934,0.5560699665450517,0.5116772589997083,0.11053842569596276,0.5438609701311179
