,ANT,ARK,BTC,BTS,CON,DCR,DGB,DOGE,ETC,ETH,FIRO,GNO,KMD,LSK,MAID,MONA,QTUM,RLC,SC,STEEM,SYS,USDT,VERI,XEM,XRP,XWC,ZEN
ANT,1.0,0.46310629228338984,0.5020070417784311,0.4397009262587968,0.11739983125423203,0.40783476327606477,0.4718651304456957,0.2032887432722869,0.4485650030015901,0.5725904331503575,0.40702338095736457,0.40276856827326657,0.45191746224267,0.4898891084348015,0.4062039382809584,0.2991791277662111,0.4929819828479061,0.425517615857407,0.48328629587761257,0.41257377943460655,0.3947273428592486,0.0376450998053211,0.20320597133972795,0.4082787610211506,0.42754349529608104,0.07239855872702364,0.4690294032091399
ARK,0.46310629228338984,1.0,0.5151069871444016,0.4825436589791828,0.16155121476545234,0.4837622478117147,0.4881734990888629,0.2165184119758199,0.5073785867351269,0.6025046312200119,0.4373127114008073,0.4536882368204781,0.5777356135185889,0.6285077222252373,0.38778909068822287,0.3464666055636631,0.52062220451484,0.46464148026579716,0.5534203310436265,0.5627214150385148,0.4492246615358028,-0.031441200060354856,0.2383000980679242,0.45613468967614396,0.4490939789360481,0.08113811700037873,0.48803043478706065
BTC,0.5020070417784311,0.5151069871444016,1.0,0.5451629992503627,0.13451251906674092,0.6096556659726575,0.6013060107719568,0.3191539352568977,0.5993594112432231,0.7687372847635452,0.4680660979134347,0.5434359273182149,0.5343317239512941,0.5916185451492572,0.5131515704848054,0.43545035527514936,0.6096995099267771,0.4861681556506542,0.6041502809831608,0.5442681648495891,0.4544556656578318,0.05325104454286606,0.3138119012689887,0.43793352604194624,0.5096797965514372,0.11405037103121342,0.5192504925869128
BTS,0.4397009262587968,0.4825436589791828,0.5451629992503627,1.0,0.10117780613719701,0.4808710598437972,0.5420794217613311,0.2647288310291936,0.5420771629339174,0.5830480625343227,0.4866336929760199,0.41242774661906056,0.47342992411742335,0.5316679749772473,0.40253782175220204,0.33466800829323096,0.5495995454852626,0.45581008399813305,0.5556246391466483,0.4705704901637496,0.38237907318386083,0.00028046262671394846,0.21879138095136894,0.4380697311379798,0.49747348141634073,0.0439533458349003,0.4691094868008259
CON,0.11739983125423203,0.16155121476545234,0.13451251906674092,0.10117780613719701,1.0,0.1212238672869331,0.12174317873880963,0.038604461152860745,0.11250540346018084,0.14578735133747703,0.09527711644246149,0.09145924866226497,0.09101698948534108,0.13753910979605732,0.10598630118101814,0.04835005291194758,0.1499611102161239,0.09331032584249782,0.150679619902352,0.1193118426545416,0.12105115405788236,0.08003389273755031,0.06238955646322483,0.14018162239906543,0.10422525532968258,0.02096818146735245,0.11128043123314556
DCR,0.40783476327606477,0.4837622478117147,0.6096556659726575,0.4808710598437972,0.1212238672869331,1.0,0.5041086829803849,0.22021925791541203,0.5203340111204539,0.6276997567873305,0.3999211856484418,0.4637261667231346,0.46598102372364425,0.5156276485031579,0.41018322183628253,0.35589603699811434,0.5135309468628128,0.4535807245806835,0.5059896723852735,0.46401339989911533,0.40586820048858796,0.027667371625485465,0.2118859773027593,0.4304374820572279,0.42826704394924536,0.05542455089477616,0.46817939552640564
DGB,0.4718651304456957,0.4881734990888629,0.6013060107719568,0.5420794217613311,0.12174317873880963,0.5041086829803849,1.0,0.2899758575981439,0.5128734925697032,0.6142254601484711,0.44632451009230445,0.459423891488129,0.49087034459474066,0.5278299932963946,0.4017091566153874,0.359457203353193,0.530040656507385,0.45869890696017346,0.6669735667645794,0.44613967215907413,0.43594796894324045,0.02316905586379621,0.2360581841995044,0.4513305187734342,0.4921079628521022,0.07195161740805894,0.49937375020393704
DOGE,0.2032887432722869,0.2165184119758199,0.3191539352568977,0.2647288310291936,0.038604461152860745,0.22021925791541203,0.2899758575981439,1.0,0.3108949498954136,0.28603711167558055,0.16502044633845897,0.2107479311186015,0.2283802655068639,0.25922727305679705,0.1998706745778018,0.16876927275619577,0.2569801028073729,0.19723304005024125,0.443780080538257,0.1927896054505203,0.17430465416481203,0.0032054436240294354,0.11642644559789313,0.19614360651430443,0.2265534961438595,0.033273683199907096,0.2792898713764918
ETC,0.4485650030015901,0.5073785867351269,0.5993594112432231,0.5420771629339174,0.11250540346018084,0.5203340111204539,0.5128734925697032,0.3108949498954136,1.0,0.7088873502573799,0.47584239110269455,0.5069874990729358,0.5231621909587411,0.6024792016690634,0.41542569905817445,0.3958715304552301,0.673925833991326,0.4834733084908426,0.5450172229492949,0.49614791627144894,0.4232807478654086,-0.03046977378841518,0.2242038388330086,0.4688467674093632,0.5286193863416815,0.06617478071357523,0.5398266378805227
ETH,0.5725904331503575,0.6025046312200119,0.7687372847635452,0.5830480625343227,0.14578735133747703,0.6276997567873305,0.6142254601484711,0.28603711167558055,0.7088873502573799,1.0,0.5248129621996331,0.6691526527639693,0.5774784605383494,0.6451244039175901,0.5073400656674458,0.436540630957806,0.679523799894732,0.5580133285426568,0.6059197842256763,0.5577611707136343,0.494245680216552,-0.0012500692976036975,0.3453657697851221,0.5273166567544487,0.6034620439946197,0.08393725281318451,0.5946111538032552
FIRO,0.40702338095736457,0.4373127114008073,0.4680660979134347,0.4866336929760199,0.09527711644246149,0.3999211856484418,0.44632451009230445,0.16502044633845897,0.47584239110269455,0.5248129621996331,1.0,0.38010169002281785,0.40547519037437896,0.5057657068170686,0.34380836537319526,0.3168930333164495,0.47311707089352223,0.40993399762194105,0.42464846047836957,0.387770022980228,0.36323302726587964,-0.01887083158072288,0.20115078571831607,0.36154350176563405,0.4342035372053883,0.04995731303966826,0.4454605406370389
GNO,0.40276856827326657,0.4536882368204781,0.5434359273182149,0.41242774661906056,0.09145924866226497,0.4637261667231346,0.459423891488129,0.2107479311186015,0.5069874990729358,0.6691526527639693,0.38010169002281785,1.0,0.39723467432221204,0.48320256052113125,0.37511915152437636,0.337948942517711,0.49514458558353647,0.4240815066589957,0.475693447721035,0.3901261524325809,0.35811893103595516,-0.039364973087751984,0.23704700746551052,0.38007338717417993,0.3929490556290522,0.07672888114538585,0.43907391602266144
KMD,0.45191746224267,0.5777356135185889,0.5343317239512941,0.47342992411742335,0.09101698948534108,0.46598102372364425,0.49087034459474066,0.2283802655068639,0.5231621909587411,0.5774784605383494,0.40547519037437896,0.39723467432221204,1.0,0.5883291669818174,0.3989208604630088,0.36600073746832196,0.5577222656312099,0.4589116321488782,0.5279296481536435,0.5333355796361885,0.4396468046217394,0.008283282068029764,0.22500257534962917,0.4144632827738803,0.4948621176574067,0.07028026316153059,0.4787331747615805
LSK,0.4898891084348015,0.6285077222252373,0.5916185451492572,0.5316679749772473,0.13753910979605732,0.5156276485031579,0.5278299932963946,0.25922727305679705,0.6024792016690634,0.6451244039175901,0.5057657068170686,0.48320256052113125,0.5883291669818174,1.0,0.4305692048686417,0.41818655171192726,0.6322934243454653,0.5251280797246786,0.5981207659269462,0.5424074775644676,0.4550558379790271,0.0023541284215500297,0.2566728848277021,0.48893207720388804,0.5099517269134098,0.06970268731369378,0.5394358754785704
MAID,0.4062039382809584,0.38778909068822287,0.5131515704848054,0.40253782175220204,0.10598630118101814,0.41018322183628253,0.4017091566153874,0.1998706745778018,0.41542569905817445,0.5073400656674458,0.34380836537319526,0.37511915152437636,0.3989208604630088,0.4305692048686417,1.0,0.26685385618787294,0.409772144862986,0.34605962214896624,0.4016534707065371,0.3590723455031784,0.3310377141315535,0.01569768191415148,0.2114093899972806,0.35090996774506983,0.39620157034135206,0.07666766542246657,0.38694561410352146
MONA,0.2991791277662111,0.3464666055636631,0.43545035527514936,0.33466800829323096,0.04835005291194758,0.35589603699811434,0.359457203353193,0.16876927275619577,0.3958715304552301,0.436540630957806,0.3168930333164495,0.337948942517711,0.36600073746832196,0.41818655171192726,0.26685385618787294,1.0,0.4076970939994324,0.31237951163479183,0.3700391060280185,0.33929149633137506,0.294753131629772,-0.02726288109659429,0.1747288320831896,0.323729087381625,0.3495818014870938,0.05516607338991107,0.3469662031299157
QTUM,0.4929819828479061,0.52062220451484,0.6096995099267771,0.5495995454852626,0.1499611102161239,0.5135309468628128,0.530040656507385,0.2569801028073729,0.673925833991326,0.679523799894732,0.47311707089352223,0.49514458558353647,0.5577222656312099,0.6322934243454653,0.409772144862986,0.4076970939994324,1.0,0.49121218949667705,0.5592995884642427,0.527697055063691,0.4445742410987913,0.02061734296294194,0.23882177960033435,0.4900754745179588,0.5611271709263158,0.07204918829362987,0.5357053907175947
RLC,0.425517615857407,0.46464148026579716,0.4861681556506542,0.45581008399813305,0.09331032584249782,0.4535807245806835,0.45869890696017346,0.19723304005024125,0.4834733084908426,0.5580133285426568,0.40993399762194105,0.4240815066589957,0.4589116321488782,0.5251280797246786,0.34605962214896624,0.31237951163479183,0.49121218949667705,1.0,0.45664749872136184,0.42382091835159125,0.4125180528634728,-0.0638883637140735,0.19486915503565883,0.3873623774463116,0.4319517764855023,0.07439373894596263,0.4463924634995642
SC,0.48328629587761257,0.5534203310436265,0.6041502809831608,0.5556246391466483,0.150679619902352,0.5059896723852735,0.6669735667645794,0.443780080538257,0.5450172229492949,0.6059197842256763,0.42464846047836957,0.475693447721035,0.5279296481536435,0.5981207659269462,0.4016534707065371,0.3700391060280185,0.5592995884642427,0.45664749872136184,1.0,0.499672704004445,0.44541961893221327,0.029886423793577234,0.23083828618954313,0.48167694658780963,0.4857807151226641,0.07773810264784908,0.5011599094215056
