,MSE,RMSE,MAE,MAPE,R2
0,0.015482450877851954,0.12442849704891543,0.10280340842194395,0.14653867314828323,-0.17210637414261498
1,0.004405196985399139,0.06637165799796732,0.054409817323177415,0.08367130216380976,-0.4961725557874854
2,0.03081376969998999,0.17553851343790625,0.12404204470477743,0.11511788985922924,0.2224780131156182
3,0.017029996748026598,0.13049902968231833,0.10719306220323332,0.09961635624136196,0.016562308934640946
4,0.005008145068365304,0.07076824901299526,0.053244629829945156,0.049262125016044045,-2.747688707992812
5,0.00835690461105765,0.09141610695636547,0.07943430346201663,0.07184675985963786,0.01995434712843347
6,0.009469442785429256,0.09731106198901159,0.0798931349166548,0.09242969177066705,-1.5648201839316176
7,0.005414068640413491,0.07358035498972189,0.05617750655970642,0.0817135192293352,0.2219650031398429
8,0.011103138296627743,0.10537143017264093,0.07578072806752499,0.09695545151264043,-0.8656829489423974
9,0.0018303941161154995,0.04278310549873045,0.037239015641658095,0.0473789217464649,0.0875621407361249
10,0.004225771356643619,0.06500593324184815,0.05824209162249663,0.08251802299419025,-0.02019288096009597
11,0.00613675924643984,0.07833747025810726,0.053882499722201604,0.12071445125417353,0.14936798003685092
Mean,0.009939669869363342,0.09345095085721068,0.07352852020627804,0.09064693039965312,-0.42906448822212595
