,MSE,RMSE,MAE,MAPE,R2
0,13697335.726165678,3700.991181584425,2969.121603289719,0.08479116251640034,-1.3382847149780668
1,12741101.63904828,3569.46797703079,2585.196647856194,0.07103026285669214,-0.33188506369622317
2,8589931.419971695,2930.8584783253687,2242.6653571552597,0.04891417067093642,0.16504027855356318
3,13219387.521452483,3635.8475657613153,3061.3123261082324,0.06763401393748457,-0.38641778714750097
4,29564998.081566684,5437.370511705698,4504.387124105743,0.0802444383958249,-0.19605986363837435
5,12764029.651288293,3572.6782182682355,2947.3732653416346,0.048996885172297756,0.010963414551843575
6,15476057.461360764,3933.962056421079,3161.5140475068383,0.06425667772170984,-1.1779611158920495
7,12682144.541296467,3561.199873820124,2908.6759369765155,0.07334725443055584,-0.08750175333180854
8,12166373.71395753,3488.0329290242557,2688.2432625207125,0.06583090847975731,-0.9487439172636627
9,11051894.439005338,3324.4389660520674,2686.717607409679,0.06330976752943121,-0.32042598983645076
10,5524866.989068435,2350.50356074362,1863.575695255431,0.045207455493091596,0.11644055035137535
11,11504259.628777007,3391.7929814151403,2380.97695616529,0.07694293856532913,-0.012175207753581274
Mean,13248531.734413221,3574.762025012677,2833.3133191409374,0.06587549464745925,-0.37558426417341134
