TIMESTAMP,ABSIMPSON_OPEN_PRICE_USD,ABSIMPSON_HIGH_PRICE_USD,ABSIMPSON_LOW_PRICE_USD,ABSIMPSON_CLOSE_PRICE_USD,ABSIMPSON_VOLUME_USD,ABSIMPSON_DIVIDENDS_USD,ABSIMPSON_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,,,,0.0,1935,0.0,0.0
2025-04-02 00:00:00+00:00,,,,0.0,1177,0.0,0.0
2025-04-03 00:00:00+00:00,,,,0.0,4035,0.0,0.0
2025-04-08 00:00:00+00:00,,,,0.0,618,0.0,0.0
2025-05-19 00:00:00+00:00,,,,0.0,5,0.0,0.0
2025-05-21 00:00:00+00:00,,,,0.0,6,0.0,0.0
2025-06-01 00:00:00+00:00,9.379599690256119e-14,9.379599690256119e-14,9.283899874996254e-14,9.28391342752341e-14,5,0.0,0.0
