TIMESTAMP,ARIA34144_OPEN_PRICE_USD,ARIA34144_HIGH_PRICE_USD,ARIA34144_LOW_PRICE_USD,ARIA34144_CLOSE_PRICE_USD,ARIA34144_VOLUME_USD,ARIA34144_DIVIDENDS_USD,ARIA34144_STOCK_SPLITS_USD
2024-12-01 00:00:00+00:00,1.700000029813964e-05,1.9999999494757503e-05,1.700000029813964e-05,1.700000029813964e-05,49747,0.0,0.0
2024-12-02 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.5999999959603883e-05,1.700000029813964e-05,41048,0.0,0.0
2024-12-03 00:00:00+00:00,1.700000029813964e-05,2.700000004551839e-05,1.5999999959603883e-05,2.700000004551839e-05,44362,0.0,0.0
2024-12-04 00:00:00+00:00,2.700000004551839e-05,4.3000000005122274e-05,2.700000004551839e-05,4.199999966658652e-05,51075,0.0,0.0
2024-12-05 00:00:00+00:00,4.199999966658652e-05,0.00013499999477062374,4.099999932805076e-05,8.299999899463728e-05,141806,0.0,0.0
2024-12-06 00:00:00+00:00,8.399999933317304e-05,9.500000305706635e-05,8.399999933317304e-05,8.499999967170879e-05,43172,0.0,0.0
2024-12-07 00:00:00+00:00,8.499999967170879e-05,9.100000170292333e-05,8.199999865610152e-05,8.900000102585182e-05,47062,0.0,0.0
2024-12-08 00:00:00+00:00,8.900000102585182e-05,8.900000102585182e-05,8.399999933317304e-05,8.499999967170879e-05,13239,0.0,0.0
2024-12-09 00:00:00+00:00,8.499999967170879e-05,8.900000102585182e-05,7.79999973019585e-05,8.199999865610152e-05,17476,0.0,0.0
2024-12-10 00:00:00+00:00,8.199999865610152e-05,8.399999933317304e-05,7.400000322377309e-05,7.699999696342275e-05,21076,0.0,0.0
2024-12-11 00:00:00+00:00,7.699999696342275e-05,8.399999933317304e-05,7.699999696342275e-05,7.699999696342275e-05,17012,0.0,0.0
2024-12-12 00:00:00+00:00,7.699999696342275e-05,9.40000027185306e-05,7.699999696342275e-05,8.399999933317304e-05,40315,0.0,0.0
2024-12-13 00:00:00+00:00,8.399999933317304e-05,8.499999967170879e-05,8.199999865610152e-05,8.499999967170879e-05,16200,0.0,0.0
2024-12-14 00:00:00+00:00,8.499999967170879e-05,8.600000001024455e-05,7.79999973019585e-05,7.999999797903001e-05,36032,0.0,0.0
2024-12-15 00:00:00+00:00,7.999999797903001e-05,8.199999865610152e-05,7.200000254670158e-05,7.400000322377309e-05,60231,0.0,0.0
2024-12-16 00:00:00+00:00,7.400000322377309e-05,7.500000356230885e-05,6.900000153109431e-05,7.000000186963007e-05,79508,0.0,0.0
2024-12-17 00:00:00+00:00,7.000000186963007e-05,7.400000322377309e-05,6.900000153109431e-05,7.100000220816582e-05,72421,0.0,0.0
2024-12-18 00:00:00+00:00,7.100000220816582e-05,7.200000254670158e-05,5.400000009103678e-05,5.700000110664405e-05,164279,0.0,0.0
2024-12-19 00:00:00+00:00,5.700000110664405e-05,6.399999983841553e-05,5.400000009103678e-05,5.6000000768108293e-05,27613,0.0,0.0
2024-12-20 00:00:00+00:00,5.6000000768108293e-05,5.8000001445179805e-05,5.199999941396527e-05,5.700000110664405e-05,9722,0.0,0.0
2024-12-21 00:00:00+00:00,5.700000110664405e-05,5.999999848427251e-05,5.2999999752501026e-05,5.2999999752501026e-05,6647,0.0,0.0
2024-12-22 00:00:00+00:00,5.2999999752501026e-05,5.400000009103678e-05,5.0999999075429514e-05,5.199999941396527e-05,10408,0.0,0.0
2024-12-23 00:00:00+00:00,5.199999941396527e-05,5.700000110664405e-05,5.0999999075429514e-05,5.6000000768108293e-05,22733,0.0,0.0
2024-12-24 00:00:00+00:00,5.6000000768108293e-05,5.6000000768108293e-05,5.400000009103678e-05,5.6000000768108293e-05,29528,0.0,0.0
2024-12-25 00:00:00+00:00,5.6000000768108293e-05,5.8000001445179805e-05,5.500000042957254e-05,5.8000001445179805e-05,19430,0.0,0.0
2024-12-26 00:00:00+00:00,5.8000001445179805e-05,5.900000178371556e-05,5.400000009103678e-05,5.500000042957254e-05,22017,0.0,0.0
2024-12-27 00:00:00+00:00,5.500000042957254e-05,5.6000000768108293e-05,5.2999999752501026e-05,5.2999999752501026e-05,40264,0.0,0.0
