TIMESTAMP,TRAC25208_OPEN_PRICE_USD,TRAC25208_HIGH_PRICE_USD,TRAC25208_LOW_PRICE_USD,TRAC25208_CLOSE_PRICE_USD,TRAC25208_VOLUME_USD,TRAC25208_DIVIDENDS_USD,TRAC25208_STOCK_SPLITS_USD
2023-05-20 00:00:00+00:00,0.09549500048160553,0.1067110002040863,0.09203500300645828,0.0925849974155426,19486,0.0,0.0
2023-05-21 00:00:00+00:00,0.09303300082683563,0.12505699694156647,0.08404000103473663,0.0851759985089302,33607,0.0,0.0
2023-05-22 00:00:00+00:00,0.08511299639940262,0.09732799977064133,0.06595899909734726,0.06926199793815613,50018,0.0,0.0
2023-05-23 00:00:00+00:00,0.06926199793815613,0.07866699993610382,0.053001001477241516,0.055406998842954636,37200,0.0,0.0
2023-05-24 00:00:00+00:00,0.05540800094604492,0.058403000235557556,0.04600000008940697,0.051895998418331146,41456,0.0,0.0
2023-05-25 00:00:00+00:00,0.05178400129079819,0.08863800019025803,0.04831700026988983,0.07361999899148941,37089,0.0,0.0
2023-05-26 00:00:00+00:00,0.07423999905586243,0.07685700058937073,0.0636489987373352,0.06782499700784683,24411,0.0,0.0
2023-05-27 00:00:00+00:00,0.06772500276565552,0.06885600090026855,0.06331600248813629,0.06634899973869324,11315,0.0,0.0
2023-05-28 00:00:00+00:00,0.06628700345754623,0.10336100310087204,0.05906200036406517,0.07511399686336517,33053,0.0,0.0
2023-05-29 00:00:00+00:00,0.07512299716472626,0.0939989984035492,0.06497900187969208,0.07980599999427795,105617,0.0,0.0
2023-05-30 00:00:00+00:00,0.07972200214862823,0.08100699633359909,0.07538700103759766,0.0793519988656044,14309,0.0,0.0
2023-05-31 00:00:00+00:00,0.07935299724340439,0.08066999912261963,0.048023998737335205,0.0579259991645813,28675,0.0,0.0
2023-06-01 00:00:00+00:00,0.0579259991645813,0.06476700305938721,0.05500299856066704,0.060357000678777695,11382,0.0,0.0
2023-06-02 00:00:00+00:00,0.06049099937081337,0.08865900337696075,0.0597819983959198,0.07303299754858017,26512,0.0,0.0
