TIMESTAMP,OIIA_OPEN_PRICE_USD,OIIA_HIGH_PRICE_USD,OIIA_LOW_PRICE_USD,OIIA_CLOSE_PRICE_USD,OIIA_VOLUME_USD,OIIA_DIVIDENDS_USD,OIIA_STOCK_SPLITS_USD
2025-02-08 00:00:00+00:00,0.0009159999899566174,0.0010290000354871154,0.0008999999845400453,0.000977999996393919,1094,0.0,0.0
2025-02-09 00:00:00+00:00,0.000977999996393919,0.0010189999593421817,0.0008919999818317592,0.0009490000084042549,559,0.0,0.0
2025-02-10 00:00:00+00:00,0.0009490000084042549,0.0009670000290498137,0.0008060000254772604,0.0008410000009462237,1172,0.0,0.0
2025-02-11 00:00:00+00:00,0.0008410000009462237,0.0008679999737069011,0.0008079999824985862,0.0008089999901130795,341,0.0,0.0
2025-02-12 00:00:00+00:00,0.0008089999901130795,0.0008319999906234443,0.0005610000225715339,0.0006479999865405262,2871,0.0,0.0
2025-02-13 00:00:00+00:00,0.0006479999865405262,0.0008030000026337802,0.0004560000088531524,0.0004879999905824661,366705,0.0,0.0
2025-02-14 00:00:00+00:00,0.0004879999905824661,0.0004889999981969595,6.399999983841553e-05,8.900000102585182e-05,11128,0.0,0.0
2025-02-15 00:00:00+00:00,8.900000102585182e-05,9.500000305706635e-05,5.900000178371556e-05,5.900000178371556e-05,2556,0.0,0.0
2025-02-16 00:00:00+00:00,5.900000178371556e-05,7.100000220816582e-05,4.199999966658652e-05,4.999999873689376e-05,2137,0.0,0.0
2025-02-17 00:00:00+00:00,4.999999873689376e-05,4.999999873689376e-05,3.9999998989515007e-05,3.9999998989515007e-05,229,0.0,0.0
2025-02-18 00:00:00+00:00,3.9999998989515007e-05,4.199999966658652e-05,3.7999998312443495e-05,3.899999865097925e-05,296,0.0,0.0
2025-02-19 00:00:00+00:00,3.899999865097925e-05,4.099999932805076e-05,3.600000127335079e-05,4.099999932805076e-05,388,0.0,0.0
2025-02-20 00:00:00+00:00,4.099999932805076e-05,4.199999966658652e-05,3.899999865097925e-05,4.199999966658652e-05,136,0.0,0.0
2025-02-21 00:00:00+00:00,4.199999966658652e-05,5.400000009103678e-05,3.899999865097925e-05,5.2999999752501026e-05,540,0.0,0.0
2025-02-22 00:00:00+00:00,5.2999999752501026e-05,5.400000009103678e-05,4.099999932805076e-05,4.099999932805076e-05,554,0.0,0.0
2025-02-23 00:00:00+00:00,4.099999932805076e-05,4.400000034365803e-05,3.9999998989515007e-05,4.400000034365803e-05,114,0.0,0.0
2025-02-24 00:00:00+00:00,4.400000034365803e-05,4.400000034365803e-05,3.7999998312443495e-05,3.7999998312443495e-05,26,0.0,0.0
2025-02-25 00:00:00+00:00,3.7999998312443495e-05,3.7999998312443495e-05,3.5000000934815034e-05,3.5000000934815034e-05,103,0.0,0.0
2025-02-26 00:00:00+00:00,3.5000000934815034e-05,3.600000127335079e-05,2.9000000722589903e-05,2.9000000722589903e-05,226,0.0,0.0
2025-02-27 00:00:00+00:00,2.9000000722589903e-05,3.099999958067201e-05,2.9000000722589903e-05,3.099999958067201e-05,109,0.0,0.0
2025-02-28 00:00:00+00:00,3.099999958067201e-05,3.300000025774352e-05,3.099999958067201e-05,3.199999991920777e-05,108,0.0,0.0
2025-03-01 00:00:00+00:00,3.199999991920777e-05,3.7999998312443495e-05,3.199999991920777e-05,3.7000001611886546e-05,378,0.0,0.0
2025-03-02 00:00:00+00:00,3.7000001611886546e-05,5.6000000768108293e-05,3.5000000934815034e-05,5.0999999075429514e-05,612,0.0,0.0
2025-03-03 00:00:00+00:00,5.0999999075429514e-05,5.0999999075429514e-05,3.9999998989515007e-05,3.9999998989515007e-05,263,0.0,0.0
2025-03-04 00:00:00+00:00,3.9999998989515007e-05,3.9999998989515007e-05,3.400000059627928e-05,3.400000059627928e-05,0,0.0,0.0
2025-03-05 00:00:00+00:00,3.400000059627928e-05,3.5000000934815034e-05,3.400000059627928e-05,3.400000059627928e-05,0,0.0,0.0
2025-03-06 00:00:00+00:00,3.400000059627928e-05,3.899999865097925e-05,3.300000025774352e-05,3.400000059627928e-05,0,0.0,0.0
2025-03-07 00:00:00+00:00,3.400000059627928e-05,3.400000059627928e-05,3.300000025774352e-05,3.300000025774352e-05,0,0.0,0.0
2025-03-08 00:00:00+00:00,3.300000025774352e-05,3.300000025774352e-05,3.199999991920777e-05,3.199999991920777e-05,0,0.0,0.0
2025-03-09 00:00:00+00:00,3.199999991920777e-05,3.199999991920777e-05,2.9999999242136255e-05,2.9999999242136255e-05,0,0.0,0.0
2025-03-10 00:00:00+00:00,2.9999999242136255e-05,3.199999991920777e-05,2.8000000384054147e-05,2.8000000384054147e-05,216,0.0,0.0
2025-03-11 00:00:00+00:00,2.8000000384054147e-05,3.099999958067201e-05,2.8000000384054147e-05,2.9999999242136255e-05,0,0.0,0.0
2025-03-12 00:00:00+00:00,2.9999999242136255e-05,2.9999999242136255e-05,2.9999999242136255e-05,2.9999999242136255e-05,0,0.0,0.0
2025-03-13 00:00:00+00:00,2.9999999242136255e-05,3.5000000934815034e-05,2.9999999242136255e-05,2.9999999242136255e-05,0,0.0,0.0
2025-03-14 00:00:00+00:00,2.9999999242136255e-05,3.300000025774352e-05,2.9999999242136255e-05,3.300000025774352e-05,0,0.0,0.0
2025-03-15 00:00:00+00:00,3.300000025774352e-05,3.9999998989515007e-05,3.300000025774352e-05,3.899999865097925e-05,3,0.0,0.0
2025-03-16 00:00:00+00:00,3.899999865097925e-05,3.899999865097925e-05,3.5000000934815034e-05,3.5000000934815034e-05,0,0.0,0.0
2025-03-17 00:00:00+00:00,3.5000000934815034e-05,4.099999932805076e-05,3.5000000934815034e-05,3.899999865097925e-05,0,0.0,0.0
2025-03-18 00:00:00+00:00,3.899999865097925e-05,4.3000000005122274e-05,3.600000127335079e-05,4.3000000005122274e-05,0,0.0,0.0
2025-03-19 00:00:00+00:00,4.3000000005122274e-05,4.8999998398358e-05,4.3000000005122274e-05,4.8999998398358e-05,0,0.0,0.0
2025-03-20 00:00:00+00:00,4.8999998398358e-05,4.8999998398358e-05,3.899999865097925e-05,3.899999865097925e-05,0,0.0,0.0
2025-03-21 00:00:00+00:00,3.899999865097925e-05,3.899999865097925e-05,3.899999865097925e-05,3.899999865097925e-05,0,0.0,0.0
2025-03-22 00:00:00+00:00,3.899999865097925e-05,3.9999998989515007e-05,3.899999865097925e-05,3.9999998989515007e-05,0,0.0,0.0
2025-03-23 00:00:00+00:00,3.9999998989515007e-05,3.9999998989515007e-05,3.9999998989515007e-05,3.9999998989515007e-05,0,0.0,0.0
2025-03-24 00:00:00+00:00,3.9999998989515007e-05,3.9999998989515007e-05,3.9999998989515007e-05,3.9999998989515007e-05,0,0.0,0.0
2025-03-25 00:00:00+00:00,3.9999998989515007e-05,4.70000013592653e-05,3.9999998989515007e-05,4.5000000682193786e-05,144,0.0,0.0
2025-03-26 00:00:00+00:00,4.5000000682193786e-05,4.5000000682193786e-05,4.099999932805076e-05,4.099999932805076e-05,0,0.0,0.0
2025-03-27 00:00:00+00:00,4.099999932805076e-05,4.600000102072954e-05,3.9999998989515007e-05,4.5000000682193786e-05,0,0.0,0.0
2025-03-28 00:00:00+00:00,4.5000000682193786e-05,4.5000000682193786e-05,3.7000001611886546e-05,4.099999932805076e-05,0,0.0,0.0
2025-03-29 00:00:00+00:00,4.099999932805076e-05,4.099999932805076e-05,3.5000000934815034e-05,3.600000127335079e-05,112,0.0,0.0
2025-03-30 00:00:00+00:00,3.600000127335079e-05,3.7999998312443495e-05,3.400000059627928e-05,3.400000059627928e-05,0,0.0,0.0
2025-03-31 00:00:00+00:00,3.400000059627928e-05,3.400000059627928e-05,3.400000059627928e-05,3.400000059627928e-05,0,0.0,0.0
2025-04-01 00:00:00+00:00,3.400000059627928e-05,3.400000059627928e-05,3.400000059627928e-05,3.400000059627928e-05,0,0.0,0.0
2025-04-02 00:00:00+00:00,3.400000059627928e-05,3.9999998989515007e-05,3.300000025774352e-05,3.400000059627928e-05,0,0.0,0.0
2025-04-03 00:00:00+00:00,3.400000059627928e-05,3.400000059627928e-05,3.099999958067201e-05,3.099999958067201e-05,0,0.0,0.0
2025-04-04 00:00:00+00:00,3.099999958067201e-05,3.7000001611886546e-05,3.099999958067201e-05,3.7000001611886546e-05,0,0.0,0.0
2025-04-05 00:00:00+00:00,3.7000001611886546e-05,3.7000001611886546e-05,3.600000127335079e-05,3.600000127335079e-05,72,0.0,0.0
2025-04-06 00:00:00+00:00,3.600000127335079e-05,3.600000127335079e-05,3.300000025774352e-05,3.300000025774352e-05,0,0.0,0.0
2025-04-07 00:00:00+00:00,3.300000025774352e-05,3.300000025774352e-05,3.099999958067201e-05,3.300000025774352e-05,0,0.0,0.0
2025-04-08 00:00:00+00:00,3.300000025774352e-05,3.5000000934815034e-05,3.300000025774352e-05,3.5000000934815034e-05,0,0.0,0.0
2025-04-09 00:00:00+00:00,3.5000000934815034e-05,4.199999966658652e-05,3.5000000934815034e-05,4.199999966658652e-05,0,0.0,0.0
2025-04-10 00:00:00+00:00,4.199999966658652e-05,4.199999966658652e-05,4.099999932805076e-05,4.099999932805076e-05,0,0.0,0.0
2025-04-11 00:00:00+00:00,4.099999932805076e-05,4.5000000682193786e-05,4.099999932805076e-05,4.199999966658652e-05,226,0.0,0.0
2025-04-12 00:00:00+00:00,4.199999966658652e-05,5.700000110664405e-05,4.199999966658652e-05,4.999999873689376e-05,0,0.0,0.0
2025-04-13 00:00:00+00:00,4.999999873689376e-05,5.199999941396527e-05,4.70000013592653e-05,4.70000013592653e-05,0,0.0,0.0
2025-04-14 00:00:00+00:00,4.70000013592653e-05,4.8000001697801054e-05,4.70000013592653e-05,4.8000001697801054e-05,0,0.0,0.0
2025-04-15 00:00:00+00:00,4.8000001697801054e-05,4.8000001697801054e-05,4.600000102072954e-05,4.600000102072954e-05,0,0.0,0.0
