,XRP
DOGE,1.4328100650672024e-17
BTS,4.305780624299541e-09
QTUM,4.777736626498397e-06
LTC,5.614948742997563e-05
ETC,0.0002933710476271
ETH,0.00044310138631255
XEM,0.00058982062973715
XMR,0.00210567669433435
SC,0.01130624075724995
MIOTA,0.0172087383346705
BTC,0.02265186280215905
LSK,0.05391625879293615
ZEC,0.055160218779692946
ZEN,0.06867117679663806
RLC,0.08200420904944786
BAT,0.10771373045505
XLM,0.1416812667498051
DCR,0.14329433786244478
DGB,0.17131015407374528
DASH,0.17576816963443284
ARK,0.3091634773461731
ANT,0.35733020015544836
WAVES,0.41827615541822205
GNO,0.4472954554071987
SYS,0.5904906767630405
KMD,0.6780172321347457
STEEM,0.6790025085978755
PIVX,0.6893732792610812
FIRO,0.7485824396654961
LUNC,0.9283091439374704
GAS,0.9529892439514949
