,XRP
BTS,2.2746129128921866e-06
QTUM,1.5036910322025644e-05
LTC,6.803756436969727e-05
ETC,0.00038331148633590406
XMR,0.002609151049551693
ETH,0.002786454484845634
XEM,0.010315205074314068
DOGE,0.018216894291679827
MIOTA,0.020733208186065645
BTC,0.029960327007625274
LSK,0.054409262027648286
ZEC,0.06362738595801208
SC,0.06769106906520643
RLC,0.14006982235546542
XLM,0.1427600317926476
BAT,0.14500145980960918
ZEN,0.1506281004491962
DASH,0.19337146345205453
DGB,0.20533330996091362
DCR,0.2320154736674757
ARK,0.3390938532483175
ANT,0.3622307159461181
GNO,0.40738079603724514
WAVES,0.4083269027335793
STEEM,0.624701464759469
SYS,0.6273390919282823
KMD,0.6350812144017982
PIVX,0.7098701687332809
FIRO,0.7174938653731526
LUNC,0.8709627899509874
GAS,0.9219102150638137
