TIMESTAMP,SIREN_OPEN_PRICE_USD,SIREN_HIGH_PRICE_USD,SIREN_LOW_PRICE_USD,SIREN_CLOSE_PRICE_USD,SIREN_VOLUME_USD,SIREN_DIVIDENDS_USD,SIREN_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,0.03841700032353401,0.042819999158382416,0.03649500012397766,0.040196001529693604,25805946,0.0,0.0
2025-04-02 00:00:00+00:00,0.040189001709222794,0.0412449985742569,0.03418400138616562,0.038008999079465866,24796652,0.0,0.0
2025-04-03 00:00:00+00:00,0.038008999079465866,0.03959200158715248,0.036056999117136,0.038989998400211334,16153396,0.0,0.0
2025-04-04 00:00:00+00:00,0.03898699954152107,0.039487000554800034,0.037073999643325806,0.03865399956703186,18128998,0.0,0.0
2025-04-05 00:00:00+00:00,0.038651999086141586,0.03915899991989136,0.03667600080370903,0.036997001618146896,8390764,0.0,0.0
2025-04-06 00:00:00+00:00,0.036997001618146896,0.03909999877214432,0.0363520011305809,0.038398999720811844,18280895,0.0,0.0
2025-04-07 00:00:00+00:00,0.038398999720811844,0.04053400084376335,0.03644900023937225,0.038731999695301056,35142285,0.0,0.0
2025-04-08 00:00:00+00:00,0.03872999921441078,0.040233999490737915,0.03790599852800369,0.03854899853467941,15872919,0.0,0.0
2025-04-09 00:00:00+00:00,0.03854700177907944,0.043191999197006226,0.03784099966287613,0.04248100146651268,24370572,0.0,0.0
2025-04-10 00:00:00+00:00,0.042479999363422394,0.04318999871611595,0.03957400098443031,0.043184999376535416,14796912,0.0,0.0
2025-04-11 00:00:00+00:00,0.04318299889564514,0.05127299949526787,0.043101001530885696,0.05036599934101105,13052270,0.0,0.0
2025-04-12 00:00:00+00:00,0.050367001444101334,0.050891000777482986,0.047040000557899475,0.04887399822473526,10492394,0.0,0.0
2025-04-13 00:00:00+00:00,0.048875000327825546,0.05437000095844269,0.04507900029420853,0.0481950007379055,13545195,0.0,0.0
2025-04-14 00:00:00+00:00,0.0481950007379055,0.05127499997615814,0.047933001071214676,0.04891899973154068,8644203,0.0,0.0
2025-04-15 00:00:00+00:00,0.04891899973154068,0.0534060001373291,0.03894999995827675,0.04416399821639061,8607804,0.0,0.0
2025-04-16 00:00:00+00:00,0.04415600001811981,0.04586799815297127,0.039427001029253006,0.04391000047326088,8583709,0.0,0.0
2025-04-17 00:00:00+00:00,0.04390199854969978,0.0460209995508194,0.04381899908185005,0.04529700055718422,8226227,0.0,0.0
