TIMESTAMP,OGCINU_OPEN_PRICE_USD,OGCINU_HIGH_PRICE_USD,OGCINU_LOW_PRICE_USD,OGCINU_CLOSE_PRICE_USD,OGCINU_VOLUME_USD,OGCINU_DIVIDENDS_USD,OGCINU_STOCK_SPLITS_USD
2024-03-12 00:00:00+00:00,,,,0.0,372537,0.0,0.0
2024-03-13 00:00:00+00:00,,,,0.0,288440,0.0,0.0
2024-03-14 00:00:00+00:00,,,,0.0,321264,0.0,0.0
2024-03-15 00:00:00+00:00,,,,0.0,196735,0.0,0.0
2024-03-16 00:00:00+00:00,,,,0.0,267201,0.0,0.0
2024-03-17 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,1455944,0.0,0.0
2024-03-18 00:00:00+00:00,,,,0.0,998571,0.0,0.0
2024-03-19 00:00:00+00:00,,,,0.0,416737,0.0,0.0
2024-03-20 00:00:00+00:00,,,,0.0,179126,0.0,0.0
2024-03-21 00:00:00+00:00,,,,0.0,207828,0.0,0.0
2024-03-22 00:00:00+00:00,,,,0.0,170987,0.0,0.0
2024-03-23 00:00:00+00:00,,,,0.0,167951,0.0,0.0
2024-03-24 00:00:00+00:00,,,,0.0,160250,0.0,0.0
2024-03-25 00:00:00+00:00,,,,0.0,96219,0.0,0.0
2024-03-26 00:00:00+00:00,,,,0.0,106638,0.0,0.0
2024-03-27 00:00:00+00:00,,,,0.0,171147,0.0,0.0
2024-03-28 00:00:00+00:00,,,,0.0,62359,0.0,0.0
2024-03-29 00:00:00+00:00,,,,0.0,61560,0.0,0.0
2024-03-30 00:00:00+00:00,,,,0.0,76454,0.0,0.0
2024-03-31 00:00:00+00:00,,,,0.0,60663,0.0,0.0
2024-04-01 00:00:00+00:00,,,,0.0,46164,0.0,0.0
2024-04-02 00:00:00+00:00,,,,0.0,86219,0.0,0.0
2024-04-03 00:00:00+00:00,,,,0.0,26001,0.0,0.0
2024-04-04 00:00:00+00:00,,,,0.0,5125,0.0,0.0
2024-04-05 00:00:00+00:00,,,,0.0,6737,0.0,0.0
2024-04-06 00:00:00+00:00,,,,0.0,3178,0.0,0.0
2024-04-07 00:00:00+00:00,,,,0.0,19925,0.0,0.0
2024-04-08 00:00:00+00:00,,,,0.0,3058,0.0,0.0
2024-04-09 00:00:00+00:00,,,,0.0,1496,0.0,0.0
2024-04-10 00:00:00+00:00,,,,0.0,195,0.0,0.0
2024-04-11 00:00:00+00:00,,,,0.0,83609,0.0,0.0
2024-04-12 00:00:00+00:00,,,,0.0,34701,0.0,0.0
2024-04-13 00:00:00+00:00,,,,0.0,2312,0.0,0.0
2024-04-14 00:00:00+00:00,,,,0.0,1395,0.0,0.0
2024-04-15 00:00:00+00:00,,,,0.0,1698,0.0,0.0
2024-04-16 00:00:00+00:00,,,,0.0,196,0.0,0.0
2024-04-17 00:00:00+00:00,,,,0.0,14079,0.0,0.0
2024-04-18 00:00:00+00:00,,,,0.0,16713,0.0,0.0
2024-04-19 00:00:00+00:00,,,,0.0,2964,0.0,0.0
2024-04-20 00:00:00+00:00,,,,0.0,794,0.0,0.0
2024-04-21 00:00:00+00:00,,,,0.0,1263,0.0,0.0
2024-04-22 00:00:00+00:00,,,,0.0,5115,0.0,0.0
2024-04-23 00:00:00+00:00,,,,0.0,6600,0.0,0.0
2024-04-24 00:00:00+00:00,,,,0.0,800,0.0,0.0
2024-04-25 00:00:00+00:00,,,,0.0,329,0.0,0.0
2024-04-26 00:00:00+00:00,,,,0.0,948,0.0,0.0
2024-04-27 00:00:00+00:00,,,,0.0,140,0.0,0.0
2024-04-28 00:00:00+00:00,,,,0.0,21948,0.0,0.0
2024-04-29 00:00:00+00:00,,,,0.0,2754,0.0,0.0
2024-04-30 00:00:00+00:00,,,,0.0,184,0.0,0.0
2024-05-01 00:00:00+00:00,,,,0.0,513,0.0,0.0
2024-05-02 00:00:00+00:00,,,,0.0,2765,0.0,0.0
2024-05-03 00:00:00+00:00,,,,0.0,146,0.0,0.0
2024-05-04 00:00:00+00:00,,,,0.0,788,0.0,0.0
2024-05-05 00:00:00+00:00,,,,0.0,365,0.0,0.0
2024-05-06 00:00:00+00:00,,,,0.0,1395,0.0,0.0
2024-05-07 00:00:00+00:00,,,,0.0,874,0.0,0.0
2024-05-08 00:00:00+00:00,,,,0.0,804,0.0,0.0
2024-05-09 00:00:00+00:00,,,,0.0,69,0.0,0.0
2024-05-10 00:00:00+00:00,,,,0.0,114,0.0,0.0
2024-05-11 00:00:00+00:00,,,,0.0,102,0.0,0.0
2024-05-12 00:00:00+00:00,,,,0.0,250,0.0,0.0
2024-05-13 00:00:00+00:00,,,,0.0,451,0.0,0.0
2024-05-14 00:00:00+00:00,,,,0.0,262,0.0,0.0
2024-05-15 00:00:00+00:00,,,,0.0,659,0.0,0.0
2024-05-16 00:00:00+00:00,,,,0.0,4691,0.0,0.0
2024-05-17 00:00:00+00:00,,,,0.0,889,0.0,0.0
2024-05-18 00:00:00+00:00,,,,0.0,972,0.0,0.0
2024-05-19 00:00:00+00:00,,,,0.0,699,0.0,0.0
2024-05-20 00:00:00+00:00,,,,0.0,458,0.0,0.0
2024-05-21 00:00:00+00:00,,,,0.0,1025,0.0,0.0
2024-05-22 00:00:00+00:00,,,,0.0,513,0.0,0.0
2024-05-23 00:00:00+00:00,,,,0.0,344,0.0,0.0
2024-05-24 00:00:00+00:00,,,,0.0,414,0.0,0.0
2024-05-25 00:00:00+00:00,,,,0.0,224,0.0,0.0
2024-05-26 00:00:00+00:00,,,,0.0,407,0.0,0.0
2024-05-27 00:00:00+00:00,,,,0.0,199,0.0,0.0
2024-05-28 00:00:00+00:00,,,,0.0,834,0.0,0.0
2024-05-29 00:00:00+00:00,,,,0.0,75,0.0,0.0
2024-05-30 00:00:00+00:00,,,,0.0,619,0.0,0.0
2024-05-31 00:00:00+00:00,,,,0.0,408,0.0,0.0
2024-06-01 00:00:00+00:00,,,,0.0,167,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,610,0.0,0.0
2024-06-03 00:00:00+00:00,,,,0.0,95,0.0,0.0
2024-06-04 00:00:00+00:00,,,,0.0,186,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,565,0.0,0.0
2024-06-06 00:00:00+00:00,,,,0.0,1062,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,248,0.0,0.0
2024-06-10 00:00:00+00:00,,,,0.0,90,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,93,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,77,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,348,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,167,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,318,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,186,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,292,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,223,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,60,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,145,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,109,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,68,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,155,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,63,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,166,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,19,0.0,0.0
