TIMESTAMP,STZETA_OPEN_PRICE_USD,STZETA_HIGH_PRICE_USD,STZETA_LOW_PRICE_USD,STZETA_CLOSE_PRICE_USD,STZETA_VOLUME_USD,STZETA_DIVIDENDS_USD,STZETA_STOCK_SPLITS_USD
2024-03-12 00:00:00+00:00,2.2749459743499756,2.3859899044036865,2.218709945678711,2.300434112548828,138853,0.0,0.0
2024-03-13 00:00:00+00:00,2.3004350662231445,2.336107015609741,2.2135961055755615,2.320012092590332,170097,0.0,0.0
2024-03-14 00:00:00+00:00,2.3211300373077393,2.3472208976745605,2.0468459129333496,2.199625015258789,202702,0.0,0.0
2024-03-15 00:00:00+00:00,2.1996259689331055,2.211013078689575,1.8503079414367676,2.027014970779419,156601,0.0,0.0
2024-03-16 00:00:00+00:00,2.027026891708374,2.2713429927825928,1.916327953338623,1.9661840200424194,91547,0.0,0.0
2024-03-17 00:00:00+00:00,1.9661840200424194,2.066028118133545,1.8356150388717651,2.0371360778808594,97123,0.0,0.0
2024-03-18 00:00:00+00:00,2.0387659072875977,2.082019090652466,1.7706689834594727,1.782575011253357,130214,0.0,0.0
2024-03-19 00:00:00+00:00,1.7953660488128662,1.9970680475234985,1.6131420135498047,1.8882650136947632,103785,0.0,0.0
2024-03-20 00:00:00+00:00,1.8882919549942017,1.9952460527420044,1.7359329462051392,1.9891109466552734,154700,0.0,0.0
2024-03-21 00:00:00+00:00,1.9891109466552734,2.0628669261932373,1.9210580587387085,1.9647879600524902,83304,0.0,0.0
2024-03-22 00:00:00+00:00,1.9647810459136963,1.9909640550613403,1.8192089796066284,1.8608109951019287,63117,0.0,0.0
2024-03-23 00:00:00+00:00,1.8637909889221191,1.9380240440368652,1.839290976524353,1.8591530323028564,48075,0.0,0.0
2024-03-24 00:00:00+00:00,1.8603370189666748,1.9412930011749268,1.8200219869613647,1.9230560064315796,91076,0.0,0.0
2024-03-25 00:00:00+00:00,1.9230669736862183,2.030872106552124,1.9133169651031494,1.9927270412445068,136101,0.0,0.0
2024-03-26 00:00:00+00:00,1.9927270412445068,2.1799840927124023,1.992226004600525,2.0364840030670166,79349,0.0,0.0
2024-03-27 00:00:00+00:00,2.036461114883423,2.072413921356201,1.946599006652832,1.9721800088882446,80837,0.0,0.0
2024-03-28 00:00:00+00:00,1.9725120067596436,2.0814809799194336,1.92426598072052,1.9732500314712524,64407,0.0,0.0
