TIMESTAMP,STELLA_OPEN_PRICE_USD,STELLA_HIGH_PRICE_USD,STELLA_LOW_PRICE_USD,STELLA_CLOSE_PRICE_USD,STELLA_VOLUME_USD,STELLA_DIVIDENDS_USD,STELLA_STOCK_SPLITS_USD
2022-03-18 00:00:00+00:00,1.209947943687439,1.2834750413894653,1.1727689504623413,1.2264859676361084,214144,0.0,0.0
2022-03-19 00:00:00+00:00,1.2187540531158447,1.3903709650039673,1.2043800354003906,1.388658046722412,282160,0.0,0.0
2022-03-20 00:00:00+00:00,1.3881160020828247,1.4756929874420166,1.3257759809494019,1.4578239917755127,355948,0.0,0.0
2022-03-21 00:00:00+00:00,1.4578160047531128,1.511199951171875,1.4421770572662354,1.4813419580459595,250543,0.0,0.0
2022-03-22 00:00:00+00:00,1.4815069437026978,1.5445979833602905,1.4164669513702393,1.432939052581787,141701,0.0,0.0
2022-03-23 00:00:00+00:00,1.4324619770050049,1.4503259658813477,1.313122034072876,1.3554409742355347,195819,0.0,0.0
2022-03-24 00:00:00+00:00,1.3681310415267944,1.4225599765777588,1.3374769687652588,1.4073560237884521,235979,0.0,0.0
2022-03-25 00:00:00+00:00,1.4073539972305298,1.6997580528259277,1.3845230340957642,1.5731569528579712,393809,0.0,0.0
2022-03-26 00:00:00+00:00,1.5745669603347778,1.6456129550933838,1.5358840227127075,1.5475859642028809,204985,0.0,0.0
2022-03-27 00:00:00+00:00,1.5493669509887695,1.7584149837493896,1.5412449836730957,1.6030919551849365,272581,0.0,0.0
2022-03-28 00:00:00+00:00,1.60309898853302,1.7496839761734009,1.547008991241455,1.5475130081176758,397803,0.0,0.0
2022-03-29 00:00:00+00:00,1.5474580526351929,1.7692389488220215,1.5467610359191895,1.667022943496704,340172,0.0,0.0
2022-03-30 00:00:00+00:00,1.6727279424667358,1.844316005706787,1.6096220016479492,1.8122819662094116,276803,0.0,0.0
2022-03-31 00:00:00+00:00,1.8160899877548218,1.9262280464172363,1.5732699632644653,1.7869269847869873,451991,0.0,0.0
2022-04-01 00:00:00+00:00,1.7987329959869385,2.0986289978027344,1.7124069929122925,1.9875680208206177,427199,0.0,0.0
2022-04-02 00:00:00+00:00,1.9871749877929688,2.5833210945129395,1.9829699993133545,2.444679021835327,1550150,0.0,0.0
2022-04-03 00:00:00+00:00,2.4556939601898193,2.7771220207214355,2.2358109951019287,2.6893370151519775,884570,0.0,0.0
2022-04-04 00:00:00+00:00,2.687330961227417,3.0731539726257324,2.6143898963928223,2.7685770988464355,1494238,0.0,0.0
2022-04-05 00:00:00+00:00,2.7696969509124756,2.8962900638580322,2.4862940311431885,2.675947904586792,759760,0.0,0.0
2022-04-06 00:00:00+00:00,2.673382043838501,2.7662711143493652,2.027416944503784,2.088541030883789,946243,0.0,0.0
2022-04-07 00:00:00+00:00,2.089008092880249,2.4757139682769775,2.0857810974121094,2.4140889644622803,664416,0.0,0.0
2022-04-08 00:00:00+00:00,2.409477949142456,2.6042370796203613,2.327225923538208,2.3847949504852295,526863,0.0,0.0
