TIMESTAMP,DPS_OPEN_PRICE_USD,DPS_HIGH_PRICE_USD,DPS_LOW_PRICE_USD,DPS_CLOSE_PRICE_USD,DPS_VOLUME_USD,DPS_DIVIDENDS_USD,DPS_STOCK_SPLITS_USD
2021-08-27 00:00:00+00:00,0.08762200176715851,0.09480299800634384,0.07592599838972092,0.08469700068235397,476006,0.0,0.0
2021-08-28 00:00:00+00:00,0.08469700068235397,0.09902200102806091,0.07370500266551971,0.09820300340652466,465625,0.0,0.0
2021-08-29 00:00:00+00:00,0.09770900011062622,0.10084900259971619,0.08929699659347534,0.0895410031080246,166138,0.0,0.0
2021-08-30 00:00:00+00:00,0.0895180031657219,0.0895180031657219,0.07420100271701813,0.07422900199890137,110973,0.0,0.0
2021-08-31 00:00:00+00:00,0.07418700307607651,0.07446800172328949,0.04733999818563461,0.04733999818563461,232808,0.0,0.0
2021-09-01 00:00:00+00:00,0.04732400178909302,0.06076499819755554,0.046431999653577805,0.05690699815750122,326151,0.0,0.0
2021-09-02 00:00:00+00:00,0.05695899948477745,0.059845998883247375,0.04596399888396263,0.04768599942326546,210479,0.0,0.0
2021-09-03 00:00:00+00:00,0.047676000744104385,0.048319000750780106,0.0,0.03596000000834465,199712,0.0,0.0
2021-09-04 00:00:00+00:00,0.036070000380277634,0.04262600094079971,0.036070000380277634,0.04241099953651428,172163,0.0,0.0
2021-09-05 00:00:00+00:00,0.042406998574733734,0.04470599815249443,0.03871700167655945,0.03878999873995781,85301,0.0,0.0
2021-09-06 00:00:00+00:00,0.03880000114440918,0.03905700147151947,0.02347699925303459,0.025967000052332878,152476,0.0,0.0
2021-09-07 00:00:00+00:00,0.025978000834584236,0.027720000594854355,0.021808000281453133,0.022397000342607498,130017,0.0,0.0
2021-09-08 00:00:00+00:00,0.02240700088441372,0.024960000067949295,0.020190000534057617,0.024656999856233597,63424,0.0,0.0
2021-09-09 00:00:00+00:00,0.024246999993920326,0.025415999814867973,0.02390900067985058,0.024968000128865242,34925,0.0,0.0
2021-09-10 00:00:00+00:00,0.024965999647974968,0.026931000873446465,0.023722000420093536,0.024031000211834908,22494,0.0,0.0
2021-09-11 00:00:00+00:00,0.024038000032305717,0.04123200103640556,0.024020999670028687,0.03302999958395958,138985,0.0,0.0
2021-09-12 00:00:00+00:00,0.03303999826312065,0.03582099825143814,0.032604001462459564,0.033146001398563385,158720,0.0,0.0
2021-09-13 00:00:00+00:00,0.03314799815416336,0.03326199948787689,0.028109999373555183,0.028748000040650368,42051,0.0,0.0
2021-09-14 00:00:00+00:00,0.028743000701069832,0.03021799959242344,0.02828799933195114,0.03021799959242344,34081,0.0,0.0
2021-09-15 00:00:00+00:00,0.03019700013101101,0.0340690016746521,0.02995399944484234,0.0340690016746521,28884,0.0,0.0
2021-09-16 00:00:00+00:00,0.034077998250722885,0.04106900095939636,0.03312499821186066,0.04029799997806549,59484,0.0,0.0
2021-09-17 00:00:00+00:00,0.04032000154256821,0.04589100182056427,0.04012700170278549,0.044394999742507935,100106,0.0,0.0
2021-09-18 00:00:00+00:00,0.04437199980020523,0.04760900139808655,0.0437299981713295,0.0472089983522892,72068,0.0,0.0
2021-09-19 00:00:00+00:00,0.04721299931406975,0.047283001244068146,0.03942200168967247,0.039590999484062195,44244,0.0,0.0
2021-09-20 00:00:00+00:00,0.03947800025343895,0.03953799977898598,0.029620999470353127,0.02989800088107586,50950,0.0,0.0
2021-09-21 00:00:00+00:00,0.029860999435186386,0.0315760001540184,0.02817000076174736,0.0282600000500679,36041,0.0,0.0
2021-09-22 00:00:00+00:00,0.028250999748706818,0.031296998262405396,0.028250999748706818,0.031029999256134033,24194,0.0,0.0
2021-09-23 00:00:00+00:00,0.031042000278830528,0.03162600100040436,0.02929599955677986,0.03004400059580803,15813,0.0,0.0
2021-09-24 00:00:00+00:00,0.030034000054001808,0.03013700060546398,0.02643899992108345,0.027786999940872192,10512,0.0,0.0
