TIMESTAMP,FLOKICEO_OPEN_PRICE_USD,FLOKICEO_HIGH_PRICE_USD,FLOKICEO_LOW_PRICE_USD,FLOKICEO_CLOSE_PRICE_USD,FLOKICEO_VOLUME_USD,FLOKICEO_DIVIDENDS_USD,FLOKICEO_STOCK_SPLITS_USD
2023-02-23 00:00:00+00:00,,,,0.0,385465,0.0,0.0
2023-02-24 00:00:00+00:00,,,,0.0,878199,0.0,0.0
2023-02-25 00:00:00+00:00,,,,0.0,977554,0.0,0.0
2023-02-26 00:00:00+00:00,,,,0.0,1645726,0.0,0.0
2023-02-27 00:00:00+00:00,,,,0.0,1419351,0.0,0.0
2023-02-28 00:00:00+00:00,,,,0.0,873982,0.0,0.0
2023-03-01 00:00:00+00:00,,,,0.0,516059,0.0,0.0
2023-03-02 00:00:00+00:00,,,,0.0,407080,0.0,0.0
2023-03-03 00:00:00+00:00,,,,0.0,472819,0.0,0.0
2023-03-04 00:00:00+00:00,,,,0.0,723659,0.0,0.0
2023-03-05 00:00:00+00:00,,,,0.0,398723,0.0,0.0
2023-03-06 00:00:00+00:00,,,,0.0,401752,0.0,0.0
2023-03-07 00:00:00+00:00,,,,0.0,389168,0.0,0.0
2023-03-08 00:00:00+00:00,,,,0.0,354480,0.0,0.0
2023-03-09 00:00:00+00:00,,,,0.0,298416,0.0,0.0
2023-03-10 00:00:00+00:00,,,,0.0,207829,0.0,0.0
2023-03-11 00:00:00+00:00,,,,0.0,173744,0.0,0.0
2023-03-12 00:00:00+00:00,,,,0.0,90026,0.0,0.0
2023-03-13 00:00:00+00:00,,,,0.0,90962,0.0,0.0
2023-03-14 00:00:00+00:00,,,,0.0,148806,0.0,0.0
2023-03-15 00:00:00+00:00,,,,0.0,266516,0.0,0.0
2023-03-16 00:00:00+00:00,,,,0.0,381764,0.0,0.0
2023-03-17 00:00:00+00:00,,,,0.0,223079,0.0,0.0
2023-03-18 00:00:00+00:00,,,,0.0,265030,0.0,0.0
2023-03-19 00:00:00+00:00,,,,0.0,132068,0.0,0.0
2023-03-20 00:00:00+00:00,,,,0.0,115592,0.0,0.0
2023-03-21 00:00:00+00:00,,,,0.0,188856,0.0,0.0
2023-03-22 00:00:00+00:00,,,,0.0,226537,0.0,0.0
2023-03-23 00:00:00+00:00,,,,0.0,157165,0.0,0.0
2023-03-24 00:00:00+00:00,,,,0.0,86046,0.0,0.0
2023-03-25 00:00:00+00:00,,,,0.0,326641,0.0,0.0
2023-03-26 00:00:00+00:00,,,,0.0,320771,0.0,0.0
2023-03-27 00:00:00+00:00,,,,0.0,293978,0.0,0.0
2023-03-28 00:00:00+00:00,,,,0.0,154655,0.0,0.0
2023-03-29 00:00:00+00:00,,,,0.0,78290,0.0,0.0
2023-03-30 00:00:00+00:00,,,,0.0,147665,0.0,0.0
2023-03-31 00:00:00+00:00,,,,0.0,291752,0.0,0.0
2023-04-01 00:00:00+00:00,,,,0.0,292491,0.0,0.0
2023-04-02 00:00:00+00:00,,,,0.0,753158,0.0,0.0
2023-04-03 00:00:00+00:00,,,,0.0,880901,0.0,0.0
2023-04-04 00:00:00+00:00,,,,0.0,669466,0.0,0.0
2023-04-05 00:00:00+00:00,,,,0.0,2619993,0.0,0.0
2023-04-06 00:00:00+00:00,,,,0.0,2715290,0.0,0.0
2023-04-07 00:00:00+00:00,,,,0.0,1200561,0.0,0.0
2023-04-08 00:00:00+00:00,,,,0.0,1367991,0.0,0.0
2023-04-09 00:00:00+00:00,,,,0.0,913149,0.0,0.0
2023-04-10 00:00:00+00:00,,,,0.0,2815126,0.0,0.0
2023-04-11 00:00:00+00:00,,,,0.0,10199249,0.0,0.0
2023-04-12 00:00:00+00:00,,,,0.0,12521955,0.0,0.0
2023-04-13 00:00:00+00:00,,,,0.0,8114771,0.0,0.0
2023-04-14 00:00:00+00:00,,,,0.0,4764721,0.0,0.0
2023-04-15 00:00:00+00:00,,,,0.0,4760768,0.0,0.0
2023-04-16 00:00:00+00:00,,,,0.0,3891547,0.0,0.0
2023-04-17 00:00:00+00:00,,,,0.0,4037157,0.0,0.0
2023-04-18 00:00:00+00:00,,,,0.0,3951215,0.0,0.0
2023-04-19 00:00:00+00:00,,,,0.0,2821628,0.0,0.0
2023-04-20 00:00:00+00:00,,,,0.0,3108202,0.0,0.0
2023-04-21 00:00:00+00:00,,,,0.0,4063552,0.0,0.0
2023-04-22 00:00:00+00:00,,,,0.0,2792663,0.0,0.0
2023-04-23 00:00:00+00:00,,,,0.0,2162414,0.0,0.0
2023-04-24 00:00:00+00:00,,,,0.0,3086618,0.0,0.0
2023-04-25 00:00:00+00:00,,,,0.0,3654617,0.0,0.0
