,ETH
TAJ,1.1561173332864199e-06
KOBO,2.8352020465905306e-05
PPC,4.9080168172326716e-05
XRP,0.00020628199726105
UNIT,0.00048500591329839996
IMS,0.0006498688970882
VIDZ,0.00098113801030505
ZET,0.0010300989622650499
SKULL,0.0013989966810378
XMS,0.00143936856173125
COOL,0.0014436322908528
XEM,0.00145070150954005
CETI,0.0017239939067894001
EUC,0.0017426879714919
ACES,0.0022551259904877
SWING,0.0025425035739261503
PXI,0.0026045411115696504
GAS,0.0031888845572791502
FOREX,0.0036651839511985
OPAL,0.0040248677919706
FIRO,0.0065580754925275
QBC,0.0070533186508648
CJ,0.00884056034695645
EVIL,0.0093247347138108
ZCL,0.01104316346900995
SC,0.01111136247224835
DOGE,0.0124955367520031
RBT,0.012746288375702849
SPR,0.01331551228760005
BTC,0.014259317767522098
HBD,0.01453716403157815
USDT,0.01766838726833855
GBYTE,0.01903797895330495
XTO,0.021543828573169152
BCN,0.0215572716256328
LTCR,0.02178607466997325
TRST,0.0254334984120562
ARK,0.03031268076675335
NMC,0.034710846752805
PIVX,0.03711916286031085
ZEN,0.038584249273908
ETC,0.04037170811318925
PLU,0.0485239259597273
XWC,0.048986254552232295
NXS,0.05154784447072515
WYZ,0.054841513247760904
BTB,0.059368943521703604
IFC,0.0619144446216384
XHI,0.0671229426168278
KMD,0.07206374597674614
MONA,0.0807038384276319
POST,0.08163161676174935
VLT,0.08382334573172055
IBANK,0.0839086701670308
VEC2,0.0853301214330961
SYS,0.08578958610062651
NEWB,0.0859791075770604
GNO,0.08719428740816035
XDN,0.08852747846030726
DCR,0.09173469366753575
AGRS,0.0977658381914589
CREVA,0.10427116412167164
KURT,0.1055570495244571
LSK,0.10852426976385775
OZO,0.119842159536967
AV,0.12194330326581886
IOTA,0.12399320892494556
BS,0.12510113067185386
2GIVE,0.12679756702591038
IRL,0.13424501135234013
CARBON,0.1393192546886531
XPM,0.14189711906193914
NETKO,0.14305722609370308
PXC,0.14740636479160196
PZM,0.14884524746699868
BTS,0.15104171937296074
MOTO,0.15952762775446724
SXC,0.16393244312298694
ENT,0.17191497801176026
CAB,0.17214839265794885
DEM,0.18006260431049803
BLK,0.18323420716323024
FRN,0.1874393227386964
ICON,0.1915051950115899
SNRG,0.2152407299104652
C2,0.2185748418867505
START,0.22253002354230225
DGB,0.22392977927233038
XPY,0.23146413388224468
GRS,0.2405143497176483
BCDN,0.240689428132994
LAMB,0.2459902253598557
WAVES,0.2480457570460691
ZUR,0.2493619039100955
ZER,0.24990699831837643
JLP,0.2606729340696228
QTZ,0.26444459720040947
XMR,0.265886202950553
ADZ,0.2671930013813101
QTUM,0.2679487586187872
ZYD,0.272082953505358
AE,0.2744169686565332
ACOIN,0.28205539820106873
ZOOM,0.2847017308040233
MST,0.28756055042740114
