TIMESTAMP,LIME_OPEN_PRICE_USD,LIME_HIGH_PRICE_USD,LIME_LOW_PRICE_USD,LIME_CLOSE_PRICE_USD,LIME_VOLUME_USD,LIME_DIVIDENDS_USD,LIME_STOCK_SPLITS_USD
2021-06-22 00:00:00+00:00,0.02267099916934967,0.022693000733852386,0.019370000809431076,0.022050000727176666,494469,0.0,0.0
2021-06-23 00:00:00+00:00,0.022048000246286392,0.024173999205231667,0.021827999502420425,0.02317900024354458,289444,0.0,0.0
2021-06-24 00:00:00+00:00,0.02409300021827221,0.024139000102877617,0.02065899968147278,0.02131900005042553,419258,0.0,0.0
2021-06-25 00:00:00+00:00,0.02135399915277958,0.02151300013065338,0.018232999369502068,0.018397999927401543,257885,0.0,0.0
2021-06-26 00:00:00+00:00,0.01839599944651127,0.019620999693870544,0.0180830005556345,0.018970999866724014,435350,0.0,0.0
2021-06-27 00:00:00+00:00,0.01897300034761429,0.019318999722599983,0.01768999919295311,0.019161999225616455,218775,0.0,0.0
2021-06-28 00:00:00+00:00,0.01918400079011917,0.019432000815868378,0.01810000091791153,0.019081000238656998,358966,0.0,0.0
2021-06-29 00:00:00+00:00,0.01905599981546402,0.020719999447464943,0.01769700087606907,0.01776299998164177,227216,0.0,0.0
2021-06-30 00:00:00+00:00,0.01774599961936474,0.018331000581383705,0.01686299964785576,0.017570000141859055,2418609,0.0,0.0
2021-07-01 00:00:00+00:00,0.017562000080943108,0.01765199936926365,0.016016999259591103,0.016023000702261925,402020,0.0,0.0
2021-07-02 00:00:00+00:00,0.01602499932050705,0.016203999519348145,0.014526999555528164,0.01511400006711483,395742,0.0,0.0
2021-07-03 00:00:00+00:00,0.015115000307559967,0.016313999891281128,0.014914999715983868,0.015879999846220016,441467,0.0,0.0
2021-07-04 00:00:00+00:00,0.015890000388026237,0.016728000715374947,0.01495600026100874,0.015263999812304974,451536,0.0,0.0
2021-07-05 00:00:00+00:00,0.01526500005275011,0.01533500012010336,0.014019999653100967,0.014146000146865845,407909,0.0,0.0
2021-07-06 00:00:00+00:00,0.014132999815046787,0.01474899984896183,0.012618999928236008,0.014034000225365162,501758,0.0,0.0
2021-07-07 00:00:00+00:00,0.01409200020134449,0.018046999350190163,0.013907000422477722,0.017676999792456627,430856,0.0,0.0
2021-07-08 00:00:00+00:00,0.01769700087606907,0.017734000459313393,0.01628500036895275,0.016560999676585197,337997,0.0,0.0
2021-07-09 00:00:00+00:00,0.01655999943614006,0.016923999413847923,0.016056999564170837,0.01668200083076954,322818,0.0,0.0
2021-07-10 00:00:00+00:00,0.01667499914765358,0.017374999821186066,0.01628199964761734,0.01686600036919117,317828,0.0,0.0
2021-07-11 00:00:00+00:00,0.01685499958693981,0.04033999890089035,0.016605999320745468,0.022014999762177467,1672448,0.0,0.0
2021-07-12 00:00:00+00:00,0.022019999101758003,0.023233000189065933,0.017350999638438225,0.018019000068306923,696383,0.0,0.0
2021-07-13 00:00:00+00:00,0.018024999648332596,0.018164999783039093,0.016826000064611435,0.017023999243974686,417265,0.0,0.0
2021-07-14 00:00:00+00:00,0.017028000205755234,0.01770699955523014,0.015988999977707863,0.017324000597000122,1087781,0.0,0.0
2021-07-15 00:00:00+00:00,0.017317000776529312,0.018628999590873718,0.016162000596523285,0.01624399982392788,452048,0.0,0.0
2021-07-16 00:00:00+00:00,0.01624399982392788,0.01675800047814846,0.015683000907301903,0.01626499928534031,394826,0.0,0.0
2021-07-17 00:00:00+00:00,0.01626100018620491,0.016318999230861664,0.015135999768972397,0.01527899969369173,366156,0.0,0.0
