TIMESTAMP,DIGG_OPEN_PRICE_USD,DIGG_HIGH_PRICE_USD,DIGG_LOW_PRICE_USD,DIGG_CLOSE_PRICE_USD,DIGG_VOLUME_USD,DIGG_DIVIDENDS_USD,DIGG_STOCK_SPLITS_USD
2021-01-23 00:00:00+00:00,0.0,71112.7578125,0.0,58564.94140625,7013332,0.0,0.0
2021-01-24 00:00:00+00:00,58616.453125,80502.3203125,58052.109375,78965.5859375,4206935,0.0,0.0
2021-01-25 00:00:00+00:00,78941.5234375,85700.140625,68636.8671875,68710.1640625,4595917,0.0,0.0
2021-01-26 00:00:00+00:00,68698.9453125,68698.9453125,38714.1171875,40549.10546875,7968569,0.0,0.0
2021-01-27 00:00:00+00:00,40543.015625,43876.55078125,36338.1796875,40179.01953125,3070505,0.0,0.0
2021-01-28 00:00:00+00:00,40162.19921875,42582.3359375,38683.76171875,40923.3125,1408218,0.0,0.0
2021-01-29 00:00:00+00:00,40941.34375,41712.60546875,26753.912109375,28769.775390625,2950186,0.0,0.0
2021-01-30 00:00:00+00:00,28769.30859375,29112.947265625,24318.474609375,25743.283203125,1513132,0.0,0.0
2021-01-31 00:00:00+00:00,25734.97265625,26487.662109375,19428.658203125,20679.958984375,1428984,0.0,0.0
2021-02-01 00:00:00+00:00,20682.38671875,24395.044921875,20301.1640625,22755.9921875,84663,0.0,0.0
2021-02-02 00:00:00+00:00,22739.9609375,26270.359375,22739.9609375,26190.970703125,943715,0.0,0.0
2021-02-03 00:00:00+00:00,26172.451171875,35278.83984375,25382.037109375,35226.046875,1058215,0.0,0.0
2021-02-04 00:00:00+00:00,35222.74609375,40398.65625,32389.421875,38958.41796875,1247550,0.0,0.0
2021-02-05 00:00:00+00:00,38963.58984375,55407.44921875,36828.76953125,54744.671875,361991,0.0,0.0
2021-02-06 00:00:00+00:00,54766.46484375,57188.23046875,47105.6328125,47362.90625,2150135,0.0,0.0
2021-02-07 00:00:00+00:00,47366.6640625,48077.75390625,44551.59765625,47754.70703125,853120,0.0,0.0
2021-02-08 00:00:00+00:00,47749.03125,62774.875,46747.2578125,56155.52734375,66309,0.0,0.0
2021-02-09 00:00:00+00:00,56154.8984375,64226.46875,56072.42578125,59056.66796875,2332566,0.0,0.0
2021-02-10 00:00:00+00:00,59057.76171875,59117.01953125,54057.8671875,54951.2578125,2710199,0.0,0.0
2021-02-11 00:00:00+00:00,54933.4609375,61459.99609375,54933.4609375,61012.46484375,1030603,0.0,0.0
2021-02-12 00:00:00+00:00,61038.52734375,62742.37109375,59828.703125,61418.1015625,1553584,0.0,0.0
2021-02-13 00:00:00+00:00,61410.7734375,61612.42578125,55716.6171875,58157.45703125,609543,0.0,0.0
2021-02-14 00:00:00+00:00,58156.65625,63256.57421875,57442.65234375,61416.1796875,1498798,0.0,0.0
2021-02-15 00:00:00+00:00,61401.6171875,62328.6171875,44950.8359375,47375.21875,5195875,0.0,0.0
2021-02-16 00:00:00+00:00,47385.07421875,54548.7578125,46841.05078125,54481.6484375,800520,0.0,0.0
2021-02-17 00:00:00+00:00,54506.71875,55964.5390625,54025.55078125,55327.2109375,1739570,0.0,0.0
2021-02-18 00:00:00+00:00,55341.39453125,55720.1328125,50647.51953125,50772.44140625,2349607,0.0,0.0
2021-02-19 00:00:00+00:00,50760.015625,50834.83203125,46116.6953125,49841.9609375,4808955,0.0,0.0
2021-02-20 00:00:00+00:00,49863.21484375,55099.86328125,46109.31640625,53720.75,1268386,0.0,0.0
2021-02-21 00:00:00+00:00,48845.46484375,54700.90625,46390.02734375,47477.26171875,3283389,0.0,0.0
2021-02-22 00:00:00+00:00,47464.19140625,47562.34765625,39414.3125,43170.6640625,2936939,0.0,0.0
2021-02-23 00:00:00+00:00,43157.2734375,43198.12109375,31942.529296875,35850.3359375,2032463,0.0,0.0
2021-02-24 00:00:00+00:00,35862.2265625,38620.1953125,34780.94140625,37705.125,314050,0.0,0.0
2021-02-25 00:00:00+00:00,37720.94140625,39267.08984375,34206.6640625,36266.7109375,646555,0.0,0.0
2021-02-26 00:00:00+00:00,36171.0546875,36311.2578125,32076.01953125,33481.09375,2493946,0.0,0.0
2021-02-27 00:00:00+00:00,33498.34375,35053.9765625,30470.6328125,31574.08984375,91856,0.0,0.0
2021-02-28 00:00:00+00:00,31629.71875,33490.80859375,30726.296875,32337.38671875,646674,0.0,0.0
2021-03-01 00:00:00+00:00,32338.630859375,35185.5625,25905.3125,35105.4453125,585251,0.0,0.0
2021-03-02 00:00:00+00:00,35090.94921875,35243.578125,27383.16796875,32137.80078125,1552347,0.0,0.0
2021-03-03 00:00:00+00:00,32133.74609375,33670.01171875,27571.841796875,33321.109375,1655068,0.0,0.0
2021-03-04 00:00:00+00:00,33307.00390625,33937.60546875,29855.3671875,30277.126953125,1102607,0.0,0.0
2021-03-05 00:00:00+00:00,30271.40234375,30496.734375,28230.974609375,30058.73828125,736046,0.0,0.0
2021-03-06 00:00:00+00:00,30037.291015625,30089.283203125,27737.849609375,29679.98828125,558709,0.0,0.0
2021-03-07 00:00:00+00:00,29586.720703125,29696.0078125,27063.228515625,28932.201171875,1635995,0.0,0.0
2021-03-08 00:00:00+00:00,28921.96484375,30797.7109375,27533.76171875,30755.611328125,643260,0.0,0.0
2021-03-09 00:00:00+00:00,30759.44140625,32963.5703125,27472.896484375,32963.5703125,165518,0.0,0.0
2021-03-10 00:00:00+00:00,32972.35546875,34476.9765625,32159.095703125,32299.837890625,5706,0.0,0.0
2021-03-11 00:00:00+00:00,32275.603515625,37164.71875,25360.955078125,36869.9453125,337082,0.0,0.0
2021-03-12 00:00:00+00:00,36870.44921875,37203.7734375,34847.83203125,36977.65625,490139,0.0,0.0
2021-03-13 00:00:00+00:00,36960.46875,40330.546875,36549.3359375,40200.39453125,587311,0.0,0.0
2021-03-14 00:00:00+00:00,40193.75390625,40308.96484375,37962.12109375,39269.2109375,660462,0.0,0.0
2021-03-15 00:00:00+00:00,39186.26171875,39401.45703125,35392.42578125,35439.5078125,352828,0.0,0.0
2021-03-16 00:00:00+00:00,35441.2734375,35977.34765625,32723.482421875,33314.9609375,1349388,0.0,0.0
2021-03-17 00:00:00+00:00,33328.45703125,33634.51171875,29209.23046875,32564.916015625,282920,0.0,0.0
2021-03-18 00:00:00+00:00,32569.150390625,35365.67578125,25962.126953125,35121.33984375,378977,0.0,0.0
2021-03-19 00:00:00+00:00,35115.21484375,36335.296875,34392.56640625,36068.65234375,143512,0.0,0.0
2021-03-20 00:00:00+00:00,36064.65234375,38704.546875,35817.34375,38077.68359375,121952,0.0,0.0
2021-03-21 00:00:00+00:00,38059.80078125,40765.73828125,37861.265625,40497.75390625,295957,0.0,0.0
2021-03-22 00:00:00+00:00,40496.9609375,40964.28125,37650.546875,38105.31640625,254742,0.0,0.0
2021-03-23 00:00:00+00:00,38103.23828125,41119.875,37921.55859375,40684.49609375,289566,0.0,0.0
2021-03-24 00:00:00+00:00,40663.0546875,44471.1015625,40353.8359375,43707.84765625,812722,0.0,0.0
2021-03-25 00:00:00+00:00,43707.48828125,53442.53125,42784.3984375,53356.9921875,838234,0.0,0.0
2021-03-26 00:00:00+00:00,53389.140625,55925.16796875,53339.3515625,55882.62109375,665380,0.0,0.0
2021-03-27 00:00:00+00:00,55885.359375,61183.5078125,55881.57421875,58570.71484375,681909,0.0,0.0
2021-03-28 00:00:00+00:00,58559.6953125,58579.85546875,50341.0546875,50343.0625,1637086,0.0,0.0
2021-03-29 00:00:00+00:00,50342.2109375,52428.3671875,48751.88671875,49131.41015625,613125,0.0,0.0
2021-03-30 00:00:00+00:00,49129.68359375,49382.88671875,39905.09765625,42030.98828125,1140276,0.0,0.0
2021-03-31 00:00:00+00:00,42034.72265625,46724.390625,38567.6171875,45930.02734375,1041356,0.0,0.0
2021-04-01 00:00:00+00:00,45928.515625,46791.68359375,39864.44140625,40850.15234375,949077,0.0,0.0
2021-04-02 00:00:00+00:00,40840.59375,41638.8359375,37467.8984375,37846.6484375,1210030,0.0,0.0
2021-04-03 00:00:00+00:00,37788.625,38324.4140625,36029.58203125,36735.13671875,390389,0.0,0.0
2021-04-04 00:00:00+00:00,36710.35546875,38707.94140625,36473.80078125,36730.08203125,204513,0.0,0.0
