TIMESTAMP,PTS28120_OPEN_PRICE_USD,PTS28120_HIGH_PRICE_USD,PTS28120_LOW_PRICE_USD,PTS28120_CLOSE_PRICE_USD,PTS28120_VOLUME_USD,PTS28120_DIVIDENDS_USD,PTS28120_STOCK_SPLITS_USD
2023-09-21 00:00:00+00:00,0.03818099945783615,0.03879600018262863,0.03725399821996689,0.03809000179171562,30846,0.0,0.0
2023-09-22 00:00:00+00:00,0.038107000291347504,0.039549000561237335,0.03777100145816803,0.03856699913740158,25400,0.0,0.0
2023-09-23 00:00:00+00:00,0.038575999438762665,0.03865800052881241,0.03620800003409386,0.036240000277757645,36061,0.0,0.0
2023-09-24 00:00:00+00:00,0.036194998770952225,0.03633299842476845,0.0346749983727932,0.03480200096964836,28796,0.0,0.0
2023-09-25 00:00:00+00:00,0.03480299934744835,0.03508500009775162,0.03317499905824661,0.033803001046180725,13679,0.0,0.0
2023-09-26 00:00:00+00:00,0.03380599990487099,0.03554200008511543,0.033702999353408813,0.03526800125837326,13993,0.0,0.0
2023-09-27 00:00:00+00:00,0.035266000777482986,0.03597100079059601,0.032930001616477966,0.033608000725507736,26455,0.0,0.0
2023-09-28 00:00:00+00:00,0.033615998923778534,0.03414500132203102,0.032940998673439026,0.034053001552820206,9429,0.0,0.0
2023-09-29 00:00:00+00:00,0.034042999148368835,0.03427800163626671,0.03264100104570389,0.0332380011677742,12359,0.0,0.0
2023-09-30 00:00:00+00:00,0.033233001828193665,0.033291999250650406,0.03180000185966492,0.032540999352931976,26093,0.0,0.0
2023-10-01 00:00:00+00:00,0.032540999352931976,0.03294200077652931,0.03180000185966492,0.03244899958372116,20102,0.0,0.0
2023-10-02 00:00:00+00:00,0.03242899850010872,0.032972998917102814,0.031838998198509216,0.03197300061583519,18492,0.0,0.0
2023-10-03 00:00:00+00:00,0.03197399899363518,0.032051000744104385,0.02939699962735176,0.029911000281572342,22030,0.0,0.0
2023-10-04 00:00:00+00:00,0.029916999861598015,0.030445000156760216,0.029256999492645264,0.030426999554038048,14128,0.0,0.0
2023-10-05 00:00:00+00:00,0.03042599931359291,0.03113199956715107,0.029955999925732613,0.031067000702023506,12679,0.0,0.0
2023-10-06 00:00:00+00:00,0.031075000762939453,0.03126399964094162,0.030381999909877777,0.030581999570131302,19661,0.0,0.0
2023-10-07 00:00:00+00:00,0.030577000230550766,0.030849000439047813,0.029740000143647194,0.029830999672412872,9742,0.0,0.0
2023-10-08 00:00:00+00:00,0.029829999431967735,0.030022000893950462,0.029225999489426613,0.0295570008456707,12997,0.0,0.0
2023-10-09 00:00:00+00:00,0.029549000784754753,0.029597999528050423,0.02831600047647953,0.02835099957883358,12842,0.0,0.0
2023-10-10 00:00:00+00:00,0.02835099957883358,0.028371000662446022,0.027031999081373215,0.027381999418139458,11519,0.0,0.0
2023-10-11 00:00:00+00:00,0.02737100049853325,0.027612999081611633,0.027211999520659447,0.027512000873684883,6420,0.0,0.0
2023-10-12 00:00:00+00:00,0.027497999370098114,0.027651000767946243,0.02706499956548214,0.02706499956548214,8347,0.0,0.0
2023-10-13 00:00:00+00:00,0.027101000770926476,0.02833000011742115,0.026636000722646713,0.028209999203681946,13490,0.0,0.0
2023-10-14 00:00:00+00:00,0.028195999562740326,0.033233001828193665,0.02779800072312355,0.032937999814748764,42344,0.0,0.0
2023-10-15 00:00:00+00:00,0.0329429991543293,0.0331140011548996,0.03179899975657463,0.03217099979519844,15792,0.0,0.0
