TIMESTAMP,PEPE32982_OPEN_PRICE_USD,PEPE32982_HIGH_PRICE_USD,PEPE32982_LOW_PRICE_USD,PEPE32982_CLOSE_PRICE_USD,PEPE32982_VOLUME_USD,PEPE32982_DIVIDENDS_USD,PEPE32982_STOCK_SPLITS_USD
2024-09-10 00:00:00+00:00,0.0011399999493733048,0.0016479999758303165,0.0005119999987073243,0.000691999972332269,18083,0.0,0.0
2024-09-11 00:00:00+00:00,0.000691999972332269,0.0007660000119358301,0.00020799999765586108,0.00022699999681208283,2667,0.0,0.0
2024-09-12 00:00:00+00:00,0.00022699999681208283,0.0003060000017285347,0.00022699999681208283,0.0002500000118743628,626,0.0,0.0
2024-09-13 00:00:00+00:00,0.0002500000118743628,0.0002500000118743628,0.00024300000222865492,0.00024300000222865492,20,0.0,0.0
2024-09-14 00:00:00+00:00,0.00024300000222865492,0.00024300000222865492,0.00014899999951012433,0.00016599999798927456,421,0.0,0.0
2024-09-15 00:00:00+00:00,0.00016599999798927456,0.00019200000679120421,0.0001630000042496249,0.0001900000061141327,226,0.0,0.0
2024-09-16 00:00:00+00:00,0.0001900000061141327,0.0002640000020619482,0.0001900000061141327,0.0002519999979995191,319,0.0,0.0
2024-09-17 00:00:00+00:00,0.0002519999979995191,0.00030399998649954796,0.00021100000594742596,0.00022000000171829015,505,0.0,0.0
2024-09-18 00:00:00+00:00,0.00022000000171829015,0.00026599998818710446,0.00019299999985378236,0.00019299999985378236,396,0.0,0.0
2024-09-19 00:00:00+00:00,0.00019299999985378236,0.0001990000018849969,0.00015199999324977398,0.00016199999663513154,255,0.0,0.0
2024-09-20 00:00:00+00:00,0.00016199999663513154,0.00016199999663513154,0.00015900000289548188,0.00015900000289548188,26,0.0,0.0
2024-09-21 00:00:00+00:00,0.00015900000289548188,0.00015999999595806003,0.00015900000289548188,0.00015999999595806003,10,0.0,0.0
2024-09-22 00:00:00+00:00,0.00015999999595806003,0.00016199999663513154,0.00015999999595806003,0.00015999999595806003,37,0.0,0.0
2024-09-23 00:00:00+00:00,0.00015999999595806003,0.00016799999866634607,0.00015999999595806003,0.00016799999866634607,19,0.0,0.0
2024-09-24 00:00:00+00:00,0.00016799999866634607,0.00016799999866634607,0.00016399999731220305,0.00016599999798927456,12,0.0,0.0
2024-09-25 00:00:00+00:00,0.00016599999798927456,0.00016599999798927456,0.00015300000086426735,0.00015300000086426735,30,0.0,0.0
2024-09-26 00:00:00+00:00,0.00015300000086426735,0.000155999994603917,0.00015300000086426735,0.000155999994603917,12,0.0,0.0
2024-09-27 00:00:00+00:00,0.000155999994603917,0.00015799999528098851,0.000155999994603917,0.00015799999528098851,12,0.0,0.0
2024-09-28 00:00:00+00:00,0.00015799999528098851,0.00015799999528098851,0.00015799999528098851,0.00015799999528098851,12,0.0,0.0
2024-09-29 00:00:00+00:00,0.00015799999528098851,0.00015799999528098851,0.00015500000154133886,0.00015500000154133886,12,0.0,0.0
2024-09-30 00:00:00+00:00,0.00015500000154133886,0.00015500000154133886,0.00015199999324977398,0.00015199999324977398,12,0.0,0.0
