TIMESTAMP,EVDC_OPEN_PRICE_USD,EVDC_HIGH_PRICE_USD,EVDC_LOW_PRICE_USD,EVDC_CLOSE_PRICE_USD,EVDC_VOLUME_USD,EVDC_DIVIDENDS_USD,EVDC_STOCK_SPLITS_USD
2021-09-24 00:00:00+00:00,4.099999932805076e-05,7.500000356230885e-05,0.0,4.600000102072954e-05,315234,0.0,0.0
2021-09-25 00:00:00+00:00,4.600000102072954e-05,7.000000186963007e-05,3.7999998312443495e-05,6.399999983841553e-05,418602,0.0,0.0
2021-09-26 00:00:00+00:00,6.399999983841553e-05,0.00015700000221841037,9.999999974752427e-07,0.00010299999848939478,679853,0.0,0.0
2021-09-27 00:00:00+00:00,0.00010299999848939478,0.00014099999680183828,6.900000153109431e-05,9.899999713525176e-05,866884,0.0,0.0
2021-09-28 00:00:00+00:00,9.899999713525176e-05,0.00012199999764561653,0.0,9.40000027185306e-05,425867,0.0,0.0
2021-09-29 00:00:00+00:00,9.40000027185306e-05,0.00010800000018207356,0.0,9.999999747378752e-05,235430,0.0,0.0
2021-09-30 00:00:00+00:00,9.999999747378752e-05,0.00010800000018207356,0.0,9.40000027185306e-05,204080,0.0,0.0
2021-10-01 00:00:00+00:00,9.40000027185306e-05,0.00010599999950500205,9.999999974752427e-07,7.699999696342275e-05,180548,0.0,0.0
2021-10-02 00:00:00+00:00,7.699999696342275e-05,0.0001449999981559813,9.999999974752427e-07,0.00011100000119768083,190095,0.0,0.0
2021-10-03 00:00:00+00:00,0.00011100000119768083,0.00011700000322889537,1.1000000085914508e-05,7.400000322377309e-05,182146,0.0,0.0
2021-10-04 00:00:00+00:00,7.400000322377309e-05,0.00011899999663000926,0.0,9.699999645818025e-05,135842,0.0,0.0
2021-10-05 00:00:00+00:00,9.699999645818025e-05,9.7999996796716e-05,0.0,9.100000170292333e-05,108682,0.0,0.0
2021-10-06 00:00:00+00:00,9.100000170292333e-05,0.00010599999950500205,0.0,7.699999696342275e-05,84598,0.0,0.0
2021-10-07 00:00:00+00:00,7.699999696342275e-05,0.0001049999991664663,0.0,9.899999713525176e-05,119378,0.0,0.0
2021-10-08 00:00:00+00:00,9.899999713525176e-05,0.00010099999781232327,6.000000212225132e-06,8.399999933317304e-05,117511,0.0,0.0
2021-10-09 00:00:00+00:00,8.399999933317304e-05,8.600000001024455e-05,9.999999974752427e-07,8.299999899463728e-05,73533,0.0,0.0
2021-10-10 00:00:00+00:00,8.299999899463728e-05,8.399999933317304e-05,0.0,6.800000119255856e-05,85033,0.0,0.0
2021-10-11 00:00:00+00:00,6.800000119255856e-05,8.399999933317304e-05,9.999999974752427e-07,8.199999865610152e-05,106970,0.0,0.0
2021-10-12 00:00:00+00:00,8.199999865610152e-05,8.299999899463728e-05,0.0,7.500000356230885e-05,79804,0.0,0.0
2021-10-13 00:00:00+00:00,7.500000356230885e-05,9.200000204145908e-05,0.0,9.000000136438757e-05,78085,0.0,0.0
2021-10-14 00:00:00+00:00,9.000000136438757e-05,9.200000204145908e-05,7.000000186963007e-05,8.299999899463728e-05,74584,0.0,0.0
2021-10-15 00:00:00+00:00,8.299999899463728e-05,9.999999747378752e-05,3.300000025774352e-05,9.899999713525176e-05,86540,0.0,0.0
2021-10-16 00:00:00+00:00,9.899999713525176e-05,0.00010599999950500205,5.2999999752501026e-05,9.500000305706635e-05,77811,0.0,0.0
2021-10-17 00:00:00+00:00,9.500000305706635e-05,0.00011999999696854502,0.0,9.899999713525176e-05,100996,0.0,0.0
2021-10-18 00:00:00+00:00,9.899999713525176e-05,0.00010299999848939478,9.999999974752427e-07,9.600000339560211e-05,114677,0.0,0.0
2021-10-19 00:00:00+00:00,9.600000339560211e-05,0.00010399999882793054,0.0,0.00010099999781232327,84238,0.0,0.0
2021-10-20 00:00:00+00:00,0.00010099999781232327,0.00010599999950500205,0.0,9.300000237999484e-05,94804,0.0,0.0
2021-10-21 00:00:00+00:00,9.300000237999484e-05,9.300000237999484e-05,7.200000254670158e-05,8.900000102585182e-05,67346,0.0,0.0
2021-10-22 00:00:00+00:00,8.900000102585182e-05,0.00010699999984353781,5.2999999752501026e-05,9.999999747378752e-05,82143,0.0,0.0
2021-10-23 00:00:00+00:00,9.999999747378752e-05,0.0001049999991664663,0.0,9.500000305706635e-05,82638,0.0,0.0
2021-10-24 00:00:00+00:00,9.500000305706635e-05,0.0001049999991664663,7.899999764049426e-05,9.500000305706635e-05,72854,0.0,0.0
2021-10-25 00:00:00+00:00,9.500000305706635e-05,9.899999713525176e-05,4.600000102072954e-05,9.200000204145908e-05,79321,0.0,0.0
2021-10-26 00:00:00+00:00,9.200000204145908e-05,9.999999747378752e-05,0.0,9.100000170292333e-05,64761,0.0,0.0
2021-10-27 00:00:00+00:00,9.100000170292333e-05,9.999999747378752e-05,0.0,9.300000237999484e-05,72496,0.0,0.0
2021-10-28 00:00:00+00:00,9.300000237999484e-05,9.7999996796716e-05,7.599999662488699e-05,8.800000068731606e-05,68023,0.0,0.0
2021-10-29 00:00:00+00:00,8.800000068731606e-05,0.00010399999882793054,2.8000000384054147e-05,8.600000001024455e-05,92762,0.0,0.0
2021-10-30 00:00:00+00:00,8.600000001024455e-05,9.500000305706635e-05,9.999999974752427e-07,8.900000102585182e-05,99662,0.0,0.0
2021-10-31 00:00:00+00:00,8.900000102585182e-05,9.100000170292333e-05,9.999999974752427e-07,8.499999967170879e-05,71026,0.0,0.0
2021-11-01 00:00:00+00:00,8.499999967170879e-05,0.00010399999882793054,1.2000000424450263e-05,0.00010399999882793054,89367,0.0,0.0
2021-11-02 00:00:00+00:00,0.00010399999882793054,0.00012799999967683107,0.0,0.0001140000022132881,160281,0.0,0.0
2021-11-03 00:00:00+00:00,0.0001140000022132881,0.00013099999341648072,9.7999996796716e-05,0.00010599999950500205,192451,0.0,0.0
2021-11-04 00:00:00+00:00,0.00010599999950500205,0.00010900000052060932,6.500000017695129e-05,9.600000339560211e-05,118508,0.0,0.0
2021-11-05 00:00:00+00:00,9.600000339560211e-05,0.00010699999984353781,7.79999973019585e-05,9.500000305706635e-05,71220,0.0,0.0
2021-11-06 00:00:00+00:00,9.500000305706635e-05,0.00010099999781232327,7.699999696342275e-05,9.699999645818025e-05,49090,0.0,0.0
2021-11-07 00:00:00+00:00,9.699999645818025e-05,0.00010099999781232327,5.999999848427251e-05,9.500000305706635e-05,67192,0.0,0.0
2021-11-08 00:00:00+00:00,9.500000305706635e-05,9.699999645818025e-05,0.0,9.200000204145908e-05,77520,0.0,0.0
2021-11-09 00:00:00+00:00,9.200000204145908e-05,9.699999645818025e-05,6.800000119255856e-05,9.000000136438757e-05,48809,0.0,0.0
2021-11-10 00:00:00+00:00,8.900000102585182e-05,0.00010399999882793054,8.199999865610152e-05,8.70000003487803e-05,52213,0.0,0.0
2021-11-11 00:00:00+00:00,8.70000003487803e-05,9.600000339560211e-05,3.999999989900971e-06,8.299999899463728e-05,62556,0.0,0.0
2021-11-12 00:00:00+00:00,8.299999899463728e-05,0.00010099999781232327,4.5000000682193786e-05,9.699999645818025e-05,87919,0.0,0.0
2021-11-13 00:00:00+00:00,9.699999645818025e-05,0.00010399999882793054,0.0,9.699999645818025e-05,100540,0.0,0.0
