TIMESTAMP,HNC_OPEN_PRICE_USD,HNC_HIGH_PRICE_USD,HNC_LOW_PRICE_USD,HNC_CLOSE_PRICE_USD,HNC_VOLUME_USD,HNC_DIVIDENDS_USD,HNC_STOCK_SPLITS_USD
2017-11-09 00:00:00+00:00,0.0226610004901886,0.022717000916600227,0.01919499970972538,0.021886000409722328,1234,0.0,0.0
2017-11-10 00:00:00+00:00,0.02195099927484989,0.022491000592708588,0.01506900042295456,0.020200999453663826,11695,0.0,0.0
2017-11-11 00:00:00+00:00,0.015405000187456608,0.018546000123023987,0.014818999916315079,0.014991000294685364,1611,0.0,0.0
2017-11-12 00:00:00+00:00,0.01659099943935871,0.020131999626755714,0.01348700001835823,0.020131999626755714,2114,0.0,0.0
2017-11-13 00:00:00+00:00,0.020167000591754913,0.021384000778198242,0.015355999581515789,0.01719599962234497,3570,0.0,0.0
2017-11-14 00:00:00+00:00,0.017232000827789307,0.01968199945986271,0.014557000249624252,0.016840999945998192,5708,0.0,0.0
2017-11-15 00:00:00+00:00,0.01685200072824955,0.0177449993789196,0.011924000456929207,0.013586999848484993,4529,0.0,0.0
2017-11-16 00:00:00+00:00,0.013658000156283379,0.017928000539541245,0.008163999766111374,0.00829899962991476,10949,0.0,0.0
2017-11-17 00:00:00+00:00,0.008330999873578548,0.01968899928033352,0.008330999873578548,0.01344900019466877,10712,0.0,0.0
2017-11-18 00:00:00+00:00,0.013383000157773495,0.021487999707460403,0.010815000161528587,0.015685999765992165,12730,0.0,0.0
2017-11-19 00:00:00+00:00,0.015657000243663788,0.019464999437332153,0.014042000286281109,0.017139999195933342,44332,0.0,0.0
2017-11-20 00:00:00+00:00,0.016970999538898468,0.01854100078344345,0.012369000352919102,0.014173000119626522,49909,0.0,0.0
2017-11-21 00:00:00+00:00,0.014174999669194221,0.015224000439047813,0.008477999828755856,0.009398000314831734,4564,0.0,0.0
2017-11-22 00:00:00+00:00,0.009739999659359455,0.013705000281333923,0.008744999766349792,0.010064000263810158,10763,0.0,0.0
2017-11-23 00:00:00+00:00,0.010060999542474747,0.011044000275433064,0.008322999812662601,0.009289000183343887,7692,0.0,0.0
2017-11-24 00:00:00+00:00,0.00927599985152483,0.016600999981164932,0.007956000044941902,0.014156999997794628,13036,0.0,0.0
2017-11-25 00:00:00+00:00,0.014131000265479088,0.015615000389516354,0.011025999672710896,0.011900000274181366,1937,0.0,0.0
2017-11-26 00:00:00+00:00,0.011896000243723392,0.01525100041180849,0.010735999792814255,0.012016999535262585,7152,0.0,0.0
2017-11-27 00:00:00+00:00,0.012019000016152859,0.014109999872744083,0.008185000158846378,0.013624999672174454,19832,0.0,0.0
2017-11-28 00:00:00+00:00,0.013659999705851078,0.016537999734282494,0.009078999981284142,0.011521000415086746,5151,0.0,0.0
2017-11-29 00:00:00+00:00,0.011508000083267689,0.015189999714493752,0.010665999725461006,0.01165200024843216,2649,0.0,0.0
2017-11-30 00:00:00+00:00,0.01182899996638298,0.012366999872028828,0.009500999934971333,0.011043000034987926,2402,0.0,0.0
2017-12-01 00:00:00+00:00,0.010989000089466572,0.011764000169932842,0.009209999814629555,0.010219999589025974,4869,0.0,0.0
2017-12-02 00:00:00+00:00,0.010212000459432602,0.010859999805688858,0.009856999851763248,0.010453999973833561,2919,0.0,0.0
2017-12-03 00:00:00+00:00,0.010463000275194645,0.011652999557554722,0.008999000303447247,0.010118000209331512,1927,0.0,0.0
2017-12-04 00:00:00+00:00,0.0101500004529953,0.011014999821782112,0.009216999635100365,0.009765000082552433,811,0.0,0.0
2017-12-05 00:00:00+00:00,0.009783999994397163,0.011269999668002129,0.009619000367820263,0.010084000416100025,829,0.0,0.0
2017-12-06 00:00:00+00:00,0.010061999782919884,0.010971000418066978,0.008779999800026417,0.0093560004606843,1894,0.0,0.0
2017-12-07 00:00:00+00:00,0.009340000338852406,0.011349000036716461,0.008040999993681908,0.010727999731898308,2972,0.0,0.0
2017-12-08 00:00:00+00:00,0.010754000395536423,0.013438999652862549,0.00761000020429492,0.01343700010329485,1661,0.0,0.0
2017-12-09 00:00:00+00:00,0.013395999558269978,0.020641999319195747,0.009587000124156475,0.01384500041604042,1228,0.0,0.0
2017-12-10 00:00:00+00:00,0.013873999938368797,0.013873999938368797,0.008488000370562077,0.008941000327467918,604,0.0,0.0
2017-12-11 00:00:00+00:00,0.010227000340819359,0.01218700036406517,0.008557000197470188,0.009064000099897385,1475,0.0,0.0
2017-12-12 00:00:00+00:00,0.009092000313103199,0.01380200032144785,0.006738000083714724,0.010962000116705894,3038,0.0,0.0
2017-12-13 00:00:00+00:00,0.010943000204861164,0.01269999984651804,0.006115000229328871,0.007472999859601259,5263,0.0,0.0
2017-12-14 00:00:00+00:00,0.007449999917298555,0.007780000101774931,0.0051299999468028545,0.006446000188589096,3031,0.0,0.0
