TIMESTAMP,H2O19091_OPEN_PRICE_USD,H2O19091_HIGH_PRICE_USD,H2O19091_LOW_PRICE_USD,H2O19091_CLOSE_PRICE_USD,H2O19091_VOLUME_USD,H2O19091_DIVIDENDS_USD,H2O19091_STOCK_SPLITS_USD
2022-03-27 00:00:00+00:00,0.29149898886680603,0.3051609992980957,0.26009899377822876,0.2677629888057709,20750695,0.0,0.0
2022-03-28 00:00:00+00:00,0.26823699474334717,0.29344698786735535,0.22607700526714325,0.2602570056915283,16127589,0.0,0.0
2022-03-29 00:00:00+00:00,0.2603299915790558,0.2679539918899536,0.21130399405956268,0.2250940054655075,18427048,0.0,0.0
2022-03-30 00:00:00+00:00,0.22507299482822418,0.22524699568748474,0.19731999933719635,0.20006200671195984,16384520,0.0,0.0
2022-03-31 00:00:00+00:00,0.20005899667739868,0.2051980048418045,0.17005200684070587,0.17538100481033325,9957390,0.0,0.0
2022-04-01 00:00:00+00:00,0.17538200318813324,0.2590959966182709,0.14985300600528717,0.2541539967060089,9789894,0.0,0.0
2022-04-02 00:00:00+00:00,0.25438401103019714,0.2546440064907074,0.20677800476551056,0.2335910052061081,12995572,0.0,0.0
2022-04-03 00:00:00+00:00,0.23359400033950806,0.3233650028705597,0.23359400033950806,0.28502899408340454,10194692,0.0,0.0
2022-04-04 00:00:00+00:00,0.28666600584983826,0.3090820014476776,0.27907899022102356,0.3050679862499237,19167540,0.0,0.0
2022-04-05 00:00:00+00:00,0.3050670027732849,0.4116640090942383,0.2833870053291321,0.29257699847221375,15746306,0.0,0.0
2022-04-06 00:00:00+00:00,0.292603999376297,0.3297800123691559,0.2825370132923126,0.28662899136543274,17958193,0.0,0.0
2022-04-07 00:00:00+00:00,0.2857399880886078,0.30382099747657776,0.27139899134635925,0.2723489999771118,17110722,0.0,0.0
2022-04-08 00:00:00+00:00,0.2701759934425354,0.28449299931526184,0.22421100735664368,0.2373639941215515,15936691,0.0,0.0
2022-04-09 00:00:00+00:00,0.2373639941215515,0.30440598726272583,0.22074399888515472,0.2875860035419464,13630698,0.0,0.0
2022-04-10 00:00:00+00:00,0.2875019907951355,0.36383599042892456,0.2860119938850403,0.31755301356315613,16019534,0.0,0.0
2022-04-11 00:00:00+00:00,0.31671398878097534,0.36888301372528076,0.30063700675964355,0.324629008769989,19093553,0.0,0.0
2022-04-12 00:00:00+00:00,0.32594698667526245,0.3270449936389923,0.30506598949432373,0.30722299218177795,8266636,0.0,0.0
2022-04-13 00:00:00+00:00,0.30722498893737793,0.32737699151039124,0.30527499318122864,0.32082399725914,9724125,0.0,0.0
