TIMESTAMP,PRO_OPEN_PRICE_USD,PRO_HIGH_PRICE_USD,PRO_LOW_PRICE_USD,PRO_CLOSE_PRICE_USD,PRO_VOLUME_USD,PRO_DIVIDENDS_USD,PRO_STOCK_SPLITS_USD
2017-11-09 00:00:00+00:00,0.32284900546073914,0.33137500286102295,0.3066270053386688,0.3078770041465759,104264,0.0,0.0
2017-11-10 00:00:00+00:00,0.3082770109176636,0.3186570107936859,0.277209997177124,0.2787190079689026,56980,0.0,0.0
2017-11-11 00:00:00+00:00,0.2780669927597046,0.29938098788261414,0.2733190059661865,0.28913500905036926,60588,0.0,0.0
2017-11-12 00:00:00+00:00,0.28979000449180603,0.28979000449180603,0.2494640052318573,0.25512099266052246,41540,0.0,0.0
2017-11-13 00:00:00+00:00,0.25541698932647705,0.3176240026950836,0.2542389929294586,0.3090539872646332,73620,0.0,0.0
2017-11-14 00:00:00+00:00,0.30818501114845276,0.31399500370025635,0.2933880090713501,0.29665398597717285,36109,0.0,0.0
2017-11-15 00:00:00+00:00,0.29620999097824097,0.3041419982910156,0.28299200534820557,0.3039909899234772,70345,0.0,0.0
2017-11-16 00:00:00+00:00,0.3043389916419983,0.30577999353408813,0.2903130054473877,0.29315701127052307,85711,0.0,0.0
2017-11-17 00:00:00+00:00,0.2930310070514679,0.3108380138874054,0.2867479920387268,0.3084999918937683,93265,0.0,0.0
2017-11-18 00:00:00+00:00,0.30793601274490356,0.33670300245285034,0.30157700181007385,0.3359209895133972,97951,0.0,0.0
2017-11-19 00:00:00+00:00,0.3346239924430847,0.3458169996738434,0.32430100440979004,0.33235299587249756,90439,0.0,0.0
2017-11-20 00:00:00+00:00,0.3321709930896759,0.35332998633384705,0.3203510046005249,0.3307330012321472,113262,0.0,0.0
2017-11-21 00:00:00+00:00,0.33005499839782715,0.33198100328445435,0.3104119896888733,0.3160240054130554,82793,0.0,0.0
2017-11-22 00:00:00+00:00,0.31644800305366516,0.39746400713920593,0.30367499589920044,0.3965590000152588,116289,0.0,0.0
2017-11-23 00:00:00+00:00,0.39711400866508484,0.4591760039329529,0.38582101464271545,0.4360310137271881,116185,0.0,0.0
2017-11-24 00:00:00+00:00,0.43354201316833496,0.4426780045032501,0.38416799902915955,0.39597100019454956,114739,0.0,0.0
2017-11-25 00:00:00+00:00,0.3957349956035614,0.4010460078716278,0.33256301283836365,0.33866798877716064,103078,0.0,0.0
2017-11-26 00:00:00+00:00,0.3386459946632385,0.36531901359558105,0.32951998710632324,0.34226301312446594,183632,0.0,0.0
2017-11-27 00:00:00+00:00,0.34181898832321167,0.3577829897403717,0.32475799322128296,0.3255699872970581,145052,0.0,0.0
2017-11-28 00:00:00+00:00,0.32561299204826355,0.32894599437713623,0.2971220016479492,0.2976509928703308,93622,0.0,0.0
2017-11-29 00:00:00+00:00,0.29764699935913086,0.3377529978752136,0.2719079852104187,0.32486599683761597,117028,0.0,0.0
