TIMESTAMP,A47_OPEN_PRICE_USD,A47_HIGH_PRICE_USD,A47_LOW_PRICE_USD,A47_CLOSE_PRICE_USD,A47_VOLUME_USD,A47_DIVIDENDS_USD,A47_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,0.022979000583291054,0.023594999685883522,0.019865000620484352,0.02017500065267086,4059881,0.0,0.0
2025-04-02 00:00:00+00:00,0.02017500065267086,0.021399000659585,0.018557999283075333,0.020656000822782516,2925390,0.0,0.0
2025-04-03 00:00:00+00:00,0.020656000822782516,0.021313000470399857,0.015572999604046345,0.016109000891447067,3268498,0.0,0.0
2025-04-04 00:00:00+00:00,0.016109000891447067,0.01879500038921833,0.0133689995855093,0.018149999901652336,3723403,0.0,0.0
2025-04-05 00:00:00+00:00,0.018126999959349632,0.021555999293923378,0.016720000654459,0.020653000101447105,3594798,0.0,0.0
2025-04-06 00:00:00+00:00,0.02061299979686737,0.021007999777793884,0.014368999749422073,0.015134000219404697,2474508,0.0,0.0
2025-04-07 00:00:00+00:00,0.015134000219404697,0.01691499911248684,0.009050000458955765,0.012942000292241573,2411619,0.0,0.0
2025-04-08 00:00:00+00:00,0.012942000292241573,0.01640300080180168,0.011737000197172165,0.011882999911904335,1421317,0.0,0.0
2025-04-09 00:00:00+00:00,0.011882999911904335,0.017407000064849854,0.011408000253140926,0.015277000144124031,2203095,0.0,0.0
2025-04-10 00:00:00+00:00,0.015277000144124031,0.015306999906897545,0.012524000369012356,0.013264999724924564,2436193,0.0,0.0
2025-04-11 00:00:00+00:00,0.013252999633550644,0.01718599908053875,0.013232000172138214,0.016171999275684357,2225472,0.0,0.0
2025-04-12 00:00:00+00:00,0.016170000657439232,0.016390999779105186,0.015172000043094158,0.015193000435829163,1440773,0.0,0.0
2025-04-13 00:00:00+00:00,0.015211000107228756,0.015358000062406063,0.010443000122904778,0.010653999634087086,1635716,0.0,0.0
2025-04-14 00:00:00+00:00,0.010654999874532223,0.011994999833405018,0.010617000050842762,0.010824000462889671,1379824,0.0,0.0
2025-04-15 00:00:00+00:00,0.010824000462889671,0.01307000033557415,0.010749000124633312,0.011753000319004059,1542183,0.0,0.0
2025-04-16 00:00:00+00:00,0.0117419995367527,0.013101999647915363,0.011254999786615372,0.01279900036752224,1494194,0.0,0.0
2025-04-17 00:00:00+00:00,0.01279900036752224,0.01279900036752224,0.011404000222682953,0.011524000205099583,1341588,0.0,0.0
2025-04-18 00:00:00+00:00,0.011524000205099583,0.018358999863266945,0.01091300044208765,0.01670899987220764,1872912,0.0,0.0
2025-04-19 00:00:00+00:00,0.01670899987220764,0.01670899987220764,0.015664000064134598,0.016195999458432198,1374639,0.0,0.0
