TIMESTAMP,GIGGLES_OPEN_PRICE_USD,GIGGLES_HIGH_PRICE_USD,GIGGLES_LOW_PRICE_USD,GIGGLES_CLOSE_PRICE_USD,GIGGLES_VOLUME_USD,GIGGLES_DIVIDENDS_USD,GIGGLES_STOCK_SPLITS_USD
2025-05-14 00:00:00+00:00,0.006016000173985958,0.00786300003528595,0.004236000124365091,0.0046640001237392426,6927952,0.0,0.0
2025-05-15 00:00:00+00:00,0.0046640001237392426,0.00535399978980422,0.0027469999622553587,0.0029589999467134476,4834021,0.0,0.0
2025-05-16 00:00:00+00:00,0.0029589999467134476,0.005917999893426895,0.0025869999080896378,0.0038799999747425318,2976341,0.0,0.0
2025-05-17 00:00:00+00:00,0.0038799999747425318,0.00493700010702014,0.0032059999648481607,0.0037360000424087048,2614262,0.0,0.0
2025-05-18 00:00:00+00:00,0.0037360000424087048,0.006510999985039234,0.0032909999135881662,0.004780000075697899,3963514,0.0,0.0
2025-05-19 00:00:00+00:00,0.004780000075697899,0.004786000121384859,0.003346000099554658,0.0033950000070035458,2842957,0.0,0.0
2025-05-20 00:00:00+00:00,0.0033950000070035458,0.005483999848365784,0.0033259999472647905,0.004575999919325113,2717208,0.0,0.0
2025-05-21 00:00:00+00:00,0.004575999919325113,0.005018999800086021,0.003653000108897686,0.003911999985575676,4377002,0.0,0.0
2025-05-22 00:00:00+00:00,0.003911999985575676,0.003963000141084194,0.002546000061556697,0.00317799998447299,4506169,0.0,0.0
2025-05-23 00:00:00+00:00,0.00317799998447299,0.0036150000523775816,0.0026650000363588333,0.00266700005158782,5978653,0.0,0.0
2025-05-24 00:00:00+00:00,0.00266700005158782,0.004162000026553869,0.0025869999080896378,0.003298999974504113,1829226,0.0,0.0
2025-05-25 00:00:00+00:00,0.003298999974504113,0.003396000014618039,0.0028349999338388443,0.003028000006452203,2387806,0.0,0.0
2025-05-26 00:00:00+00:00,0.003028000006452203,0.004608999937772751,0.003028000006452203,0.003596999915316701,2042852,0.0,0.0
2025-05-27 00:00:00+00:00,0.003596999915316701,0.0036249998956918716,0.0030189999379217625,0.003286000108346343,2626204,0.0,0.0
2025-05-28 00:00:00+00:00,0.003286000108346343,0.003344000084325671,0.0023590000346302986,0.0025220001116394997,1631044,0.0,0.0
2025-05-29 00:00:00+00:00,0.0025220001116394997,0.003083999967202544,0.0017729999963194132,0.0017999999690800905,2080947,0.0,0.0
2025-05-30 00:00:00+00:00,0.0017999999690800905,0.0028649999294430017,0.0016580000519752502,0.002225999953225255,5277521,0.0,0.0
2025-05-31 00:00:00+00:00,0.002225999953225255,0.0024129999801516533,0.0018850000342354178,0.0020649998914450407,2409128,0.0,0.0
2025-06-01 00:00:00+00:00,0.0020650203805416822,0.0022725893650203943,0.0016909867990761995,0.0017822686349973083,1310172,0.0,0.0
