TIMESTAMP,AZERO_OPEN_PRICE_USD,AZERO_HIGH_PRICE_USD,AZERO_LOW_PRICE_USD,AZERO_CLOSE_PRICE_USD,AZERO_VOLUME_USD,AZERO_DIVIDENDS_USD,AZERO_STOCK_SPLITS_USD
2022-01-27 00:00:00+00:00,0.6048370003700256,0.8504239916801453,0.6048359870910645,0.8419889807701111,11163569,0.0,0.0
2022-01-28 00:00:00+00:00,0.8419880270957947,1.2444289922714233,0.7099990248680115,1.2444289922714233,11761065,0.0,0.0
2022-01-29 00:00:00+00:00,1.2444230318069458,1.4807089567184448,1.1190390586853027,1.381500005722046,9933406,0.0,0.0
2022-01-30 00:00:00+00:00,1.3816280364990234,1.8869329690933228,1.3625060319900513,1.587041974067688,12034023,0.0,0.0
2022-01-31 00:00:00+00:00,1.5870460271835327,1.621250033378601,1.1954929828643799,1.4411989450454712,8149533,0.0,0.0
2022-02-01 00:00:00+00:00,1.4412280321121216,1.6007529497146606,1.3975600004196167,1.5436569452285767,3808281,0.0,0.0
2022-02-02 00:00:00+00:00,1.543658971786499,1.5904619693756104,1.295451045036316,1.3265039920806885,4515025,0.0,0.0
2022-02-03 00:00:00+00:00,1.3265039920806885,1.3743449449539185,1.2029550075531006,1.3200089931488037,3086957,0.0,0.0
2022-02-04 00:00:00+00:00,1.320011019706726,1.4555189609527588,1.3006629943847656,1.4555189609527588,2793268,0.0,0.0
2022-02-05 00:00:00+00:00,1.4555200338363647,1.4848090410232544,1.3908569812774658,1.4472609758377075,2024533,0.0,0.0
2022-02-06 00:00:00+00:00,1.4472490549087524,1.4917320013046265,1.368353009223938,1.4225660562515259,1440965,0.0,0.0
2022-02-07 00:00:00+00:00,1.4225620031356812,1.4306520223617554,1.251242995262146,1.384268045425415,2959788,0.0,0.0
2022-02-08 00:00:00+00:00,1.384266972541809,1.419801950454712,1.2721279859542847,1.3542380332946777,2079526,0.0,0.0
2022-02-09 00:00:00+00:00,1.3542180061340332,1.5901199579238892,1.341331958770752,1.5749709606170654,2934699,0.0,0.0
2022-02-10 00:00:00+00:00,1.574949026107788,1.7095329761505127,1.476302981376648,1.5783439874649048,4117297,0.0,0.0
2022-02-11 00:00:00+00:00,1.5783519744873047,1.6046210527420044,1.3790260553359985,1.4365370273590088,2699367,0.0,0.0
2022-02-12 00:00:00+00:00,1.436532974243164,1.5307780504226685,1.3507659435272217,1.3656200170516968,2315380,0.0,0.0
