TIMESTAMP,LEASH_OPEN_PRICE_USD,LEASH_HIGH_PRICE_USD,LEASH_LOW_PRICE_USD,LEASH_CLOSE_PRICE_USD,LEASH_VOLUME_USD,LEASH_DIVIDENDS_USD,LEASH_STOCK_SPLITS_USD
2021-04-19 00:00:00+00:00,424.9399719238281,1053.9542236328125,423.73565673828125,980.5498657226562,19363210,0.0,0.0
2021-04-20 00:00:00+00:00,984.6983032226562,1000.79833984375,381.7664794921875,571.1007690429688,24441244,0.0,0.0
2021-04-21 00:00:00+00:00,569.7518920898438,662.886474609375,293.3866271972656,387.19317626953125,9581341,0.0,0.0
2021-04-22 00:00:00+00:00,387.6963806152344,584.9832763671875,299.3524169921875,453.0314025878906,6532007,0.0,0.0
2021-04-23 00:00:00+00:00,452.9054870605469,517.6982421875,340.34686279296875,421.1216125488281,4792001,0.0,0.0
2021-04-24 00:00:00+00:00,421.2898864746094,509.3360900878906,386.7785949707031,450.9328918457031,2574290,0.0,0.0
2021-04-25 00:00:00+00:00,450.9842529296875,632.4517822265625,437.02728271484375,623.5858154296875,5689061,0.0,0.0
2021-04-26 00:00:00+00:00,623.6185913085938,770.051513671875,571.0093383789062,620.2117919921875,8051680,0.0,0.0
2021-04-27 00:00:00+00:00,620.1580810546875,715.0934448242188,489.60040283203125,537.2227172851562,6055597,0.0,0.0
2021-04-28 00:00:00+00:00,537.2279663085938,747.4674072265625,455.80389404296875,673.8683471679688,4741634,0.0,0.0
2021-04-29 00:00:00+00:00,673.8836669921875,743.7407836914062,602.7897338867188,692.2005004882812,4404599,0.0,0.0
2021-04-30 00:00:00+00:00,691.8140258789062,832.7619018554688,660.7760620117188,821.4354858398438,6011108,0.0,0.0
2021-05-01 00:00:00+00:00,821.3084716796875,847.6129760742188,590.1119384765625,707.2740478515625,10482926,0.0,0.0
2021-05-02 00:00:00+00:00,707.4365234375,845.6143798828125,616.7025146484375,688.066162109375,9364754,0.0,0.0
2021-05-03 00:00:00+00:00,702.0880126953125,787.2745361328125,679.2191772460938,723.1823120117188,4806834,0.0,0.0
2021-05-04 00:00:00+00:00,723.1952514648438,734.7750244140625,662.8116455078125,671.7649536132812,2073020,0.0,0.0
2021-05-05 00:00:00+00:00,671.7093505859375,793.372802734375,624.0150146484375,682.68310546875,4161684,0.0,0.0
2021-05-06 00:00:00+00:00,682.70849609375,686.8597412109375,608.7496337890625,626.5679321289062,1050442,0.0,0.0
2021-05-07 00:00:00+00:00,626.0059814453125,786.6592407226562,565.740966796875,723.45849609375,4896226,0.0,0.0
2021-05-08 00:00:00+00:00,723.7019653320312,1408.6365966796875,714.5947875976562,1400.1123046875,41347787,0.0,0.0
2021-05-09 00:00:00+00:00,1402.2879638671875,3503.9013671875,1096.65185546875,2736.041259765625,94404773,0.0,0.0
2021-05-10 00:00:00+00:00,2740.982421875,8861.556640625,2740.982421875,7902.4521484375,226023466,0.0,0.0
2021-05-11 00:00:00+00:00,7922.92578125,8983.5927734375,5475.974609375,6025.5341796875,100450415,0.0,0.0
2021-05-12 00:00:00+00:00,6028.201171875,7107.01611328125,2620.052490234375,3047.615478515625,100137212,0.0,0.0
2021-05-13 00:00:00+00:00,3015.421142578125,4445.79150390625,2746.575927734375,4340.396484375,30149736,0.0,0.0
2021-05-14 00:00:00+00:00,4347.67626953125,6575.67578125,4292.759765625,4755.68994140625,39682045,0.0,0.0
2021-05-15 00:00:00+00:00,4746.5517578125,5187.18017578125,3973.671875,3985.3359375,20895340,0.0,0.0
2021-05-16 00:00:00+00:00,3981.001953125,5741.2783203125,3015.861328125,5696.63623046875,47927534,0.0,0.0
2021-05-17 00:00:00+00:00,5704.04150390625,5726.28955078125,3525.744384765625,4032.679443359375,38471687,0.0,0.0
2021-05-18 00:00:00+00:00,4034.0087890625,4510.8388671875,3691.01220703125,4057.71142578125,27470891,0.0,0.0
2021-05-19 00:00:00+00:00,4055.958251953125,4099.95703125,965.4463500976562,2452.86767578125,35883637,0.0,0.0
2021-05-20 00:00:00+00:00,2448.826904296875,3412.95947265625,846.6217651367188,1818.739501953125,58637981,0.0,0.0
2021-05-21 00:00:00+00:00,1814.155517578125,2485.711181640625,1600.66748046875,1862.427490234375,22911681,0.0,0.0
2021-05-22 00:00:00+00:00,1865.519775390625,2484.299560546875,1632.98681640625,2157.629638671875,16901055,0.0,0.0
2021-05-23 00:00:00+00:00,2158.3818359375,2488.52880859375,1477.3572998046875,1949.5673828125,19822163,0.0,0.0
2021-05-24 00:00:00+00:00,1949.235107421875,2668.379638671875,1853.9893798828125,2433.29931640625,17204809,0.0,0.0
2021-05-25 00:00:00+00:00,2433.33544921875,2611.315673828125,1987.95458984375,2273.634521484375,13495034,0.0,0.0
