TIMESTAMP,EMON_OPEN_PRICE_USD,EMON_HIGH_PRICE_USD,EMON_LOW_PRICE_USD,EMON_CLOSE_PRICE_USD,EMON_VOLUME_USD,EMON_DIVIDENDS_USD,EMON_STOCK_SPLITS_USD
2021-05-18 00:00:00+00:00,0.7896530032157898,1.0311980247497559,0.25704601407051086,0.34007200598716736,3173665,0.0,0.0
2021-05-19 00:00:00+00:00,0.34007900953292847,0.4230380058288574,0.15202400088310242,0.30264100432395935,912999,0.0,0.0
2021-05-20 00:00:00+00:00,0.3023500144481659,0.38048601150512695,0.26708298921585083,0.3016340136528015,536963,0.0,0.0
2021-05-21 00:00:00+00:00,0.3007819950580597,0.41018301248550415,0.20679700374603271,0.24001799523830414,390756,0.0,0.0
2021-05-22 00:00:00+00:00,0.24043400585651398,0.2654860019683838,0.20941700041294098,0.24607600271701813,139415,0.0,0.0
2021-05-23 00:00:00+00:00,0.2461639940738678,0.2535629868507385,0.14229300618171692,0.19023899734020233,169956,0.0,0.0
2021-05-24 00:00:00+00:00,0.19026799499988556,0.23121599853038788,0.18866600096225739,0.2294909954071045,236431,0.0,0.0
2021-05-25 00:00:00+00:00,0.22941799461841583,0.23856300115585327,0.16435900330543518,0.22088199853897095,169652,0.0,0.0
2021-05-26 00:00:00+00:00,0.22084900736808777,0.251475989818573,0.2057799994945526,0.21069900691509247,167652,0.0,0.0
2021-05-27 00:00:00+00:00,0.2106969952583313,0.2111710011959076,0.14714300632476807,0.14829400181770325,69907,0.0,0.0
2021-05-28 00:00:00+00:00,0.14860600233078003,0.16314800083637238,0.12972800433635712,0.1431570053100586,222711,0.0,0.0
2021-05-29 00:00:00+00:00,0.1430550068616867,0.14746099710464478,0.11434400081634521,0.11975400149822235,75061,0.0,0.0
2021-05-30 00:00:00+00:00,0.12088099867105484,0.14304499328136444,0.11414899677038193,0.1409119963645935,27553,0.0,0.0
2021-05-31 00:00:00+00:00,0.14074699580669403,0.14411300420761108,0.12564800679683685,0.13447299599647522,66662,0.0,0.0
2021-06-01 00:00:00+00:00,0.13450700044631958,0.13857099413871765,0.12625199556350708,0.13000300526618958,14291,0.0,0.0
2021-06-02 00:00:00+00:00,0.1299940049648285,0.13656699657440186,0.1199439987540245,0.1199439987540245,21777,0.0,0.0
2021-06-03 00:00:00+00:00,0.11996699869632721,0.12149100005626678,0.10896799713373184,0.1165039986371994,35336,0.0,0.0
2021-06-04 00:00:00+00:00,0.11652100086212158,0.11683599650859833,0.10279099643230438,0.10691200196743011,67283,0.0,0.0
2021-06-05 00:00:00+00:00,0.10655999928712845,0.11023599654436111,0.09882400184869766,0.10138099640607834,2956,0.0,0.0
2021-06-06 00:00:00+00:00,0.10104899853467941,0.10368400067090988,0.09239400178194046,0.09408999979496002,19819,0.0,0.0
2021-06-07 00:00:00+00:00,0.09414300322532654,0.10811199992895126,0.09360700100660324,0.09577099978923798,15987,0.0,0.0
2021-06-08 00:00:00+00:00,0.09562300145626068,0.09674099832773209,0.08361200243234634,0.09048999845981598,17578,0.0,0.0
2021-06-09 00:00:00+00:00,0.09049200266599655,0.091218002140522,0.08084099739789963,0.08643800020217896,21570,0.0,0.0
2021-06-10 00:00:00+00:00,0.08626600354909897,0.08881399780511856,0.07781700044870377,0.08027999848127365,5043,0.0,0.0
2021-06-11 00:00:00+00:00,0.08025400340557098,0.08077999949455261,0.0691170021891594,0.07046400010585785,13899,0.0,0.0
2021-06-12 00:00:00+00:00,0.07049199938774109,0.07252900302410126,0.0666240006685257,0.07106900215148926,5067,0.0,0.0
