TIMESTAMP,SBABE_OPEN_PRICE_USD,SBABE_HIGH_PRICE_USD,SBABE_LOW_PRICE_USD,SBABE_CLOSE_PRICE_USD,SBABE_VOLUME_USD,SBABE_DIVIDENDS_USD,SBABE_STOCK_SPLITS_USD
2024-02-09 00:00:00+00:00,1.8000000636675395e-05,5.8000001445179805e-05,1.1000000085914508e-05,2.499999936844688e-05,525401,0.0,0.0
2024-02-10 00:00:00+00:00,2.499999936844688e-05,6.600000051548705e-05,2.300000051036477e-05,3.9999998989515007e-05,486542,0.0,0.0
2024-02-11 00:00:00+00:00,3.9999998989515007e-05,6.199999916134402e-05,2.300000051036477e-05,2.4000000848900527e-05,286485,0.0,0.0
2024-02-12 00:00:00+00:00,2.4000000848900527e-05,3.400000059627928e-05,1.5999999959603883e-05,1.8000000636675395e-05,365795,0.0,0.0
2024-02-13 00:00:00+00:00,1.8000000636675395e-05,2.4000000848900527e-05,1.5999999959603883e-05,1.700000029813964e-05,240887,0.0,0.0
2024-02-14 00:00:00+00:00,1.700000029813964e-05,1.8000000636675395e-05,1.4000000192027073e-05,1.5999999959603883e-05,167967,0.0,0.0
2024-02-15 00:00:00+00:00,1.5999999959603883e-05,1.5999999959603883e-05,3.999999989900971e-06,9.999999747378752e-06,57323,0.0,0.0
2024-02-16 00:00:00+00:00,9.999999747378752e-06,1.1000000085914508e-05,6.000000212225132e-06,6.000000212225132e-06,11102,0.0,0.0
2024-02-17 00:00:00+00:00,6.000000212225132e-06,7.999999979801942e-06,6.000000212225132e-06,7.000000096013537e-06,13492,0.0,0.0
2024-02-18 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,7.000000096013537e-06,7.999999979801942e-06,7639,0.0,0.0
2024-02-19 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.999999979801942e-06,2884,0.0,0.0
2024-02-20 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.000000096013537e-06,3574,0.0,0.0
2024-02-21 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,4.999999873689376e-06,4.999999873689376e-06,3065,0.0,0.0
2024-02-22 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,3.999999989900971e-06,3.999999989900971e-06,3204,0.0,0.0
2024-02-23 00:00:00+00:00,3.999999989900971e-06,7.999999979801942e-06,3.999999989900971e-06,7.999999979801942e-06,14797,0.0,0.0
2024-02-24 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.999999979801942e-06,2524,0.0,0.0
2024-02-25 00:00:00+00:00,7.999999979801942e-06,1.2000000424450263e-05,7.999999979801942e-06,9.000000318337698e-06,13477,0.0,0.0
2024-02-26 00:00:00+00:00,9.000000318337698e-06,1.1000000085914508e-05,7.999999979801942e-06,9.999999747378752e-06,10028,0.0,0.0
2024-02-27 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,7.000000096013537e-06,7.999999979801942e-06,8317,0.0,0.0
2024-02-28 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,6.000000212225132e-06,7.000000096013537e-06,6974,0.0,0.0
2024-02-29 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,7.000000096013537e-06,7.999999979801942e-06,4420,0.0,0.0
2024-03-01 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,7.999999979801942e-06,9.000000318337698e-06,11380,0.0,0.0
2024-03-02 00:00:00+00:00,9.000000318337698e-06,1.4000000192027073e-05,9.000000318337698e-06,1.2999999853491317e-05,29122,0.0,0.0
2024-03-03 00:00:00+00:00,1.2999999853491317e-05,2.099999983329326e-05,1.2000000424450263e-05,1.4999999621068127e-05,56622,0.0,0.0
2024-03-04 00:00:00+00:00,1.4999999621068127e-05,1.5999999959603883e-05,9.000000318337698e-06,9.000000318337698e-06,20627,0.0,0.0
2024-03-05 00:00:00+00:00,9.000000318337698e-06,1.2000000424450263e-05,9.000000318337698e-06,9.999999747378752e-06,23733,0.0,0.0
2024-03-06 00:00:00+00:00,9.999999747378752e-06,1.2999999853491317e-05,9.999999747378752e-06,1.1000000085914508e-05,35991,0.0,0.0
2024-03-07 00:00:00+00:00,1.1000000085914508e-05,1.9999999494757503e-05,1.1000000085914508e-05,1.9999999494757503e-05,44487,0.0,0.0
2024-03-08 00:00:00+00:00,1.9999999494757503e-05,2.8000000384054147e-05,1.8999999156221747e-05,2.300000051036477e-05,61659,0.0,0.0
2024-03-09 00:00:00+00:00,2.300000051036477e-05,2.499999936844688e-05,1.4999999621068127e-05,1.5999999959603883e-05,35473,0.0,0.0
2024-03-10 00:00:00+00:00,1.5999999959603883e-05,2.8000000384054147e-05,1.5999999959603883e-05,1.8000000636675395e-05,52613,0.0,0.0
2024-03-11 00:00:00+00:00,1.8000000636675395e-05,2.2000000171829015e-05,1.4999999621068127e-05,1.9999999494757503e-05,54192,0.0,0.0
2024-03-12 00:00:00+00:00,1.9999999494757503e-05,2.8000000384054147e-05,1.8000000636675395e-05,1.9999999494757503e-05,57209,0.0,0.0
2024-03-13 00:00:00+00:00,1.9999999494757503e-05,2.9999999242136255e-05,1.8999999156221747e-05,2.499999936844688e-05,70901,0.0,0.0
2024-03-14 00:00:00+00:00,2.499999936844688e-05,3.199999991920777e-05,1.9999999494757503e-05,2.499999936844688e-05,107365,0.0,0.0
2024-03-15 00:00:00+00:00,2.499999936844688e-05,2.499999936844688e-05,1.5999999959603883e-05,1.8000000636675395e-05,56444,0.0,0.0
2024-03-16 00:00:00+00:00,1.8000000636675395e-05,2.300000051036477e-05,1.4000000192027073e-05,1.4000000192027073e-05,47721,0.0,0.0
2024-03-17 00:00:00+00:00,1.4000000192027073e-05,1.4999999621068127e-05,9.999999747378752e-06,1.2000000424450263e-05,44173,0.0,0.0
2024-03-18 00:00:00+00:00,1.2000000424450263e-05,2.2000000171829015e-05,1.1000000085914508e-05,1.4000000192027073e-05,64430,0.0,0.0
2024-03-19 00:00:00+00:00,1.4000000192027073e-05,1.4999999621068127e-05,9.000000318337698e-06,9.999999747378752e-06,27451,0.0,0.0
2024-03-20 00:00:00+00:00,9.999999747378752e-06,3.5000000934815034e-05,9.000000318337698e-06,3.5000000934815034e-05,227933,0.0,0.0
2024-03-21 00:00:00+00:00,3.5000000934815034e-05,3.5000000934815034e-05,1.5999999959603883e-05,1.8999999156221747e-05,100501,0.0,0.0
2024-03-22 00:00:00+00:00,1.8999999156221747e-05,2.700000004551839e-05,1.8000000636675395e-05,1.9999999494757503e-05,36369,0.0,0.0
2024-03-23 00:00:00+00:00,1.9999999494757503e-05,2.2000000171829015e-05,1.8000000636675395e-05,1.8999999156221747e-05,18298,0.0,0.0
2024-03-24 00:00:00+00:00,1.8999999156221747e-05,2.300000051036477e-05,1.700000029813964e-05,2.2000000171829015e-05,17830,0.0,0.0
2024-03-25 00:00:00+00:00,2.2000000171829015e-05,2.2000000171829015e-05,1.8999999156221747e-05,1.8999999156221747e-05,14310,0.0,0.0
2024-03-26 00:00:00+00:00,1.8999999156221747e-05,2.700000004551839e-05,1.8000000636675395e-05,1.9999999494757503e-05,42547,0.0,0.0
2024-03-27 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.4000000192027073e-05,1.4000000192027073e-05,33556,0.0,0.0
2024-03-28 00:00:00+00:00,1.4000000192027073e-05,1.5999999959603883e-05,1.4000000192027073e-05,1.4000000192027073e-05,13524,0.0,0.0
2024-03-29 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.2000000424450263e-05,1.2000000424450263e-05,7984,0.0,0.0
2024-03-30 00:00:00+00:00,1.2000000424450263e-05,1.8999999156221747e-05,1.1000000085914508e-05,1.5999999959603883e-05,28669,0.0,0.0
2024-03-31 00:00:00+00:00,1.5999999959603883e-05,1.8000000636675395e-05,1.4999999621068127e-05,1.8000000636675395e-05,13537,0.0,0.0
2024-04-01 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.2999999853491317e-05,1.4999999621068127e-05,12016,0.0,0.0
2024-04-02 00:00:00+00:00,1.4999999621068127e-05,1.8999999156221747e-05,1.2999999853491317e-05,1.4999999621068127e-05,16742,0.0,0.0
2024-04-03 00:00:00+00:00,1.4999999621068127e-05,2.099999983329326e-05,1.4999999621068127e-05,1.8000000636675395e-05,16500,0.0,0.0
2024-04-04 00:00:00+00:00,1.8000000636675395e-05,1.9999999494757503e-05,1.5999999959603883e-05,1.9999999494757503e-05,17248,0.0,0.0
2024-04-05 00:00:00+00:00,1.9999999494757503e-05,2.300000051036477e-05,1.8999999156221747e-05,1.9999999494757503e-05,11696,0.0,0.0
2024-04-06 00:00:00+00:00,1.9999999494757503e-05,2.099999983329326e-05,1.9999999494757503e-05,2.099999983329326e-05,2852,0.0,0.0
2024-04-07 00:00:00+00:00,2.099999983329326e-05,2.4000000848900527e-05,1.8000000636675395e-05,1.8000000636675395e-05,13669,0.0,0.0
2024-04-08 00:00:00+00:00,1.8000000636675395e-05,1.8999999156221747e-05,1.700000029813964e-05,1.700000029813964e-05,8571,0.0,0.0
2024-04-09 00:00:00+00:00,1.700000029813964e-05,1.8999999156221747e-05,1.4000000192027073e-05,1.4000000192027073e-05,13703,0.0,0.0
2024-04-10 00:00:00+00:00,1.4000000192027073e-05,1.5999999959603883e-05,1.2999999853491317e-05,1.4000000192027073e-05,10683,0.0,0.0
2024-04-11 00:00:00+00:00,1.4000000192027073e-05,1.700000029813964e-05,1.4000000192027073e-05,1.5999999959603883e-05,8685,0.0,0.0
2024-04-12 00:00:00+00:00,1.5999999959603883e-05,1.5999999959603883e-05,1.1000000085914508e-05,1.2000000424450263e-05,7530,0.0,0.0
2024-04-13 00:00:00+00:00,1.2000000424450263e-05,1.700000029813964e-05,7.999999979801942e-06,9.999999747378752e-06,14301,0.0,0.0
2024-04-14 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,7.000000096013537e-06,7.000000096013537e-06,1862,0.0,0.0
2024-04-15 00:00:00+00:00,7.000000096013537e-06,9.999999747378752e-06,7.000000096013537e-06,9.999999747378752e-06,1891,0.0,0.0
2024-04-16 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,9.000000318337698e-06,9.999999747378752e-06,2289,0.0,0.0
2024-04-17 00:00:00+00:00,9.999999747378752e-06,1.1000000085914508e-05,9.999999747378752e-06,9.999999747378752e-06,3479,0.0,0.0
2024-04-18 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,9.000000318337698e-06,9.999999747378752e-06,3283,0.0,0.0
2024-04-19 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,9.000000318337698e-06,9.000000318337698e-06,4702,0.0,0.0
2024-04-20 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.999999979801942e-06,7.999999979801942e-06,2895,0.0,0.0
2024-04-21 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,1488,0.0,0.0
2024-04-22 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.999999979801942e-06,1972,0.0,0.0
2024-04-23 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,896,0.0,0.0
2024-04-24 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.000000096013537e-06,1781,0.0,0.0
2024-04-25 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,2966,0.0,0.0
2024-04-26 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,1357,0.0,0.0
2024-04-27 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,1481,0.0,0.0
2024-04-28 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,1195,0.0,0.0
2024-04-29 00:00:00+00:00,4.999999873689376e-06,1.1000000085914508e-05,4.999999873689376e-06,9.999999747378752e-06,22886,0.0,0.0
2024-04-30 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,7.999999979801942e-06,7.999999979801942e-06,9941,0.0,0.0
2024-05-01 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,7.999999979801942e-06,9.000000318337698e-06,1957,0.0,0.0
2024-05-02 00:00:00+00:00,9.000000318337698e-06,1.4999999621068127e-05,9.000000318337698e-06,1.2999999853491317e-05,58413,0.0,0.0
2024-05-03 00:00:00+00:00,1.2999999853491317e-05,1.8999999156221747e-05,1.1000000085914508e-05,1.8999999156221747e-05,68867,0.0,0.0
2024-05-04 00:00:00+00:00,1.8999999156221747e-05,2.700000004551839e-05,1.5999999959603883e-05,1.700000029813964e-05,93022,0.0,0.0
2024-05-05 00:00:00+00:00,1.700000029813964e-05,1.8999999156221747e-05,1.4999999621068127e-05,1.700000029813964e-05,25648,0.0,0.0
2024-05-06 00:00:00+00:00,1.700000029813964e-05,1.8000000636675395e-05,1.2000000424450263e-05,1.2999999853491317e-05,42242,0.0,0.0
2024-05-07 00:00:00+00:00,1.2999999853491317e-05,1.4000000192027073e-05,1.2999999853491317e-05,1.2999999853491317e-05,3855,0.0,0.0
2024-05-08 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,9.999999747378752e-06,9.999999747378752e-06,3831,0.0,0.0
2024-05-09 00:00:00+00:00,9.999999747378752e-06,1.1000000085914508e-05,9.999999747378752e-06,1.1000000085914508e-05,3324,0.0,0.0
2024-05-10 00:00:00+00:00,1.1000000085914508e-05,1.4999999621068127e-05,9.000000318337698e-06,1.4999999621068127e-05,12203,0.0,0.0
2024-05-11 00:00:00+00:00,1.4999999621068127e-05,1.8000000636675395e-05,1.2000000424450263e-05,1.2999999853491317e-05,52608,0.0,0.0
2024-05-12 00:00:00+00:00,1.2999999853491317e-05,1.4000000192027073e-05,1.2999999853491317e-05,1.2999999853491317e-05,3144,0.0,0.0
2024-05-13 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,1.1000000085914508e-05,1.2999999853491317e-05,5412,0.0,0.0
