TIMESTAMP,SLAYER_OPEN_PRICE_USD,SLAYER_HIGH_PRICE_USD,SLAYER_LOW_PRICE_USD,SLAYER_CLOSE_PRICE_USD,SLAYER_VOLUME_USD,SLAYER_DIVIDENDS_USD,SLAYER_STOCK_SPLITS_USD
2025-03-20 00:00:00+00:00,6.800000119255856e-05,6.800000119255856e-05,6.0999998822808266e-05,6.0999998822808266e-05,0,0.0,0.0
2025-03-21 00:00:00+00:00,6.0999998822808266e-05,6.399999983841553e-05,5.999999848427251e-05,6.0999998822808266e-05,0,0.0,0.0
2025-03-22 00:00:00+00:00,6.0999998822808266e-05,6.600000051548705e-05,6.0999998822808266e-05,6.500000017695129e-05,0,0.0,0.0
2025-03-23 00:00:00+00:00,6.500000017695129e-05,6.600000051548705e-05,6.500000017695129e-05,6.600000051548705e-05,0,0.0,0.0
2025-03-24 00:00:00+00:00,6.600000051548705e-05,7.400000322377309e-05,6.600000051548705e-05,7.000000186963007e-05,399,0.0,0.0
2025-03-25 00:00:00+00:00,7.000000186963007e-05,7.000000186963007e-05,6.900000153109431e-05,6.900000153109431e-05,0,0.0,0.0
2025-03-26 00:00:00+00:00,6.900000153109431e-05,7.100000220816582e-05,6.399999983841553e-05,6.399999983841553e-05,24,0.0,0.0
2025-03-27 00:00:00+00:00,6.399999983841553e-05,6.399999983841553e-05,6.199999916134402e-05,6.199999916134402e-05,0,0.0,0.0
2025-03-28 00:00:00+00:00,6.199999916134402e-05,6.199999916134402e-05,6.199999916134402e-05,6.199999916134402e-05,0,0.0,0.0
2025-03-29 00:00:00+00:00,6.199999916134402e-05,6.199999916134402e-05,5.6000000768108293e-05,5.6000000768108293e-05,0,0.0,0.0
2025-03-30 00:00:00+00:00,5.6000000768108293e-05,5.6000000768108293e-05,5.199999941396527e-05,5.199999941396527e-05,0,0.0,0.0
2025-03-31 00:00:00+00:00,5.199999941396527e-05,5.199999941396527e-05,4.70000013592653e-05,4.999999873689376e-05,0,0.0,0.0
2025-04-01 00:00:00+00:00,4.999999873689376e-05,4.999999873689376e-05,4.999999873689376e-05,4.999999873689376e-05,0,0.0,0.0
2025-04-02 00:00:00+00:00,4.999999873689376e-05,5.2999999752501026e-05,4.999999873689376e-05,5.2999999752501026e-05,0,0.0,0.0
2025-04-03 00:00:00+00:00,5.2999999752501026e-05,5.2999999752501026e-05,4.600000102072954e-05,4.600000102072954e-05,0,0.0,0.0
2025-04-04 00:00:00+00:00,4.600000102072954e-05,4.70000013592653e-05,4.400000034365803e-05,4.400000034365803e-05,0,0.0,0.0
2025-04-05 00:00:00+00:00,4.400000034365803e-05,4.600000102072954e-05,4.400000034365803e-05,4.400000034365803e-05,0,0.0,0.0
2025-04-06 00:00:00+00:00,4.400000034365803e-05,4.400000034365803e-05,4.400000034365803e-05,4.400000034365803e-05,0,0.0,0.0
2025-04-07 00:00:00+00:00,4.400000034365803e-05,4.400000034365803e-05,3.300000025774352e-05,3.300000025774352e-05,0,0.0,0.0
2025-04-08 00:00:00+00:00,3.300000025774352e-05,4.199999966658652e-05,3.300000025774352e-05,3.5000000934815034e-05,0,0.0,0.0
2025-04-09 00:00:00+00:00,3.5000000934815034e-05,3.600000127335079e-05,3.5000000934815034e-05,3.600000127335079e-05,0,0.0,0.0
2025-04-10 00:00:00+00:00,3.600000127335079e-05,3.7000001611886546e-05,3.5000000934815034e-05,3.5000000934815034e-05,0,0.0,0.0
2025-04-11 00:00:00+00:00,3.5000000934815034e-05,4.199999966658652e-05,3.5000000934815034e-05,4.199999966658652e-05,0,0.0,0.0
2025-04-12 00:00:00+00:00,4.199999966658652e-05,4.8000001697801054e-05,4.199999966658652e-05,4.8000001697801054e-05,65,0.0,0.0
2025-04-13 00:00:00+00:00,4.8000001697801054e-05,4.8000001697801054e-05,4.3000000005122274e-05,4.3000000005122274e-05,0,0.0,0.0
2025-04-14 00:00:00+00:00,4.3000000005122274e-05,4.600000102072954e-05,4.3000000005122274e-05,4.600000102072954e-05,31,0.0,0.0
2025-04-15 00:00:00+00:00,4.600000102072954e-05,4.8999998398358e-05,4.5000000682193786e-05,4.5000000682193786e-05,0,0.0,0.0
2025-04-16 00:00:00+00:00,4.5000000682193786e-05,4.5000000682193786e-05,4.199999966658652e-05,4.199999966658652e-05,3,0.0,0.0
2025-04-17 00:00:00+00:00,4.199999966658652e-05,4.400000034365803e-05,4.199999966658652e-05,4.400000034365803e-05,0,0.0,0.0
2025-04-18 00:00:00+00:00,4.400000034365803e-05,4.5000000682193786e-05,4.400000034365803e-05,4.5000000682193786e-05,0,0.0,0.0
2025-04-19 00:00:00+00:00,4.5000000682193786e-05,4.70000013592653e-05,4.5000000682193786e-05,4.70000013592653e-05,39,0.0,0.0
2025-04-20 00:00:00+00:00,4.70000013592653e-05,4.70000013592653e-05,4.400000034365803e-05,4.400000034365803e-05,0,0.0,0.0
2025-04-21 00:00:00+00:00,4.400000034365803e-05,4.70000013592653e-05,4.400000034365803e-05,4.5000000682193786e-05,0,0.0,0.0
2025-04-22 00:00:00+00:00,4.5000000682193786e-05,5.0999999075429514e-05,4.5000000682193786e-05,4.999999873689376e-05,0,0.0,0.0
2025-04-23 00:00:00+00:00,4.999999873689376e-05,5.999999848427251e-05,4.999999873689376e-05,5.0999999075429514e-05,0,0.0,0.0
2025-04-24 00:00:00+00:00,5.0999999075429514e-05,5.0999999075429514e-05,4.8000001697801054e-05,5.0999999075429514e-05,0,0.0,0.0
2025-04-25 00:00:00+00:00,5.0999999075429514e-05,6.500000017695129e-05,5.0999999075429514e-05,6.500000017695129e-05,122,0.0,0.0
2025-04-26 00:00:00+00:00,6.500000017695129e-05,8.099999831756577e-05,6.500000017695129e-05,7.699999696342275e-05,511,0.0,0.0
2025-04-27 00:00:00+00:00,7.699999696342275e-05,8.199999865610152e-05,7.500000356230885e-05,7.999999797903001e-05,1180,0.0,0.0
2025-04-28 00:00:00+00:00,7.999999797903001e-05,0.00010900000052060932,7.79999973019585e-05,0.00010900000052060932,953,0.0,0.0
2025-04-29 00:00:00+00:00,0.00010900000052060932,0.00012399999832268804,0.00010900000052060932,0.00011000000085914508,0,0.0,0.0
2025-04-30 00:00:00+00:00,0.00011000000085914508,0.00011100000119768083,7.79999973019585e-05,9.200000204145908e-05,4233,0.0,0.0
2025-05-01 00:00:00+00:00,9.200000204145908e-05,0.00010299999848939478,8.800000068731606e-05,8.800000068731606e-05,3943,0.0,0.0
2025-05-02 00:00:00+00:00,8.800000068731606e-05,0.00011000000085914508,8.499999967170879e-05,0.00010399999882793054,3138,0.0,0.0
2025-05-03 00:00:00+00:00,0.00010399999882793054,0.00010399999882793054,9.500000305706635e-05,9.7999996796716e-05,0,0.0,0.0
2025-05-04 00:00:00+00:00,9.7999996796716e-05,9.7999996796716e-05,9.100000170292333e-05,9.200000204145908e-05,0,0.0,0.0
2025-05-05 00:00:00+00:00,9.200000204145908e-05,0.00010099999781232327,9.000000136438757e-05,9.40000027185306e-05,0,0.0,0.0
2025-05-06 00:00:00+00:00,9.40000027185306e-05,9.40000027185306e-05,7.999999797903001e-05,7.999999797903001e-05,0,0.0,0.0
2025-05-07 00:00:00+00:00,7.999999797903001e-05,8.299999899463728e-05,7.100000220816582e-05,7.400000322377309e-05,3419,0.0,0.0
2025-05-08 00:00:00+00:00,7.400000322377309e-05,0.00010299999848939478,7.400000322377309e-05,0.00010299999848939478,1281,0.0,0.0
2025-05-09 00:00:00+00:00,0.00010299999848939478,0.00010299999848939478,9.7999996796716e-05,9.899999713525176e-05,0,0.0,0.0
2025-05-10 00:00:00+00:00,9.899999713525176e-05,9.899999713525176e-05,9.40000027185306e-05,9.600000339560211e-05,1223,0.0,0.0
2025-05-11 00:00:00+00:00,9.600000339560211e-05,9.600000339560211e-05,8.900000102585182e-05,9.000000136438757e-05,0,0.0,0.0
2025-05-12 00:00:00+00:00,9.000000136438757e-05,0.00010299999848939478,6.500000017695129e-05,6.600000051548705e-05,0,0.0,0.0
2025-05-13 00:00:00+00:00,6.600000051548705e-05,7.899999764049426e-05,6.299999949987978e-05,6.900000153109431e-05,4918,0.0,0.0
2025-05-14 00:00:00+00:00,6.900000153109431e-05,6.900000153109431e-05,6.399999983841553e-05,6.500000017695129e-05,0,0.0,0.0
2025-05-15 00:00:00+00:00,6.500000017695129e-05,6.500000017695129e-05,5.999999848427251e-05,5.999999848427251e-05,0,0.0,0.0
2025-05-16 00:00:00+00:00,5.999999848427251e-05,6.299999949987978e-05,5.999999848427251e-05,6.199999916134402e-05,0,0.0,0.0
2025-05-17 00:00:00+00:00,6.199999916134402e-05,6.199999916134402e-05,5.500000042957254e-05,5.500000042957254e-05,0,0.0,0.0
2025-05-18 00:00:00+00:00,5.500000042957254e-05,6.70000008540228e-05,5.500000042957254e-05,6.299999949987978e-05,0,0.0,0.0
2025-05-19 00:00:00+00:00,6.299999949987978e-05,7.300000288523734e-05,5.900000178371556e-05,6.70000008540228e-05,6983,0.0,0.0
2025-05-20 00:00:00+00:00,6.70000008540228e-05,6.900000153109431e-05,6.600000051548705e-05,6.900000153109431e-05,0,0.0,0.0
2025-05-21 00:00:00+00:00,6.900000153109431e-05,7.400000322377309e-05,6.900000153109431e-05,7.400000322377309e-05,998,0.0,0.0
2025-05-22 00:00:00+00:00,7.400000322377309e-05,0.00010299999848939478,7.300000288523734e-05,9.500000305706635e-05,7125,0.0,0.0
2025-05-23 00:00:00+00:00,9.500000305706635e-05,0.00010699999984353781,8.299999899463728e-05,8.299999899463728e-05,0,0.0,0.0
2025-05-24 00:00:00+00:00,8.299999899463728e-05,9.100000170292333e-05,8.099999831756577e-05,9.000000136438757e-05,0,0.0,0.0
2025-05-25 00:00:00+00:00,9.000000136438757e-05,9.000000136438757e-05,8.099999831756577e-05,8.900000102585182e-05,766,0.0,0.0
2025-05-26 00:00:00+00:00,8.900000102585182e-05,9.600000339560211e-05,8.800000068731606e-05,8.800000068731606e-05,0,0.0,0.0
2025-05-27 00:00:00+00:00,8.800000068731606e-05,0.00010199999815085903,8.70000003487803e-05,9.7999996796716e-05,2358,0.0,0.0
2025-05-28 00:00:00+00:00,9.7999996796716e-05,9.899999713525176e-05,9.100000170292333e-05,9.600000339560211e-05,2024,0.0,0.0
2025-05-29 00:00:00+00:00,9.600000339560211e-05,0.00010599999950500205,9.600000339560211e-05,0.00010299999848939478,4885,0.0,0.0
2025-05-30 00:00:00+00:00,0.00010299999848939478,0.00010399999882793054,9.7999996796716e-05,9.7999996796716e-05,5937,0.0,0.0
2025-05-31 00:00:00+00:00,9.7999996796716e-05,0.00016599999798927456,9.100000170292333e-05,0.00015300000086426735,23369,0.0,0.0
2025-06-01 00:00:00+00:00,0.0001533601462142542,0.0001608211314305663,0.00014223187463358045,0.00015907621127553284,13021,0.0,0.0
