TIMESTAMP,CNHT_OPEN_PRICE_USD,CNHT_HIGH_PRICE_USD,CNHT_LOW_PRICE_USD,CNHT_CLOSE_PRICE_USD,CNHT_VOLUME_USD,CNHT_DIVIDENDS_USD,CNHT_STOCK_SPLITS_USD
2023-11-20 00:00:00+00:00,0.1463329941034317,0.1463329941034317,0.1463329941034317,0.1463329941034317,0,0.0,0.0
2023-11-21 00:00:00+00:00,0.1463329941034317,0.1463329941034317,0.1463329941034317,0.1463329941034317,0,0.0,0.0
2023-11-22 00:00:00+00:00,0.1463329941034317,0.1463329941034317,0.1463329941034317,0.1463329941034317,0,0.0,0.0
2023-11-23 00:00:00+00:00,0.1463329941034317,0.1463329941034317,0.1463329941034317,0.1463329941034317,0,0.0,0.0
2023-11-24 00:00:00+00:00,0.1463329941034317,0.1463329941034317,0.1390399932861328,0.13986599445343018,5756,0.0,0.0
2023-11-25 00:00:00+00:00,0.1398629993200302,0.1400880068540573,0.13958899676799774,0.139956995844841,5760,0.0,0.0
2023-11-26 00:00:00+00:00,0.13995200395584106,0.139957994222641,0.13878799974918365,0.1393519937992096,5736,0.0,0.0
2023-11-27 00:00:00+00:00,0.1393360048532486,0.13946600258350372,0.13799400627613068,0.13891799747943878,5717,0.0,0.0
2023-11-28 00:00:00+00:00,0.138931006193161,0.14083899557590485,0.13823899626731873,0.14000199735164642,5761,0.0,0.0
2023-11-29 00:00:00+00:00,0.1400039941072464,0.14088499546051025,0.1396300047636032,0.14002400636672974,5761,0.0,0.0
2023-11-30 00:00:00+00:00,0.1400260031223297,0.14049799740314484,0.13947899639606476,0.13979099690914154,5946,0.0,0.0
2023-12-01 00:00:00+00:00,0.13979099690914154,0.14185300469398499,0.1390250027179718,0.13979999721050262,88,0.0,0.0
2023-12-02 00:00:00+00:00,0.13980300724506378,0.1407500058412552,0.13853800296783447,0.13979299366474152,486,0.0,0.0
2023-12-03 00:00:00+00:00,0.1397870033979416,0.1400189995765686,0.13817499577999115,0.13967199623584747,246,0.0,0.0
2023-12-04 00:00:00+00:00,0.1396690011024475,0.14031800627708435,0.1385820060968399,0.13977600634098053,447,0.0,0.0
2023-12-05 00:00:00+00:00,0.1397780030965805,0.14031100273132324,0.13851499557495117,0.1389089971780777,3065,0.0,0.0
2023-12-06 00:00:00+00:00,0.13891200721263885,0.1400579959154129,0.1381160020828247,0.13961000740528107,381,0.0,0.0
2023-12-07 00:00:00+00:00,0.1396459937095642,0.14023500680923462,0.1384650021791458,0.13969500362873077,361,0.0,0.0
2023-12-08 00:00:00+00:00,0.1396930068731308,0.1401280015707016,0.13848699629306793,0.13978299498558044,473,0.0,0.0
2023-12-09 00:00:00+00:00,0.1397870033979416,0.13994500041007996,0.13856500387191772,0.13975299894809723,298,0.0,0.0
2023-12-10 00:00:00+00:00,0.13975900411605835,0.13991999626159668,0.13811500370502472,0.139833003282547,2891,0.0,0.0
2023-12-11 00:00:00+00:00,0.13983799517154694,0.14432600140571594,0.13833099603652954,0.13971999287605286,1911,0.0,0.0
2023-12-12 00:00:00+00:00,0.139723002910614,0.14011900126934052,0.13854900002479553,0.1397469937801361,504,0.0,0.0
