TIMESTAMP,DICKBUTT_OPEN_PRICE_USD,DICKBUTT_HIGH_PRICE_USD,DICKBUTT_LOW_PRICE_USD,DICKBUTT_CLOSE_PRICE_USD,DICKBUTT_VOLUME_USD,DICKBUTT_DIVIDENDS_USD,DICKBUTT_STOCK_SPLITS_USD
2025-03-12 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.4999999621068127e-05,1.5999999959603883e-05,136923,0.0,0.0
2025-03-13 00:00:00+00:00,1.5999999959603883e-05,1.5999999959603883e-05,1.4999999621068127e-05,1.4999999621068127e-05,33213,0.0,0.0
2025-03-14 00:00:00+00:00,1.4999999621068127e-05,1.8999999156221747e-05,1.4999999621068127e-05,1.5999999959603883e-05,45616,0.0,0.0
2025-03-15 00:00:00+00:00,1.5999999959603883e-05,1.8000000636675395e-05,1.5999999959603883e-05,1.8000000636675395e-05,24223,0.0,0.0
2025-03-16 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.5999999959603883e-05,1.5999999959603883e-05,18268,0.0,0.0
2025-03-17 00:00:00+00:00,1.5999999959603883e-05,1.700000029813964e-05,1.5999999959603883e-05,1.700000029813964e-05,13252,0.0,0.0
2025-03-18 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.4999999621068127e-05,1.4999999621068127e-05,17776,0.0,0.0
2025-03-19 00:00:00+00:00,1.4999999621068127e-05,1.8000000636675395e-05,1.4999999621068127e-05,1.8000000636675395e-05,31976,0.0,0.0
2025-03-20 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.4999999621068127e-05,1.4999999621068127e-05,31470,0.0,0.0
2025-03-21 00:00:00+00:00,1.4999999621068127e-05,1.5999999959603883e-05,1.4000000192027073e-05,1.4000000192027073e-05,28583,0.0,0.0
2025-03-22 00:00:00+00:00,1.4000000192027073e-05,1.4999999621068127e-05,1.2999999853491317e-05,1.4000000192027073e-05,49613,0.0,0.0
2025-03-23 00:00:00+00:00,1.4000000192027073e-05,1.700000029813964e-05,1.2999999853491317e-05,1.5999999959603883e-05,48504,0.0,0.0
2025-03-24 00:00:00+00:00,1.5999999959603883e-05,2.2000000171829015e-05,1.5999999959603883e-05,2.099999983329326e-05,65349,0.0,0.0
2025-03-25 00:00:00+00:00,2.099999983329326e-05,2.5999999706982635e-05,2.099999983329326e-05,2.2000000171829015e-05,145693,0.0,0.0
2025-03-26 00:00:00+00:00,2.2000000171829015e-05,2.2000000171829015e-05,1.8000000636675395e-05,1.8000000636675395e-05,32661,0.0,0.0
2025-03-27 00:00:00+00:00,1.8000000636675395e-05,1.8999999156221747e-05,1.5999999959603883e-05,1.700000029813964e-05,34861,0.0,0.0
2025-03-28 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.4999999621068127e-05,1.4999999621068127e-05,24212,0.0,0.0
2025-03-29 00:00:00+00:00,1.4999999621068127e-05,1.4999999621068127e-05,1.2999999853491317e-05,1.2999999853491317e-05,16359,0.0,0.0
2025-03-30 00:00:00+00:00,1.2999999853491317e-05,1.4000000192027073e-05,1.2999999853491317e-05,1.2999999853491317e-05,3371,0.0,0.0
2025-03-31 00:00:00+00:00,1.2999999853491317e-05,1.4000000192027073e-05,1.2999999853491317e-05,1.4000000192027073e-05,13476,0.0,0.0
2025-04-01 00:00:00+00:00,1.4000000192027073e-05,1.5999999959603883e-05,1.4000000192027073e-05,1.4999999621068127e-05,44926,0.0,0.0
2025-04-02 00:00:00+00:00,1.4999999621068127e-05,1.4999999621068127e-05,1.2999999853491317e-05,1.4000000192027073e-05,18144,0.0,0.0
2025-04-03 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.2000000424450263e-05,1.2999999853491317e-05,16213,0.0,0.0
2025-04-04 00:00:00+00:00,1.2999999853491317e-05,1.4000000192027073e-05,1.2999999853491317e-05,1.2999999853491317e-05,12702,0.0,0.0
2025-04-05 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,1.2000000424450263e-05,1.2000000424450263e-05,17665,0.0,0.0
2025-04-06 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,7.999999979801942e-06,7.999999979801942e-06,46541,0.0,0.0
2025-04-07 00:00:00+00:00,7.999999979801942e-06,1.2999999853491317e-05,7.999999979801942e-06,1.2000000424450263e-05,52333,0.0,0.0
2025-04-08 00:00:00+00:00,1.2000000424450263e-05,1.4999999621068127e-05,9.999999747378752e-06,9.999999747378752e-06,70932,0.0,0.0
2025-04-09 00:00:00+00:00,9.999999747378752e-06,2.4000000848900527e-05,9.999999747378752e-06,1.9999999494757503e-05,159683,0.0,0.0
2025-04-10 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.700000029813964e-05,1.700000029813964e-05,27655,0.0,0.0
2025-04-11 00:00:00+00:00,1.700000029813964e-05,1.8000000636675395e-05,1.700000029813964e-05,1.8000000636675395e-05,25636,0.0,0.0
2025-04-12 00:00:00+00:00,1.8000000636675395e-05,3.400000059627928e-05,1.8000000636675395e-05,2.700000004551839e-05,147386,0.0,0.0
2025-04-13 00:00:00+00:00,2.700000004551839e-05,3.600000127335079e-05,2.5999999706982635e-05,2.9999999242136255e-05,203514,0.0,0.0
2025-04-14 00:00:00+00:00,2.9999999242136255e-05,3.9999998989515007e-05,2.9999999242136255e-05,3.199999991920777e-05,218804,0.0,0.0
2025-04-15 00:00:00+00:00,3.199999991920777e-05,3.7999998312443495e-05,2.4000000848900527e-05,2.9999999242136255e-05,219464,0.0,0.0
2025-04-16 00:00:00+00:00,3.099999958067201e-05,3.7000001611886546e-05,2.2000000171829015e-05,2.700000004551839e-05,249378,0.0,0.0
2025-04-17 00:00:00+00:00,2.700000004551839e-05,2.9999999242136255e-05,2.4000000848900527e-05,2.5999999706982635e-05,101638,0.0,0.0
2025-04-18 00:00:00+00:00,2.5999999706982635e-05,2.700000004551839e-05,2.499999936844688e-05,2.700000004551839e-05,40380,0.0,0.0
2025-04-19 00:00:00+00:00,2.700000004551839e-05,3.300000025774352e-05,2.5999999706982635e-05,2.8000000384054147e-05,118785,0.0,0.0
2025-04-20 00:00:00+00:00,2.8000000384054147e-05,3.600000127335079e-05,2.499999936844688e-05,2.499999936844688e-05,133244,0.0,0.0
2025-04-21 00:00:00+00:00,2.499999936844688e-05,3.600000127335079e-05,2.300000051036477e-05,3.199999991920777e-05,169090,0.0,0.0
2025-04-22 00:00:00+00:00,3.199999991920777e-05,4.8000001697801054e-05,3.199999991920777e-05,4.8000001697801054e-05,268176,0.0,0.0
2025-04-23 00:00:00+00:00,4.8000001697801054e-05,5.0999999075429514e-05,4.099999932805076e-05,4.600000102072954e-05,200906,0.0,0.0
2025-04-24 00:00:00+00:00,4.600000102072954e-05,4.8999998398358e-05,4.099999932805076e-05,4.199999966658652e-05,83380,0.0,0.0
2025-04-25 00:00:00+00:00,4.199999966658652e-05,4.3000000005122274e-05,3.7000001611886546e-05,3.899999865097925e-05,100961,0.0,0.0
2025-04-26 00:00:00+00:00,3.899999865097925e-05,4.099999932805076e-05,3.7000001611886546e-05,3.7000001611886546e-05,37654,0.0,0.0
2025-04-27 00:00:00+00:00,3.7000001611886546e-05,4.099999932805076e-05,2.9999999242136255e-05,3.099999958067201e-05,72416,0.0,0.0
2025-04-28 00:00:00+00:00,3.099999958067201e-05,3.099999958067201e-05,2.700000004551839e-05,2.9000000722589903e-05,66900,0.0,0.0
2025-04-29 00:00:00+00:00,2.9000000722589903e-05,3.300000025774352e-05,2.4000000848900527e-05,2.8000000384054147e-05,77114,0.0,0.0
2025-04-30 00:00:00+00:00,2.8000000384054147e-05,2.9999999242136255e-05,2.4000000848900527e-05,2.499999936844688e-05,65365,0.0,0.0
2025-05-01 00:00:00+00:00,2.499999936844688e-05,2.8000000384054147e-05,2.499999936844688e-05,2.5999999706982635e-05,55206,0.0,0.0
2025-05-02 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,2.2000000171829015e-05,2.4000000848900527e-05,50909,0.0,0.0
2025-05-03 00:00:00+00:00,2.4000000848900527e-05,2.499999936844688e-05,1.9999999494757503e-05,2.2000000171829015e-05,47484,0.0,0.0
2025-05-04 00:00:00+00:00,2.2000000171829015e-05,2.4000000848900527e-05,1.9999999494757503e-05,2.099999983329326e-05,43572,0.0,0.0
2025-05-05 00:00:00+00:00,2.099999983329326e-05,2.099999983329326e-05,1.8999999156221747e-05,1.9999999494757503e-05,40046,0.0,0.0
2025-05-06 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.700000029813964e-05,1.8999999156221747e-05,38351,0.0,0.0
2025-05-07 00:00:00+00:00,1.8999999156221747e-05,2.2000000171829015e-05,1.8000000636675395e-05,1.8999999156221747e-05,39803,0.0,0.0
2025-05-08 00:00:00+00:00,1.8999999156221747e-05,3.199999991920777e-05,1.8999999156221747e-05,3.099999958067201e-05,142472,0.0,0.0
2025-05-09 00:00:00+00:00,3.099999958067201e-05,3.5000000934815034e-05,2.9000000722589903e-05,3.199999991920777e-05,109733,0.0,0.0
2025-05-10 00:00:00+00:00,3.199999991920777e-05,4.5000000682193786e-05,3.099999958067201e-05,4.400000034365803e-05,142341,0.0,0.0
2025-05-11 00:00:00+00:00,4.400000034365803e-05,4.8000001697801054e-05,3.5000000934815034e-05,3.7000001611886546e-05,178061,0.0,0.0
2025-05-12 00:00:00+00:00,3.7000001611886546e-05,4.099999932805076e-05,3.300000025774352e-05,3.300000025774352e-05,117153,0.0,0.0
2025-05-13 00:00:00+00:00,3.300000025774352e-05,4.70000013592653e-05,3.199999991920777e-05,3.9999998989515007e-05,245087,0.0,0.0
2025-05-14 00:00:00+00:00,3.9999998989515007e-05,4.5000000682193786e-05,3.5000000934815034e-05,3.5000000934815034e-05,108785,0.0,0.0
2025-05-15 00:00:00+00:00,3.5000000934815034e-05,3.600000127335079e-05,3.300000025774352e-05,3.400000059627928e-05,81421,0.0,0.0
2025-05-16 00:00:00+00:00,3.400000059627928e-05,3.600000127335079e-05,3.199999991920777e-05,3.199999991920777e-05,35022,0.0,0.0
2025-05-17 00:00:00+00:00,3.199999991920777e-05,3.199999991920777e-05,2.9000000722589903e-05,3.199999991920777e-05,32056,0.0,0.0
2025-05-18 00:00:00+00:00,3.199999991920777e-05,3.5000000934815034e-05,3.099999958067201e-05,3.199999991920777e-05,29621,0.0,0.0
2025-05-19 00:00:00+00:00,3.199999991920777e-05,3.7000001611886546e-05,2.9999999242136255e-05,3.600000127335079e-05,55380,0.0,0.0
2025-05-20 00:00:00+00:00,3.600000127335079e-05,3.899999865097925e-05,3.600000127335079e-05,3.7000001611886546e-05,42738,0.0,0.0
2025-05-21 00:00:00+00:00,3.7000001611886546e-05,3.7999998312443495e-05,3.199999991920777e-05,3.400000059627928e-05,55913,0.0,0.0
2025-05-22 00:00:00+00:00,3.400000059627928e-05,4.099999932805076e-05,3.300000025774352e-05,3.7000001611886546e-05,31721,0.0,0.0
2025-05-23 00:00:00+00:00,3.7000001611886546e-05,4.5000000682193786e-05,3.300000025774352e-05,3.400000059627928e-05,176683,0.0,0.0
2025-05-24 00:00:00+00:00,3.400000059627928e-05,3.5000000934815034e-05,2.9999999242136255e-05,2.9999999242136255e-05,30834,0.0,0.0
2025-05-25 00:00:00+00:00,2.9999999242136255e-05,3.300000025774352e-05,2.499999936844688e-05,2.9999999242136255e-05,41084,0.0,0.0
2025-05-26 00:00:00+00:00,2.9999999242136255e-05,3.400000059627928e-05,2.700000004551839e-05,2.9999999242136255e-05,50330,0.0,0.0
2025-05-27 00:00:00+00:00,2.9999999242136255e-05,3.099999958067201e-05,2.8000000384054147e-05,2.9000000722589903e-05,33200,0.0,0.0
2025-05-28 00:00:00+00:00,2.9000000722589903e-05,2.9000000722589903e-05,2.4000000848900527e-05,2.499999936844688e-05,29438,0.0,0.0
2025-05-29 00:00:00+00:00,2.499999936844688e-05,2.9999999242136255e-05,1.8999999156221747e-05,2.099999983329326e-05,272660,0.0,0.0
2025-05-30 00:00:00+00:00,2.099999983329326e-05,2.099999983329326e-05,1.8000000636675395e-05,1.8000000636675395e-05,35038,0.0,0.0
2025-05-31 00:00:00+00:00,1.8000000636675395e-05,1.9999999494757503e-05,1.8000000636675395e-05,1.8000000636675395e-05,27405,0.0,0.0
2025-06-01 00:00:00+00:00,1.838462230807636e-05,1.9659928511828184e-05,1.7720447431202047e-05,1.9659928511828184e-05,19234,0.0,0.0
