TIMESTAMP,BUCK34622_OPEN_PRICE_USD,BUCK34622_HIGH_PRICE_USD,BUCK34622_LOW_PRICE_USD,BUCK34622_CLOSE_PRICE_USD,BUCK34622_VOLUME_USD,BUCK34622_DIVIDENDS_USD,BUCK34622_STOCK_SPLITS_USD
2025-01-30 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,60532,0.0,0.0
2025-01-31 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,19998,0.0,0.0
2025-02-01 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,15313,0.0,0.0
2025-02-02 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,11195,0.0,0.0
2025-02-03 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,23178,0.0,0.0
2025-02-04 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,11897,0.0,0.0
2025-02-05 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,18515,0.0,0.0
2025-02-06 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,67733,0.0,0.0
2025-02-07 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,12688,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,39183,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,36145,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,16524,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,19217,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,49288,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,20230,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,6436,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,3774,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,11402,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,3464,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,41274,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,14126,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,761,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,1917,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,2737,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,1664,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,867,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,1253,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,866,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,1133,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,1312,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,3357,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,1794,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,1825,0.0,0.0
2025-03-06 00:00:00+00:00,,,,0.0,5287,0.0,0.0
2025-03-07 00:00:00+00:00,,,,0.0,832,0.0,0.0
2025-03-08 00:00:00+00:00,,,,0.0,6112,0.0,0.0
2025-03-09 00:00:00+00:00,,,,0.0,1459,0.0,0.0
2025-03-14 00:00:00+00:00,,,,0.0,2436,0.0,0.0
2025-03-15 00:00:00+00:00,,,,0.0,1934,0.0,0.0
2025-03-22 00:00:00+00:00,,,,0.0,1678,0.0,0.0
2025-03-24 00:00:00+00:00,,,,0.0,235,0.0,0.0
2025-03-25 00:00:00+00:00,,,,0.0,2092,0.0,0.0
2025-03-26 00:00:00+00:00,,,,0.0,692,0.0,0.0
2025-03-27 00:00:00+00:00,,,,0.0,1059,0.0,0.0
2025-04-06 00:00:00+00:00,,,,0.0,780,0.0,0.0
2025-04-14 00:00:00+00:00,,,,0.0,253,0.0,0.0
2025-04-15 00:00:00+00:00,,,,0.0,335,0.0,0.0
2025-04-16 00:00:00+00:00,,,,0.0,47,0.0,0.0
2025-04-17 00:00:00+00:00,,,,0.0,503,0.0,0.0
2025-04-28 00:00:00+00:00,,,,0.0,3,0.0,0.0
2025-05-01 00:00:00+00:00,,,,0.0,113,0.0,0.0
2025-05-04 00:00:00+00:00,,,,0.0,51,0.0,0.0
2025-05-09 00:00:00+00:00,,,,0.0,460,0.0,0.0
2025-05-11 00:00:00+00:00,,,,0.0,266,0.0,0.0
2025-05-16 00:00:00+00:00,,,,0.0,13,0.0,0.0
2025-05-19 00:00:00+00:00,,,,0.0,1618,0.0,0.0
2025-05-20 00:00:00+00:00,,,,0.0,366,0.0,0.0
2025-05-23 00:00:00+00:00,,,,0.0,118,0.0,0.0
2025-05-26 00:00:00+00:00,,,,0.0,185,0.0,0.0
2025-05-30 00:00:00+00:00,,,,0.0,137,0.0,0.0
2025-05-31 00:00:00+00:00,,,,0.0,767,0.0,0.0
2025-06-01 00:00:00+00:00,1.362021464501595e-07,1.362021464501595e-07,1.339173110181946e-07,1.3489513150943822e-07,82,0.0,0.0
