TIMESTAMP,ENZYME_OPEN_PRICE_USD,ENZYME_HIGH_PRICE_USD,ENZYME_LOW_PRICE_USD,ENZYME_CLOSE_PRICE_USD,ENZYME_VOLUME_USD,ENZYME_DIVIDENDS_USD,ENZYME_STOCK_SPLITS_USD
2025-01-01 00:00:00+00:00,,,,0.0,1555,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,2458,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,3625,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,1842,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,1611,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,823,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,158,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,3154,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,265,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,590,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,1010,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,856,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,411,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,119,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,200,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,226,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,783,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,945,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,454,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,233,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,640,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,2831,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,929,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,144,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,245,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,86,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,447,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,141,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,371,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,700,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,1242,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,1472,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,20,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,29,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,851,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,573,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,89,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,19,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,1504,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,1200,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,19,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,228,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,50,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,4,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,62,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,38,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,5,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,57,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,9,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,2,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,36,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,3,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,334,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,8,0.0,0.0
2025-03-25 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-04-07 00:00:00+00:00,,,,0.0,6379,0.0,0.0
2025-04-09 00:00:00+00:00,,,,0.0,121,0.0,0.0
2025-04-17 00:00:00+00:00,,,,0.0,9,0.0,0.0
2025-04-25 00:00:00+00:00,,,,0.0,308,0.0,0.0
2025-05-17 00:00:00+00:00,,,,0.0,106,0.0,0.0
2025-05-18 00:00:00+00:00,,,,0.0,6,0.0,0.0
2025-05-30 00:00:00+00:00,,,,0.0,36,0.0,0.0
2025-06-01 00:00:00+00:00,1.1690300149354987e-13,1.1690300149354987e-13,1.1690260847026235e-13,1.1690260847026235e-13,35,0.0,0.0
