,nMSE,nRMSE,nMAE,nMAPE,MSE,RMSE,MAE,MAPE,R2
0,0.0757254195083012,0.2751825203538575,0.24333534177778954,0.1266382502870106,22372809.354330342,4729.990417995616,4182.583192708334,0.11967544730939221,-3.074841445700061
1,0.05407802858987113,0.23254683096071452,0.20545901049283924,0.11382348936813826,15977163.26482318,3997.1443887884734,3531.5440877016135,0.10718407559358474,-0.6701652428104721
2,0.012853550254343683,0.11337349890668313,0.09848376031424876,0.03917070739723459,3797539.888878106,1948.7277616122028,1692.794460685484,0.03749621412040145,0.6308709938676269
3,0.11182472220255096,0.33440203677990804,0.28091478465472736,0.11470221710438346,33038225.226333246,5747.888762522571,4828.520020833332,0.10969547239295181,-2.464970145949763
4,0.022354384001051296,0.14951382545119798,0.11877935874926417,0.03565950914902144,6604529.017617472,2569.927823425684,2041.6464364919354,0.03449374377795721,0.7328120213499218
5,0.09424607928505119,0.3069952430984089,0.2818353123829632,0.09947736870813723,42331155.036867015,6506.239700231387,5973.018078125,0.09639462292053888,-2.2800817750774947
6,0.012923454386172676,0.11368137220394851,0.09752686424615033,0.08125720040576023,19324049.45281926,4395.912812240395,3771.238739919356,0.07803440493659278,-1.719492895066752
7,0.0342871967933665,0.18516802313943545,0.1765014161806986,0.18026082157319726,51268595.04888107,7160.209148403493,6825.082631048386,0.17152888475145753,-3.396313795743647
8,0.006307777147639296,0.0794215156468277,0.06939410487656568,0.10317022540247127,19425653.74339709,4407.454338208972,3850.988504464286,0.09812415513374892,-2.111496117194426
9,0.006404871120178912,0.08003043871039889,0.06895740776804779,0.10685116114836468,22503140.022209674,4743.74746610838,4087.401325604838,0.10174774947429346,-1.6885644902095782
10,0.0032118075618669524,0.05667281148722862,0.05213510111499529,0.08355759640548178,12211498.466146775,3494.4954523001993,3214.6960052083323,0.07959072239489093,-0.9529130539218529
11,0.008367706963086528,0.09147517129301551,0.08517116625128453,0.18452227745804553,31814561.223740745,5640.439807651594,5251.729153225806,0.17284252475414622,-1.7991292925690114
Mean,0.03688208315112336,0.16820527400263538,0.14820780240079787,0.10575756870060384,23389076.645503666,4611.848156624082,4104.270219668058,0.10056733479666302,-1.5661904365854593
