TIMESTAMP,OPT35828_OPEN_PRICE_USD,OPT35828_HIGH_PRICE_USD,OPT35828_LOW_PRICE_USD,OPT35828_CLOSE_PRICE_USD,OPT35828_VOLUME_USD,OPT35828_DIVIDENDS_USD,OPT35828_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,0.017496999353170395,0.01967800036072731,0.012544999830424786,0.017457999289035797,81994,0.0,0.0
2025-04-02 00:00:00+00:00,0.017457999289035797,0.01909800060093403,0.012612000107765198,0.01732099987566471,76358,0.0,0.0
2025-04-03 00:00:00+00:00,0.01732099987566471,0.018678000196814537,0.01707400009036064,0.018530000001192093,55253,0.0,0.0
2025-04-04 00:00:00+00:00,0.018530000001192093,0.01918100006878376,0.000999000039882958,0.015740999951958656,70445,0.0,0.0
2025-04-05 00:00:00+00:00,0.015740999951958656,0.018137000501155853,0.007519999984651804,0.016938000917434692,49630,0.0,0.0
2025-04-06 00:00:00+00:00,0.016938000917434692,0.017374999821186066,0.01681400090456009,0.01727299951016903,53015,0.0,0.0
2025-04-07 00:00:00+00:00,0.01727299951016903,0.01803000085055828,0.014607000164687634,0.017458999529480934,57210,0.0,0.0
2025-04-08 00:00:00+00:00,0.017458999529480934,0.018907999619841576,0.017302000895142555,0.018264999613165855,130719,0.0,0.0
2025-04-09 00:00:00+00:00,0.018264999613165855,0.02290700003504753,0.017935000360012054,0.021522000432014465,158749,0.0,0.0
2025-04-10 00:00:00+00:00,0.021522000432014465,0.02377299964427948,0.021229000762104988,0.023120999336242676,164474,0.0,0.0
2025-04-11 00:00:00+00:00,0.023120999336242676,0.02389499917626381,0.017356999218463898,0.02295299991965294,160590,0.0,0.0
2025-04-12 00:00:00+00:00,0.02295299991965294,0.023183999583125114,0.02002899907529354,0.022789999842643738,131019,0.0,0.0
2025-04-13 00:00:00+00:00,0.022789999842643738,0.023080000653862953,0.020003000274300575,0.022146999835968018,92569,0.0,0.0
2025-04-14 00:00:00+00:00,0.022146999835968018,0.02480500005185604,0.021629000082612038,0.024365000426769257,57678,0.0,0.0
2025-04-15 00:00:00+00:00,0.024365000426769257,0.02535500004887581,0.0206300001591444,0.023747000843286514,41703,0.0,0.0
2025-04-16 00:00:00+00:00,0.023747000843286514,0.024637000635266304,0.02098800055682659,0.02358200028538704,55110,0.0,0.0
2025-04-17 00:00:00+00:00,0.02358200028538704,0.024323999881744385,0.0226879995316267,0.023093000054359436,54578,0.0,0.0
2025-04-18 00:00:00+00:00,0.023093000054359436,0.02322700060904026,0.02130099944770336,0.0226259995251894,48211,0.0,0.0
2025-04-19 00:00:00+00:00,0.0226259995251894,0.024004999548196793,0.022570999339222908,0.02385699935257435,51954,0.0,0.0
2025-04-20 00:00:00+00:00,0.02385699935257435,0.023885000497102737,0.022328000515699387,0.022597000002861023,50314,0.0,0.0
2025-04-21 00:00:00+00:00,0.022597000002861023,0.022755999118089676,0.01940299943089485,0.019607000052928925,40282,0.0,0.0
2025-04-22 00:00:00+00:00,0.019607000052928925,0.023553000763058662,0.019607000052928925,0.02261199988424778,47861,0.0,0.0
