TIMESTAMP,PEAR25394_OPEN_PRICE_USD,PEAR25394_HIGH_PRICE_USD,PEAR25394_LOW_PRICE_USD,PEAR25394_CLOSE_PRICE_USD,PEAR25394_VOLUME_USD,PEAR25394_DIVIDENDS_USD,PEAR25394_STOCK_SPLITS_USD
2023-05-18 00:00:00+00:00,0.006750999949872494,0.007034000009298325,0.004358000122010708,0.0043669999577105045,83078,0.0,0.0
2023-05-19 00:00:00+00:00,0.0043680001981556416,0.005588000174611807,0.003249000059440732,0.003665999975055456,31668,0.0,0.0
2023-05-20 00:00:00+00:00,0.0036689999978989363,0.004803000018000603,0.003407000098377466,0.004585999995470047,33940,0.0,0.0
2023-05-21 00:00:00+00:00,0.004586999770253897,0.0046190000139176846,0.003558000084012747,0.0037070000544190407,14576,0.0,0.0
2023-05-22 00:00:00+00:00,0.0037070000544190407,0.007939999923110008,0.0029249999206513166,0.005869999993592501,134043,0.0,0.0
2023-05-23 00:00:00+00:00,0.005869999993592501,0.006806999910622835,0.0041589997708797455,0.005588999949395657,35991,0.0,0.0
2023-05-24 00:00:00+00:00,0.00558600015938282,0.0056500001810491085,0.004288999829441309,0.00484299985691905,18366,0.0,0.0
2023-05-25 00:00:00+00:00,0.004844999872148037,0.006244999822229147,0.003710000077262521,0.00610300013795495,28231,0.0,0.0
2023-05-26 00:00:00+00:00,0.00610300013795495,0.0061090001836419106,0.004449000116437674,0.005218000151216984,20856,0.0,0.0
2023-05-27 00:00:00+00:00,0.005218000151216984,0.005402000155299902,0.0039610001258552074,0.004668000154197216,16066,0.0,0.0
2023-05-28 00:00:00+00:00,0.004668000154197216,0.0048329997807741165,0.004019000101834536,0.004284000024199486,25123,0.0,0.0
2023-05-29 00:00:00+00:00,0.004282999783754349,0.004315999802201986,0.0029819998890161514,0.003783999942243099,27913,0.0,0.0
2023-05-30 00:00:00+00:00,0.0037819999270141125,0.004809000063687563,0.003278000047430396,0.004486000165343285,22435,0.0,0.0
2023-05-31 00:00:00+00:00,0.004486999940127134,0.0049589998088777065,0.0035470000002533197,0.003684000112116337,18672,0.0,0.0
2023-06-01 00:00:00+00:00,0.003684000112116337,0.004244000185281038,0.0035089999437332153,0.003585000056773424,13552,0.0,0.0
2023-06-02 00:00:00+00:00,0.0035840000491589308,0.004453999921679497,0.0035810000263154507,0.004195000045001507,12411,0.0,0.0
2023-06-03 00:00:00+00:00,0.004195000045001507,0.006074999924749136,0.004162999801337719,0.00471000000834465,25913,0.0,0.0
2023-06-04 00:00:00+00:00,0.004708999767899513,0.0068060001358389854,0.0036979999858886003,0.005311000160872936,67239,0.0,0.0
2023-06-05 00:00:00+00:00,0.005311999935656786,0.006384000182151794,0.004176999907940626,0.004364000167697668,26844,0.0,0.0
