TIMESTAMP,HISS_OPEN_PRICE_USD,HISS_HIGH_PRICE_USD,HISS_LOW_PRICE_USD,HISS_CLOSE_PRICE_USD,HISS_VOLUME_USD,HISS_DIVIDENDS_USD,HISS_STOCK_SPLITS_USD
2025-01-18 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,23548,0.0,0.0
2025-01-19 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,20140,0.0,0.0
2025-01-20 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,22232,0.0,0.0
2025-01-21 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,12002,0.0,0.0
2025-01-22 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,29115,0.0,0.0
2025-01-23 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,19142,0.0,0.0
2025-01-24 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,18858,0.0,0.0
2025-01-25 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,26870,0.0,0.0
2025-01-26 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,26137,0.0,0.0
2025-01-27 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,18316,0.0,0.0
2025-01-28 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,43337,0.0,0.0
2025-01-29 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,87884,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,42204,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,20095,0.0,0.0
2025-02-01 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,37752,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,13566,0.0,0.0
2025-02-03 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,18878,0.0,0.0
2025-02-04 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,14231,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,10740,0.0,0.0
2025-02-06 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,6791,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,17150,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,18496,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,5418,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,8148,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,9060,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,61849,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,21386,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,15456,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,8305,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,11928,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,22783,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,16204,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,9823,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,18960,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,19995,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,12392,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,4945,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,14225,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,1446,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,7573,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,8993,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,5550,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,9816,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,2876,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,2024,0.0,0.0
2025-03-04 00:00:00+00:00,,,,0.0,2412,0.0,0.0
2025-03-05 00:00:00+00:00,,,,0.0,7009,0.0,0.0
2025-03-06 00:00:00+00:00,,,,0.0,2356,0.0,0.0
2025-03-07 00:00:00+00:00,,,,0.0,1926,0.0,0.0
2025-03-08 00:00:00+00:00,,,,0.0,1364,0.0,0.0
2025-03-09 00:00:00+00:00,,,,0.0,921,0.0,0.0
2025-03-10 00:00:00+00:00,,,,0.0,2398,0.0,0.0
2025-03-11 00:00:00+00:00,,,,0.0,5194,0.0,0.0
2025-03-13 00:00:00+00:00,,,,0.0,508,0.0,0.0
2025-03-14 00:00:00+00:00,,,,0.0,2602,0.0,0.0
2025-03-15 00:00:00+00:00,,,,0.0,1831,0.0,0.0
2025-03-16 00:00:00+00:00,,,,0.0,348,0.0,0.0
2025-03-17 00:00:00+00:00,,,,0.0,1206,0.0,0.0
2025-03-18 00:00:00+00:00,,,,0.0,2427,0.0,0.0
2025-03-19 00:00:00+00:00,,,,0.0,4377,0.0,0.0
2025-03-21 00:00:00+00:00,,,,0.0,470,0.0,0.0
2025-03-22 00:00:00+00:00,,,,0.0,646,0.0,0.0
2025-03-23 00:00:00+00:00,,,,0.0,2912,0.0,0.0
2025-03-24 00:00:00+00:00,,,,0.0,6355,0.0,0.0
2025-03-25 00:00:00+00:00,,,,0.0,945,0.0,0.0
2025-03-27 00:00:00+00:00,,,,0.0,6399,0.0,0.0
2025-03-28 00:00:00+00:00,,,,0.0,2936,0.0,0.0
2025-03-29 00:00:00+00:00,,,,0.0,1591,0.0,0.0
2025-03-30 00:00:00+00:00,,,,0.0,2204,0.0,0.0
2025-03-31 00:00:00+00:00,,,,0.0,3248,0.0,0.0
2025-04-02 00:00:00+00:00,,,,0.0,1971,0.0,0.0
2025-04-03 00:00:00+00:00,,,,0.0,2126,0.0,0.0
2025-04-05 00:00:00+00:00,,,,0.0,3815,0.0,0.0
2025-04-06 00:00:00+00:00,,,,0.0,1280,0.0,0.0
2025-04-08 00:00:00+00:00,,,,0.0,955,0.0,0.0
2025-04-10 00:00:00+00:00,,,,0.0,2305,0.0,0.0
2025-04-11 00:00:00+00:00,,,,0.0,1537,0.0,0.0
2025-04-13 00:00:00+00:00,,,,0.0,660,0.0,0.0
2025-04-14 00:00:00+00:00,,,,0.0,1193,0.0,0.0
2025-04-17 00:00:00+00:00,,,,0.0,308,0.0,0.0
2025-04-20 00:00:00+00:00,,,,0.0,1049,0.0,0.0
2025-04-23 00:00:00+00:00,,,,0.0,2056,0.0,0.0
2025-04-25 00:00:00+00:00,,,,0.0,2111,0.0,0.0
2025-04-28 00:00:00+00:00,,,,0.0,1301,0.0,0.0
2025-04-29 00:00:00+00:00,,,,0.0,1038,0.0,0.0
2025-04-30 00:00:00+00:00,,,,0.0,1674,0.0,0.0
2025-05-04 00:00:00+00:00,,,,0.0,1742,0.0,0.0
2025-05-05 00:00:00+00:00,,,,0.0,1149,0.0,0.0
2025-05-08 00:00:00+00:00,,,,0.0,1455,0.0,0.0
2025-05-09 00:00:00+00:00,,,,0.0,1824,0.0,0.0
2025-05-10 00:00:00+00:00,,,,0.0,10563,0.0,0.0
2025-05-11 00:00:00+00:00,,,,0.0,18244,0.0,0.0
2025-05-12 00:00:00+00:00,,,,0.0,2520,0.0,0.0
2025-05-15 00:00:00+00:00,,,,0.0,4991,0.0,0.0
2025-05-19 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,24430,0.0,0.0
2025-05-20 00:00:00+00:00,9.999999974752427e-07,3.000000106112566e-06,9.999999974752427e-07,9.999999974752427e-07,758276,0.0,0.0
2025-05-21 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,407926,0.0,0.0
2025-05-22 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,141129,0.0,0.0
2025-05-23 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,56567,0.0,0.0
2025-05-24 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,23011,0.0,0.0
2025-05-25 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,17116,0.0,0.0
2025-05-26 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,34031,0.0,0.0
2025-05-27 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9839,0.0,0.0
2025-05-28 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,7145,0.0,0.0
2025-05-29 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,7587,0.0,0.0
2025-05-30 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,9728,0.0,0.0
2025-05-31 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1685,0.0,0.0
2025-06-01 00:00:00+00:00,5.884715505999338e-07,2.2258022909227293e-06,5.858418603565951e-07,1.6359890651074238e-06,209718,0.0,0.0
