,MSE,MAE,RMSE,MAPE,R2
0,0.0003952442319847,0.015728407451000636,0.019880693410161535,0.0686673153525005,0.850185437449309
1,9.033633260021457e-05,0.007023106592416433,0.009504470435518633,0.037086651665600934,0.7854298779799033
2,0.0007836660642168667,0.02120732137390673,0.027993975994931364,0.060603929136136304,0.8617104609807917
3,0.0006642851314198,0.017315309528079203,0.025772761895439266,0.049019176651685537,0.7317268197901253
4,0.00024007126172950004,0.010722764593366135,0.015494193765141365,0.030011256313297235,-0.2563690423808138
5,0.0002610009946590333,0.0132141712281731,0.016155310158144132,0.03620753965349673,0.7859410129870517
6,0.00022621012883506666,0.011744819587285432,0.015040230157952033,0.04296772652722677,0.5715156273806725
7,8.788560921817907e-05,0.007149983583793433,0.009373934662042368,0.0334333622523158,0.9116750125590282
8,0.0003574397366666333,0.014808358345573399,0.018906054860049103,0.062257492459484275,0.5799651099152253
9,8.987910482539616e-05,0.006997131916613167,0.009480443369876267,0.028634596454751634,0.6866657524783736
10,9.645240215644912e-05,0.0075516165491660665,0.009820529450465333,0.03382720541544603,0.8371529919786974
11,0.00013178230059993334,0.008543151528540934,0.011479432715765398,0.06951101658913372,0.872253159474182
Mean,0.00028535444157598105,0.011833845189826222,0.015741835906290566,0.04601893903925628,0.6848210183827121
