TIMESTAMP,SATS28194_OPEN_PRICE_USD,SATS28194_HIGH_PRICE_USD,SATS28194_LOW_PRICE_USD,SATS28194_CLOSE_PRICE_USD,SATS28194_VOLUME_USD,SATS28194_DIVIDENDS_USD,SATS28194_STOCK_SPLITS_USD
2023-09-29 00:00:00+00:00,,,,0.0,253177,0.0,0.0
2023-09-30 00:00:00+00:00,,,,0.0,155305,0.0,0.0
2023-10-01 00:00:00+00:00,,,,0.0,140342,0.0,0.0
2023-10-02 00:00:00+00:00,,,,0.0,237767,0.0,0.0
2023-10-03 00:00:00+00:00,,,,0.0,486088,0.0,0.0
2023-10-04 00:00:00+00:00,,,,0.0,382626,0.0,0.0
2023-10-05 00:00:00+00:00,,,,0.0,337506,0.0,0.0
2023-10-06 00:00:00+00:00,,,,0.0,377857,0.0,0.0
2023-10-07 00:00:00+00:00,,,,0.0,106241,0.0,0.0
2023-10-08 00:00:00+00:00,,,,0.0,35306,0.0,0.0
2023-10-09 00:00:00+00:00,,,,0.0,15516,0.0,0.0
2023-10-10 00:00:00+00:00,,,,0.0,58972,0.0,0.0
2023-10-11 00:00:00+00:00,,,,0.0,141948,0.0,0.0
2023-10-12 00:00:00+00:00,,,,0.0,145963,0.0,0.0
2023-10-13 00:00:00+00:00,,,,0.0,133697,0.0,0.0
2023-10-14 00:00:00+00:00,,,,0.0,115830,0.0,0.0
2023-10-15 00:00:00+00:00,,,,0.0,117289,0.0,0.0
2023-10-16 00:00:00+00:00,,,,0.0,227228,0.0,0.0
2023-10-17 00:00:00+00:00,,,,0.0,270417,0.0,0.0
2023-10-18 00:00:00+00:00,,,,0.0,182272,0.0,0.0
2023-10-19 00:00:00+00:00,,,,0.0,170869,0.0,0.0
2023-10-20 00:00:00+00:00,,,,0.0,236037,0.0,0.0
2023-10-21 00:00:00+00:00,,,,0.0,219080,0.0,0.0
2023-10-22 00:00:00+00:00,,,,0.0,193097,0.0,0.0
2023-10-23 00:00:00+00:00,,,,0.0,233330,0.0,0.0
2023-10-24 00:00:00+00:00,,,,0.0,299406,0.0,0.0
2023-10-25 00:00:00+00:00,,,,0.0,299849,0.0,0.0
2023-10-26 00:00:00+00:00,,,,0.0,284820,0.0,0.0
2023-10-27 00:00:00+00:00,,,,0.0,270153,0.0,0.0
2023-10-28 00:00:00+00:00,,,,0.0,187187,0.0,0.0
2023-10-29 00:00:00+00:00,,,,0.0,156730,0.0,0.0
2023-10-30 00:00:00+00:00,,,,0.0,201588,0.0,0.0
2023-10-31 00:00:00+00:00,,,,0.0,790447,0.0,0.0
2023-11-01 00:00:00+00:00,,,,0.0,801206,0.0,0.0
2023-11-02 00:00:00+00:00,,,,0.0,925319,0.0,0.0
2023-11-03 00:00:00+00:00,,,,0.0,572022,0.0,0.0
2023-11-04 00:00:00+00:00,,,,0.0,375812,0.0,0.0
2023-11-05 00:00:00+00:00,,,,0.0,297134,0.0,0.0
2023-11-06 00:00:00+00:00,,,,0.0,1160909,0.0,0.0
2023-11-07 00:00:00+00:00,,,,0.0,1761129,0.0,0.0
2023-11-08 00:00:00+00:00,,,,0.0,1652721,0.0,0.0
2023-11-09 00:00:00+00:00,,,,0.0,9891150,0.0,0.0
2023-11-10 00:00:00+00:00,,,,0.0,8437189,0.0,0.0
2023-11-11 00:00:00+00:00,,,,0.0,6769490,0.0,0.0
2023-11-12 00:00:00+00:00,,,,0.0,8220163,0.0,0.0
2023-11-13 00:00:00+00:00,,,,0.0,20166711,0.0,0.0
2023-11-14 00:00:00+00:00,,,,0.0,12461863,0.0,0.0
2023-11-15 00:00:00+00:00,,,,0.0,11470139,0.0,0.0
2023-11-16 00:00:00+00:00,,,,0.0,25424081,0.0,0.0
2023-11-17 00:00:00+00:00,,,,0.0,22226053,0.0,0.0
2023-11-18 00:00:00+00:00,,,,0.0,16595912,0.0,0.0
2023-11-19 00:00:00+00:00,,,,0.0,18579637,0.0,0.0
2023-11-20 00:00:00+00:00,,,,0.0,14148383,0.0,0.0
2023-11-21 00:00:00+00:00,,,,0.0,17930788,0.0,0.0
2023-11-22 00:00:00+00:00,,,,0.0,12719398,0.0,0.0
2023-11-23 00:00:00+00:00,,,,0.0,12963723,0.0,0.0
2023-11-24 00:00:00+00:00,,,,0.0,17386442,0.0,0.0
2023-11-25 00:00:00+00:00,,,,0.0,12428429,0.0,0.0
2023-11-26 00:00:00+00:00,,,,0.0,10669917,0.0,0.0
2023-11-27 00:00:00+00:00,,,,0.0,18062864,0.0,0.0
2023-11-28 00:00:00+00:00,,,,0.0,10330617,0.0,0.0
2023-11-29 00:00:00+00:00,,,,0.0,12245804,0.0,0.0
2023-11-30 00:00:00+00:00,,,,0.0,9760474,0.0,0.0
2023-12-01 00:00:00+00:00,,,,0.0,22844550,0.0,0.0
2023-12-02 00:00:00+00:00,,,,0.0,35685547,0.0,0.0
2023-12-03 00:00:00+00:00,,,,0.0,29179807,0.0,0.0
2023-12-04 00:00:00+00:00,,,,0.0,115345073,0.0,0.0
