TIMESTAMP,GCOIN_OPEN_PRICE_USD,GCOIN_HIGH_PRICE_USD,GCOIN_LOW_PRICE_USD,GCOIN_CLOSE_PRICE_USD,GCOIN_VOLUME_USD,GCOIN_DIVIDENDS_USD,GCOIN_STOCK_SPLITS_USD
2022-01-07 00:00:00+00:00,0.8307660222053528,1.2854900360107422,0.76385897397995,1.2436269521713257,1118810,0.0,0.0
2022-01-08 00:00:00+00:00,1.2436269521713257,1.2436269521713257,0.918658971786499,1.0188239812850952,2282980,0.0,0.0
2022-01-09 00:00:00+00:00,1.018826961517334,1.3109179735183716,1.0060830116271973,1.1969399452209473,1145341,0.0,0.0
2022-01-10 00:00:00+00:00,1.1970930099487305,1.6368249654769897,1.178717017173767,1.6169129610061646,1577092,0.0,0.0
2022-01-11 00:00:00+00:00,1.6169120073318481,1.9437320232391357,1.5023330450057983,1.8273919820785522,1628391,0.0,0.0
2022-01-12 00:00:00+00:00,1.8396480083465576,2.1417291164398193,1.6794170141220093,2.0632169246673584,1591504,0.0,0.0
2022-01-13 00:00:00+00:00,2.061772108078003,2.1212339401245117,1.7591990232467651,1.8727480173110962,1237081,0.0,0.0
2022-01-14 00:00:00+00:00,1.8727600574493408,1.8819960355758667,1.6228090524673462,1.6589720249176025,737737,0.0,0.0
2022-01-15 00:00:00+00:00,1.6590880155563354,1.706470012664795,1.5162949562072754,1.6166150569915771,344437,0.0,0.0
2022-01-16 00:00:00+00:00,1.6165640354156494,1.6260600090026855,1.5003279447555542,1.5083370208740234,118820,0.0,0.0
2022-01-17 00:00:00+00:00,1.5083969831466675,1.7507859468460083,1.5017039775848389,1.5988680124282837,71569,0.0,0.0
2022-01-18 00:00:00+00:00,1.5988409519195557,1.598855972290039,1.4470449686050415,1.4488019943237305,107543,0.0,0.0
2022-01-19 00:00:00+00:00,1.448807954788208,1.4808540344238281,1.3569940328598022,1.3570200204849243,104140,0.0,0.0
2022-01-20 00:00:00+00:00,1.357010006904602,1.4126969575881958,1.226120948791504,1.226120948791504,179167,0.0,0.0
2022-01-21 00:00:00+00:00,1.224012017250061,1.2305580377578735,0.8889449834823608,0.9786999821662903,450164,0.0,0.0
2022-01-22 00:00:00+00:00,0.9784830212593079,1.0321580171585083,0.9000679850578308,0.9698860049247742,220797,0.0,0.0
2022-01-23 00:00:00+00:00,0.9698870182037354,1.022940993309021,0.10159800201654434,0.9752860069274902,579359,0.0,0.0
2022-01-24 00:00:00+00:00,0.9773669838905334,0.9869930148124695,0.8781920075416565,0.9477319717407227,614054,0.0,0.0
2022-01-25 00:00:00+00:00,0.9478049874305725,0.9531630277633667,0.9191129803657532,0.9436500072479248,508465,0.0,0.0
2022-01-26 00:00:00+00:00,0.9436079859733582,0.9997050166130066,0.9075449705123901,0.9116389751434326,529752,0.0,0.0
2022-01-27 00:00:00+00:00,0.9116399884223938,0.9170510172843933,0.8571850061416626,0.8674179911613464,470150,0.0,0.0
2022-01-28 00:00:00+00:00,0.8674169778823853,0.914372980594635,0.8542140126228333,0.8918150067329407,468470,0.0,0.0
2022-01-29 00:00:00+00:00,0.8917229771614075,0.9319480061531067,0.8916800022125244,0.9255949854850769,545328,0.0,0.0
