TIMESTAMP,GOODBOY_OPEN_PRICE_USD,GOODBOY_HIGH_PRICE_USD,GOODBOY_LOW_PRICE_USD,GOODBOY_CLOSE_PRICE_USD,GOODBOY_VOLUME_USD,GOODBOY_DIVIDENDS_USD,GOODBOY_STOCK_SPLITS_USD
2025-02-15 00:00:00+00:00,0.002572000026702881,0.002572000026702881,0.0024449999909847975,0.0024449999909847975,1,0.0,0.0
2025-02-16 00:00:00+00:00,0.0024449999909847975,0.0024449999909847975,0.0016659999964758754,0.0023580000270158052,153,0.0,0.0
2025-02-17 00:00:00+00:00,0.0023580000270158052,0.002383999992161989,0.0022440000902861357,0.0022440000902861357,15,0.0,0.0
2025-02-18 00:00:00+00:00,0.0022440000902861357,0.0022440000902861357,0.0020310000982135534,0.0020310000982135534,21,0.0,0.0
2025-02-19 00:00:00+00:00,0.0020310000982135534,0.0021810000762343407,0.0020310000982135534,0.0021669999696314335,657,0.0,0.0
2025-02-20 00:00:00+00:00,0.0021669999696314335,0.0023159999400377274,0.0021669999696314335,0.0023010000586509705,1644,0.0,0.0
2025-02-21 00:00:00+00:00,0.0023010000586509705,0.0024939998984336853,0.0022990000434219837,0.0023250000085681677,2036,0.0,0.0
2025-02-22 00:00:00+00:00,0.0023250000085681677,0.002558999927714467,0.002119000069797039,0.002558999927714467,3573,0.0,0.0
2025-02-23 00:00:00+00:00,0.002558999927714467,0.0025889999233186245,0.0025430000387132168,0.00254400004632771,15,0.0,0.0
2025-02-24 00:00:00+00:00,0.00254400004632771,0.00254400004632771,0.002213000087067485,0.0022460001055151224,54,0.0,0.0
2025-02-25 00:00:00+00:00,0.0022460001055151224,0.0022460001055151224,0.002053000032901764,0.0022460001055151224,756,0.0,0.0
2025-02-26 00:00:00+00:00,0.0022460001055151224,0.002251999918371439,0.001892999978736043,0.001892999978736043,2995,0.0,0.0
2025-02-27 00:00:00+00:00,0.001892999978736043,0.0020039998926222324,0.0018400000408291817,0.00184299994725734,374,0.0,0.0
