TIMESTAMP,XPD_OPEN_PRICE_USD,XPD_HIGH_PRICE_USD,XPD_LOW_PRICE_USD,XPD_CLOSE_PRICE_USD,XPD_VOLUME_USD,XPD_DIVIDENDS_USD,XPD_STOCK_SPLITS_USD
2017-11-09 00:00:00+00:00,0.0029180001001805067,0.0029180001001805067,0.0021860001143068075,0.0021860001143068075,26,0.0,0.0
2017-11-10 00:00:00+00:00,0.0021959999576210976,0.002624999964609742,0.0021959999576210976,0.002326000016182661,14,0.0,0.0
2017-11-11 00:00:00+00:00,0.0023159999400377274,0.002481000032275915,0.0019290000200271606,0.002326000016182661,47,0.0,0.0
2017-11-12 00:00:00+00:00,0.0023250000085681677,0.0023250000085681677,0.001961000030860305,0.00203000009059906,10,0.0,0.0
2017-11-13 00:00:00+00:00,0.00203300011344254,0.002879000036045909,0.0020169999916106462,0.0028280001133680344,48,0.0,0.0
2017-11-14 00:00:00+00:00,0.002833999926224351,0.00291600008495152,0.0023040000814944506,0.002309999894350767,37,0.0,0.0
2017-11-15 00:00:00+00:00,0.0023109999019652605,0.0025500000920146704,0.0023109999019652605,0.002366000087931752,2,0.0,0.0
2017-11-16 00:00:00+00:00,0.002382999984547496,0.002877000020816922,0.0016919999616220593,0.002689999993890524,21,0.0,0.0
2017-11-17 00:00:00+00:00,0.0026829999405890703,0.0027989998925477266,0.0025820001028478146,0.0027169999666512012,56,0.0,0.0
2017-11-18 00:00:00+00:00,0.0027069998905062675,0.0027149999514222145,0.001851000008173287,0.0024979999288916588,122,0.0,0.0
2017-11-19 00:00:00+00:00,0.0024939998984336853,0.002732000080868602,0.0021649999544024467,0.0027290000580251217,24,0.0,0.0
2017-11-20 00:00:00+00:00,0.0027260000351816416,0.0034179999493062496,0.0027199999894946814,0.002968000015243888,63,0.0,0.0
2017-11-21 00:00:00+00:00,0.0029690000228583813,0.002988999942317605,0.00203699991106987,0.002761000068858266,45,0.0,0.0
2017-11-22 00:00:00+00:00,0.002767000114545226,0.0028840000741183758,0.001791000016964972,0.0018779999809339643,41,0.0,0.0
2017-11-23 00:00:00+00:00,0.0018710000440478325,0.0026390000712126493,0.0018710000440478325,0.0023189999628812075,46,0.0,0.0
2017-11-24 00:00:00+00:00,0.00229199999012053,0.0026140001136809587,0.0020280000753700733,0.00203300011344254,21,0.0,0.0
