TIMESTAMP,RING17786_OPEN_PRICE_USD,RING17786_HIGH_PRICE_USD,RING17786_LOW_PRICE_USD,RING17786_CLOSE_PRICE_USD,RING17786_VOLUME_USD,RING17786_DIVIDENDS_USD,RING17786_STOCK_SPLITS_USD
2022-02-02 00:00:00+00:00,1.3060389757156372,1.3071030378341675,0.9654390215873718,1.0352109670639038,208903,0.0,0.0
2022-02-03 00:00:00+00:00,1.0351430177688599,1.5557270050048828,1.0230059623718262,1.4912619590759277,469385,0.0,0.0
2022-02-04 00:00:00+00:00,1.4911960363388062,1.5088269710540771,1.4484089612960815,1.4981119632720947,50488,0.0,0.0
2022-02-05 00:00:00+00:00,1.4981900453567505,1.5046659708023071,1.2846139669418335,1.334507942199707,124106,0.0,0.0
2022-02-06 00:00:00+00:00,1.3344730138778687,1.612692952156067,1.3053840398788452,1.612692952156067,148729,0.0,0.0
2022-02-07 00:00:00+00:00,1.6126209497451782,1.6261509656906128,1.5601660013198853,1.5943219661712646,45467,0.0,0.0
2022-02-08 00:00:00+00:00,1.5944099426269531,1.5948560237884521,1.44890296459198,1.4951649904251099,29315,0.0,0.0
2022-02-09 00:00:00+00:00,1.4950779676437378,2.068814992904663,1.4829620122909546,2.054327964782715,267583,0.0,0.0
2022-02-10 00:00:00+00:00,2.054337978363037,3.2325520515441895,2.054337978363037,2.545159101486206,491375,0.0,0.0
2022-02-11 00:00:00+00:00,2.5452640056610107,2.8711929321289062,2.4800291061401367,2.5243420600891113,203444,0.0,0.0
2022-02-12 00:00:00+00:00,2.5243799686431885,2.7363510131835938,2.522665023803711,2.642451047897339,112426,0.0,0.0
2022-02-13 00:00:00+00:00,2.642393112182617,2.758575916290283,2.6388070583343506,2.7552669048309326,105742,0.0,0.0
2022-02-14 00:00:00+00:00,2.7552731037139893,2.755319118499756,2.536189079284668,2.5806291103363037,121499,0.0,0.0
2022-02-15 00:00:00+00:00,2.5805399417877197,2.9160969257354736,2.389763116836548,2.5197980403900146,336416,0.0,0.0
2022-02-16 00:00:00+00:00,2.519892930984497,3.375525951385498,2.4445719718933105,3.323456048965454,500687,0.0,0.0
2022-02-17 00:00:00+00:00,3.323193073272705,3.6811110973358154,3.0048129558563232,3.1380770206451416,439951,0.0,0.0
2022-02-18 00:00:00+00:00,3.1380820274353027,4.271820068359375,3.1283769607543945,4.06070613861084,538198,0.0,0.0
