TIMESTAMP,MV_OPEN_PRICE_USD,MV_HIGH_PRICE_USD,MV_LOW_PRICE_USD,MV_CLOSE_PRICE_USD,MV_VOLUME_USD,MV_DIVIDENDS_USD,MV_STOCK_SPLITS_USD
2022-01-28 00:00:00+00:00,0.3801020085811615,0.45399799942970276,0.3547540009021759,0.40206900238990784,9382945,0.0,0.0
2022-01-29 00:00:00+00:00,0.40206700563430786,0.40206700563430786,0.35521599650382996,0.3731450140476227,3745360,0.0,0.0
2022-01-30 00:00:00+00:00,0.37318000197410583,0.40270400047302246,0.37318000197410583,0.39686501026153564,2644919,0.0,0.0
2022-01-31 00:00:00+00:00,0.39686599373817444,0.3991990089416504,0.35938799381256104,0.3635059893131256,1894646,0.0,0.0
2022-02-01 00:00:00+00:00,0.3635140061378479,0.3839290142059326,0.3635140061378479,0.37366899847984314,1544869,0.0,0.0
2022-02-02 00:00:00+00:00,0.3736700117588043,0.38222599029541016,0.37366899847984314,0.37754300236701965,1303242,0.0,0.0
2022-02-03 00:00:00+00:00,0.37754300236701965,0.4011569917201996,0.3771669864654541,0.3972629904747009,1633462,0.0,0.0
2022-02-04 00:00:00+00:00,0.3972640037536621,0.4891299903392792,0.39587900042533875,0.4849430024623871,3184729,0.0,0.0
2022-02-05 00:00:00+00:00,0.4849430024623871,0.6485859751701355,0.46391698718070984,0.6475650072097778,6848220,0.0,0.0
2022-02-06 00:00:00+00:00,0.6475600004196167,0.989329993724823,0.6372060179710388,0.7345389723777771,12414811,0.0,0.0
2022-02-07 00:00:00+00:00,0.7345370054244995,0.8666499853134155,0.7003200054168701,0.860496997833252,6349472,0.0,0.0
2022-02-08 00:00:00+00:00,0.860496997833252,1.6651649475097656,0.8579210042953491,1.617110013961792,26045501,0.0,0.0
2022-02-09 00:00:00+00:00,1.6170870065689087,1.6191819906234741,1.1497269868850708,1.229714035987854,13712905,0.0,0.0
2022-02-10 00:00:00+00:00,1.2296969890594482,1.4301789999008179,0.9606040120124817,1.198868989944458,11130232,0.0,0.0
2022-02-11 00:00:00+00:00,1.1988749504089355,1.202895998954773,0.8744909763336182,0.878633975982666,7335762,0.0,0.0
2022-02-12 00:00:00+00:00,0.8786320090293884,1.177778959274292,0.7125020027160645,1.0794479846954346,14414192,0.0,0.0
2022-02-13 00:00:00+00:00,1.0794440507888794,1.0983259677886963,0.8761379718780518,0.9353259801864624,6033169,0.0,0.0
2022-02-14 00:00:00+00:00,0.9353150129318237,1.0494630336761475,0.8775849938392639,1.0425339937210083,6233935,0.0,0.0
