TIMESTAMP,DUCKY33852_OPEN_PRICE_USD,DUCKY33852_HIGH_PRICE_USD,DUCKY33852_LOW_PRICE_USD,DUCKY33852_CLOSE_PRICE_USD,DUCKY33852_VOLUME_USD,DUCKY33852_DIVIDENDS_USD,DUCKY33852_STOCK_SPLITS_USD
2024-11-08 00:00:00+00:00,4.999999873689376e-06,1.1000000085914508e-05,3.000000106112566e-06,4.999999873689376e-06,4697036,0.0,0.0
2024-11-09 00:00:00+00:00,4.999999873689376e-06,7.999999979801942e-06,9.999999974752427e-07,3.000000106112566e-06,1281143,0.0,0.0
2024-11-10 00:00:00+00:00,3.000000106112566e-06,1.2000000424450263e-05,3.000000106112566e-06,7.000000096013537e-06,1451173,0.0,0.0
2024-11-11 00:00:00+00:00,7.000000096013537e-06,1.2000000424450263e-05,4.999999873689376e-06,7.000000096013537e-06,1164556,0.0,0.0
2024-11-12 00:00:00+00:00,7.000000096013537e-06,1.4999999621068127e-05,7.000000096013537e-06,9.999999747378752e-06,1427296,0.0,0.0
2024-11-13 00:00:00+00:00,9.999999747378752e-06,1.5999999959603883e-05,9.000000318337698e-06,1.2999999853491317e-05,1975545,0.0,0.0
2024-11-14 00:00:00+00:00,1.2999999853491317e-05,2.4000000848900527e-05,1.1000000085914508e-05,2.300000051036477e-05,3231397,0.0,0.0
2024-11-15 00:00:00+00:00,2.300000051036477e-05,5.8000001445179805e-05,2.300000051036477e-05,4.199999966658652e-05,7898389,0.0,0.0
2024-11-16 00:00:00+00:00,4.8999998398358e-05,4.8999998398358e-05,2.099999983329326e-05,2.5999999706982635e-05,3411765,0.0,0.0
2024-11-17 00:00:00+00:00,2.5999999706982635e-05,3.199999991920777e-05,2.099999983329326e-05,2.8000000384054147e-05,1937023,0.0,0.0
2024-11-18 00:00:00+00:00,2.8000000384054147e-05,4.199999966658652e-05,2.4000000848900527e-05,4.099999932805076e-05,2728086,0.0,0.0
2024-11-19 00:00:00+00:00,4.099999932805076e-05,4.099999932805076e-05,2.2000000171829015e-05,2.300000051036477e-05,2582873,0.0,0.0
2024-11-20 00:00:00+00:00,2.300000051036477e-05,2.9999999242136255e-05,1.8000000636675395e-05,1.9999999494757503e-05,1544887,0.0,0.0
2024-11-21 00:00:00+00:00,1.9999999494757503e-05,2.2000000171829015e-05,1.5999999959603883e-05,1.700000029813964e-05,1318924,0.0,0.0
2024-11-22 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,9.999999747378752e-06,1.1000000085914508e-05,1463169,0.0,0.0
2024-11-23 00:00:00+00:00,1.1000000085914508e-05,1.2999999853491317e-05,7.999999979801942e-06,9.999999747378752e-06,810721,0.0,0.0
2024-11-24 00:00:00+00:00,9.999999747378752e-06,1.1000000085914508e-05,7.999999979801942e-06,9.000000318337698e-06,562763,0.0,0.0
2024-11-25 00:00:00+00:00,9.000000318337698e-06,1.2999999853491317e-05,7.999999979801942e-06,9.999999747378752e-06,816966,0.0,0.0
2024-11-26 00:00:00+00:00,9.999999747378752e-06,1.2000000424450263e-05,7.999999979801942e-06,9.000000318337698e-06,389048,0.0,0.0
2024-11-27 00:00:00+00:00,9.000000318337698e-06,9.999999747378752e-06,7.000000096013537e-06,7.000000096013537e-06,523810,0.0,0.0
2024-11-28 00:00:00+00:00,7.000000096013537e-06,9.000000318337698e-06,7.000000096013537e-06,7.999999979801942e-06,568929,0.0,0.0
2024-11-29 00:00:00+00:00,7.999999979801942e-06,1.1000000085914508e-05,7.999999979801942e-06,9.000000318337698e-06,405441,0.0,0.0
2024-11-30 00:00:00+00:00,9.000000318337698e-06,1.1000000085914508e-05,7.999999979801942e-06,9.000000318337698e-06,250827,0.0,0.0
2024-12-01 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.999999979801942e-06,9.000000318337698e-06,139798,0.0,0.0
2024-12-02 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.999999979801942e-06,7.999999979801942e-06,238323,0.0,0.0
2024-12-03 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.999999979801942e-06,217764,0.0,0.0
2024-12-04 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.000000096013537e-06,329217,0.0,0.0
2024-12-05 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,3.999999989900971e-06,3.999999989900971e-06,487160,0.0,0.0
2024-12-06 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,4.999999873689376e-06,302628,0.0,0.0
2024-12-07 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,150610,0.0,0.0
2024-12-08 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,4.999999873689376e-06,60052,0.0,0.0
2024-12-09 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,94933,0.0,0.0
2024-12-10 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.999999989900971e-06,161759,0.0,0.0
2024-12-11 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,86327,0.0,0.0
2024-12-12 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,113743,0.0,0.0
2024-12-13 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.999999989900971e-06,52018,0.0,0.0
2024-12-14 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.999999989900971e-06,32002,0.0,0.0
2024-12-15 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,43746,0.0,0.0
2024-12-16 00:00:00+00:00,3.000000106112566e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,144308,0.0,0.0
2024-12-17 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,48257,0.0,0.0
2024-12-18 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,84101,0.0,0.0
2024-12-19 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,48592,0.0,0.0
2024-12-20 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,26074,0.0,0.0
2024-12-21 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,78355,0.0,0.0
2024-12-22 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,55330,0.0,0.0
2024-12-23 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,12148,0.0,0.0
2024-12-24 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,55374,0.0,0.0
2024-12-25 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,19284,0.0,0.0
2024-12-26 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,62033,0.0,0.0
2024-12-27 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,4670,0.0,0.0
2024-12-28 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,57578,0.0,0.0
2024-12-29 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,21677,0.0,0.0
2024-12-30 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,11394,0.0,0.0
2024-12-31 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,11082,0.0,0.0
2025-01-01 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,5118,0.0,0.0
2025-01-02 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,14553,0.0,0.0
