TIMESTAMP,CU31074_OPEN_PRICE_USD,CU31074_HIGH_PRICE_USD,CU31074_LOW_PRICE_USD,CU31074_CLOSE_PRICE_USD,CU31074_VOLUME_USD,CU31074_DIVIDENDS_USD,CU31074_STOCK_SPLITS_USD
2024-05-07 00:00:00+00:00,0.30707401037216187,0.31096699833869934,0.30648601055145264,0.31096699833869934,3980,0.0,0.0
2024-05-08 00:00:00+00:00,0.3139919936656952,0.31866899132728577,0.2896139919757843,0.2896139919757843,100314,0.0,0.0
2024-05-09 00:00:00+00:00,0.2896139919757843,0.29312101006507874,0.2736380100250244,0.2771480083465576,574188,0.0,0.0
2024-05-10 00:00:00+00:00,0.2771480083465576,0.29729899764060974,0.27010300755500793,0.27959001064300537,711722,0.0,0.0
2024-05-11 00:00:00+00:00,0.28037700057029724,0.28470999002456665,0.2772360146045685,0.28188401460647583,607969,0.0,0.0
2024-05-12 00:00:00+00:00,0.28060901165008545,0.28918299078941345,0.27423399686813354,0.2780809998512268,661913,0.0,0.0
2024-05-13 00:00:00+00:00,0.2777140140533447,0.27897199988365173,0.25178998708724976,0.2556689977645874,686970,0.0,0.0
2024-05-14 00:00:00+00:00,0.2571150064468384,0.266882985830307,0.2571150064468384,0.26471200585365295,401298,0.0,0.0
2024-05-15 00:00:00+00:00,0.26471200585365295,0.2703559994697571,0.25532200932502747,0.26980599761009216,314235,0.0,0.0
2024-05-16 00:00:00+00:00,0.2760550081729889,0.2787489891052246,0.2643960118293762,0.2706890106201172,343598,0.0,0.0
2024-05-17 00:00:00+00:00,0.271014004945755,0.29691898822784424,0.26946601271629333,0.2960520088672638,557243,0.0,0.0
2024-05-18 00:00:00+00:00,0.3002699911594391,0.35634198784828186,0.3001309931278229,0.35558998584747314,826126,0.0,0.0
2024-05-19 00:00:00+00:00,0.3558509945869446,0.35627201199531555,0.33243900537490845,0.3331429958343506,672369,0.0,0.0
2024-05-20 00:00:00+00:00,0.33556801080703735,0.39369499683380127,0.3321300148963928,0.38460099697113037,596833,0.0,0.0
2024-05-21 00:00:00+00:00,0.3846000134944916,0.3906030058860779,0.3634989857673645,0.37385401129722595,625179,0.0,0.0
