TIMESTAMP,MAZZE_OPEN_PRICE_USD,MAZZE_HIGH_PRICE_USD,MAZZE_LOW_PRICE_USD,MAZZE_CLOSE_PRICE_USD,MAZZE_VOLUME_USD,MAZZE_DIVIDENDS_USD,MAZZE_STOCK_SPLITS_USD
2024-03-20 00:00:00+00:00,0.001927000004798174,0.0022070000413805246,0.000957000011112541,0.001639000023715198,1305709,0.0,0.0
2024-03-21 00:00:00+00:00,0.001639000023715198,0.0017610000213608146,0.0013259999686852098,0.0015160000184550881,455168,0.0,0.0
2024-03-22 00:00:00+00:00,0.0015160000184550881,0.0020439999643713236,0.0011909999884665012,0.0014380000066012144,374985,0.0,0.0
2024-03-23 00:00:00+00:00,0.0014380000066012144,0.002736999886110425,0.0014380000066012144,0.0022169998846948147,537832,0.0,0.0
2024-03-24 00:00:00+00:00,0.0022169998846948147,0.0026259999722242355,0.0018570000538602471,0.001996000064536929,383958,0.0,0.0
2024-03-25 00:00:00+00:00,0.001996000064536929,0.0022120000794529915,0.0017969999462366104,0.0018240000354126096,240110,0.0,0.0
2024-03-26 00:00:00+00:00,0.0018240000354126096,0.0027620000764727592,0.0015810000477358699,0.0022990000434219837,599395,0.0,0.0
2024-03-27 00:00:00+00:00,0.0022990000434219837,0.0035669999197125435,0.002013999968767166,0.002669000066816807,902341,0.0,0.0
2024-03-28 00:00:00+00:00,0.002669000066816807,0.003693999955430627,0.0024530000519007444,0.003229999914765358,439087,0.0,0.0
2024-03-29 00:00:00+00:00,0.003229999914765358,0.007892999798059464,0.0029380000196397305,0.0064690001308918,5991619,0.0,0.0
2024-03-30 00:00:00+00:00,0.0064690001308918,0.010112999938428402,0.006252999883145094,0.00861200038343668,4472519,0.0,0.0
2024-03-31 00:00:00+00:00,0.00861200038343668,0.010083000175654888,0.00673400005325675,0.008902999572455883,2762855,0.0,0.0
2024-04-01 00:00:00+00:00,0.008902999572455883,0.00961500033736229,0.007317999843508005,0.008143999613821507,1863765,0.0,0.0
2024-04-02 00:00:00+00:00,0.008143999613821507,0.008820000104606152,0.006634999997913837,0.007124000228941441,1251824,0.0,0.0
2024-04-03 00:00:00+00:00,0.007124000228941441,0.007577000185847282,0.00559200020506978,0.0061900001019239426,1084373,0.0,0.0
2024-04-04 00:00:00+00:00,0.0061900001019239426,0.007164000067859888,0.006118999794125557,0.00621100002899766,684221,0.0,0.0
2024-04-05 00:00:00+00:00,0.00621100002899766,0.006912000011652708,0.005828999914228916,0.006463999859988689,538633,0.0,0.0
2024-04-06 00:00:00+00:00,0.006463999859988689,0.00648299977183342,0.005200999788939953,0.0055519999004900455,467372,0.0,0.0
2024-04-07 00:00:00+00:00,0.0055519999004900455,168.12075805664062,0.005241000093519688,124.54386138916016,968196,0.0,0.0
2024-04-08 00:00:00+00:00,124.54357147216797,136.4496307373047,0.005859000142663717,0.006479000207036734,756075,0.0,0.0
